 1140.740,   1.7, 1.6, 1.4, 76.0, 74.0, 54.0, 0.6, 0.3, 0.1
  915.620,   1.7, 1.6, 1.4, 76.0, 74.0, 54.0, 0.6, 0.3, 0.15000000000000002
  392.450,   1.7, 1.6, 1.4, 76.0, 74.0, 54.0, 0.6, 0.3, 0.2
  957.948,   1.7, 1.6, 1.4, 76.0, 74.0, 54.0, 0.5, 0.3, 0.1
  885.190,   1.7, 1.6, 1.4, 76.0, 74.0, 54.0, 0.5, 0.3, 0.15000000000000002
  760.132,   1.7, 1.6, 1.4, 76.0, 74.0, 54.0, 0.5, 0.3, 0.2
  403.793,   1.7, 1.6, 1.4, 76.0, 74.0, 58.0, 0.6, 0.3, 0.1
  342.098,   1.7, 1.6, 1.4, 76.0, 74.0, 58.0, 0.6, 0.3, 0.15000000000000002
  182.713,   1.7, 1.6, 1.4, 76.0, 74.0, 58.0, 0.6, 0.3, 0.2
  121.992,   1.7, 1.6, 1.4, 76.0, 74.0, 58.0, 0.5, 0.3, 0.1
  166.259,   1.7, 1.6, 1.4, 76.0, 74.0, 58.0, 0.5, 0.3, 0.15000000000000002
  245.847,   1.7, 1.6, 1.4, 76.0, 74.0, 58.0, 0.5, 0.3, 0.2
 1633.579,   1.7, 1.6, 1.4, 76.0, 80.0, 54.0, 0.6, 0.3, 0.1
 1786.925,   1.7, 1.6, 1.4, 76.0, 80.0, 54.0, 0.6, 0.3, 0.15000000000000002
