   Chi^2    ('R1', 'R2', 'R3', 'Theta2', 'Theta3', 'Phi', 'q1', 'q2', 'q3')
    11.662    1.77  1.62  1.42 82.   80.   56.    0.6   0.28  0.14
    11.662    1.77  1.62  1.38 80.   80.   58.    0.6   0.29  0.16
    11.701    1.78  1.62  1.4  82.   80.   56.    0.6   0.3   0.12
    11.770    1.78  1.64  1.38 82.   80.   56.    0.6   0.3   0.12
    11.801    1.76  1.62  1.42 82.   80.   56.    0.6   0.3   0.14
    11.964    1.78  1.62  1.42 80.   80.   58.    0.6   0.28  0.16
    11.969    1.78  1.64  1.38 80.   80.   58.    0.6   0.3   0.16
    11.980    1.78  1.62  1.38 82.   80.   56.    0.6   0.29  0.12
    11.986    1.77  1.64  1.38 82.   80.   58.    0.6   0.3   0.14
    12.021    1.76  1.64  1.4  82.   80.   58.    0.6   0.28  0.12
    12.045    1.77  1.64  1.4  80.   80.   58.    0.6   0.3   0.16
    12.055    1.76  1.63  1.4  82.   80.   56.    0.6   0.28  0.14
    12.126    1.78  1.63  1.42 80.   80.   58.    0.6   0.29  0.16
    12.130    1.76  1.63  1.38 80.   80.   58.    0.6   0.3   0.16
    12.138    1.76  1.63  1.4  80.   80.   58.    0.6   0.29  0.16
    12.138    1.78  1.63  1.4  82.   80.   56.    0.6   0.3   0.12
    12.159    1.77  1.63  1.42 82.   80.   56.    0.6   0.28  0.14
    12.184    1.78  1.63  1.38 82.   80.   56.    0.6   0.29  0.12
    12.194    1.78  1.64  1.42 82.   80.   58.    0.6   0.29  0.16
    12.242    1.77  1.63  1.42 82.   80.   58.    0.6   0.29  0.16
    12.279    1.76  1.63  1.42 82.   80.   56.    0.6   0.3   0.14
    12.281    1.77  1.62  1.4  80.   80.   58.    0.6   0.29  0.16
    12.301    1.76  1.64  1.4  80.   80.   58.    0.6   0.3   0.16
    12.320    1.78  1.62  1.42 82.   80.   56.    0.6   0.3   0.12
    12.325    1.78  1.62  1.42 82.   80.   58.    0.6   0.28  0.16
    12.400    1.78  1.62  1.38 80.   80.   58.    0.6   0.29  0.16
    12.411    1.76  1.62  1.4  80.   80.   58.    0.6   0.28  0.16
    12.423    1.76  1.64  1.38 80.   80.   58.    0.6   0.28  0.16
    12.435    1.78  1.64  1.4  80.   80.   58.    0.6   0.3   0.16
    12.460    1.76  1.62  1.42 82.   80.   58.    0.6   0.29  0.16
    12.460    1.76  1.64  1.42 82.   80.   56.    0.6   0.3   0.14
    12.476    1.78  1.64  1.42 80.   80.   58.    0.6   0.3   0.16
    12.535    1.77  1.62  1.38 82.   80.   56.    0.6   0.3   0.12
    12.573    1.76  1.62  1.4  80.   80.   58.    0.6   0.29  0.16
    12.667    1.77  1.63  1.38 80.   80.   58.    0.6   0.3   0.16
    12.682    1.78  1.62  1.4  80.   80.   58.    0.6   0.29  0.16
    12.689    1.78  1.62  1.42 80.   80.   58.    0.6   0.29  0.16
    12.762    1.76  1.63  1.4  80.   80.   58.    0.6   0.3   0.16
    12.808    1.78  1.64  1.38 82.   80.   58.    0.6   0.3   0.16
    12.810    1.76  1.62  1.42 82.   80.   56.    0.6   0.29  0.14
    12.855    1.77  1.62  1.42 80.   80.   58.    0.6   0.29  0.16
    12.858    1.77  1.63  1.4  80.   80.   58.    0.6   0.3   0.16
    12.930    1.77  1.63  1.38 82.   80.   56.    0.6   0.3   0.12
    12.939    1.78  1.64  1.4  82.   80.   56.    0.6   0.3   0.12
    12.992    1.76  1.63  1.42 82.   80.   56.    0.6   0.29  0.14
    12.998    1.78  1.62  1.4  82.   80.   56.    0.6   0.29  0.12
    13.048    1.78  1.64  1.4  80.   80.   58.    0.6   0.28  0.16
    13.178    1.78  1.63  1.42 80.   80.   58.    0.6   0.3   0.16
    13.281    1.76  1.62  1.38 80.   80.   58.    0.6   0.3   0.16
    13.308    1.78  1.64  1.38 82.   80.   56.    0.6   0.29  0.12
    13.374    1.76  1.62  1.4  80.   80.   58.    0.6   0.3   0.16
    13.407    1.77  1.62  1.4  82.   80.   56.    0.6   0.3   0.12
    13.472    1.76  1.63  1.38 80.   80.   58.    0.6   0.28  0.16
    13.525    1.78  1.63  1.42 82.   80.   56.    0.6   0.3   0.12
    13.556    1.78  1.62  1.38 82.   80.   56.    0.6   0.28  0.12
    13.602    1.77  1.64  1.42 82.   80.   56.    0.6   0.28  0.14
    13.616    1.77  1.64  1.38 82.   80.   56.    0.6   0.3   0.12
    13.640    1.78  1.63  1.4  80.   80.   58.    0.6   0.3   0.16
    13.709    1.78  1.63  1.38 80.   80.   58.    0.6   0.3   0.16
    13.771    1.77  1.62  1.38 82.   80.   56.    0.6   0.29  0.12
    13.854    1.78  1.62  1.42 80.   80.   58.    0.6   0.3   0.16
    13.888    1.77  1.62  1.4  80.   80.   58.    0.6   0.3   0.16
    13.960    1.76  1.64  1.42 82.   80.   56.    0.6   0.29  0.14
    14.017    1.77  1.64  1.38 82.   80.   58.    0.6   0.29  0.16
    14.100    1.76  1.62  1.38 82.   80.   58.    0.6   0.3   0.16
    14.152    1.78  1.63  1.4  82.   80.   56.    0.6   0.29  0.12
    14.245    1.77  1.62  1.38 82.   80.   58.    0.6   0.29  0.14
    14.262    1.76  1.62  1.42 82.   80.   56.    0.6   0.28  0.14
    14.275    1.77  1.64  1.4  80.   80.   58.    0.6   0.28  0.16
    14.316    1.76  1.62  1.38 82.   80.   56.    0.6   0.3   0.12
    14.324    1.77  1.62  1.38 80.   80.   58.    0.6   0.3   0.16
    14.444    1.77  1.63  1.38 82.   80.   58.    0.6   0.3   0.16
    14.533    1.77  1.63  1.4  82.   80.   56.    0.6   0.3   0.12
    14.551    1.78  1.62  1.42 80.   80.   58.    0.6   0.3   0.14
    14.570    1.78  1.64  1.4  82.   80.   58.    0.6   0.3   0.14
    14.834    1.78  1.62  1.42 82.   80.   56.    0.6   0.29  0.12
    14.834    1.78  1.63  1.38 82.   80.   56.    0.6   0.28  0.12
    14.886    1.78  1.62  1.4  80.   80.   58.    0.6   0.3   0.16
    14.915    1.78  1.64  1.42 82.   80.   56.    0.6   0.3   0.12
    15.012    1.77  1.63  1.4  80.   80.   58.    0.6   0.28  0.16
    15.018    1.77  1.62  1.42 82.   80.   56.    0.6   0.3   0.12
    15.135    1.78  1.63  1.38 82.   80.   58.    0.6   0.29  0.14
    15.145    1.77  1.63  1.38 82.   80.   56.    0.6   0.29  0.12
    15.191    1.78  1.62  1.38 80.   80.   58.    0.6   0.3   0.12
    15.333    1.76  1.64  1.42 82.   80.   58.    0.6   0.28  0.12
    15.416    1.76  1.63  1.38 82.   80.   56.    0.6   0.3   0.12
    15.520    1.78  1.62  1.4  80.   80.   58.    0.6   0.3   0.14
    15.658    1.78  1.62  1.38 80.   80.   58.    0.6   0.3   0.16
    15.774    1.78  1.64  1.42 80.   80.   58.    0.6   0.28  0.16
    15.802    1.76  1.63  1.42 82.   80.   56.    0.6   0.28  0.14
    15.823    1.78  1.62  1.4  80.   80.   58.    0.6   0.3   0.12
    15.863    1.78  1.64  1.42 80.   80.   58.    0.6   0.29  0.16
    15.896    1.77  1.62  1.4  82.   80.   56.    0.6   0.29  0.12
    15.936    1.77  1.64  1.4  82.   80.   56.    0.6   0.3   0.12
    16.041    1.78  1.62  1.42 82.   80.   58.    0.6   0.3   0.14
    16.168    1.78  1.63  1.42 80.   80.   58.    0.6   0.28  0.16
    16.201    1.76  1.62  1.4  82.   80.   56.    0.6   0.3   0.12
    16.260    1.78  1.62  1.4  82.   80.   56.    0.6   0.28  0.12
    16.303    1.78  1.64  1.4  82.   80.   56.    0.6   0.29  0.12
    16.476    1.76  1.64  1.4  80.   80.   58.    0.6   0.28  0.16
    16.477    1.78  1.63  1.42 80.   80.   58.    0.6   0.3   0.14
    16.627    1.76  1.64  1.4  80.   80.   58.    0.6   0.29  0.16
    16.641    1.77  1.64  1.38 82.   80.   56.    0.6   0.29  0.12
    16.678    1.77  1.63  1.42 82.   80.   56.    0.6   0.3   0.12
    16.686    1.78  1.63  1.4  80.   80.   58.    0.6   0.3   0.14
    16.691    1.78  1.63  1.42 82.   80.   56.    0.6   0.29  0.12
    16.716    1.76  1.64  1.38 82.   80.   56.    0.6   0.3   0.12
    16.777    1.76  1.62  1.38 82.   80.   56.    0.6   0.29  0.12
    16.779    1.78  1.64  1.38 82.   80.   56.    0.6   0.28  0.12
    16.795    1.76  1.63  1.4  80.   80.   58.    0.6   0.28  0.16
    16.806    1.77  1.62  1.38 82.   80.   56.    0.6   0.28  0.12
    16.843    1.77  1.62  1.42 80.   80.   58.    0.6   0.3   0.14
    16.890    1.77  1.62  1.4  80.   80.   58.    0.6   0.3   0.14
    16.978    1.78  1.62  1.4  82.   80.   58.    0.6   0.29  0.14
    17.061    1.77  1.64  1.42 80.   80.   58.    0.6   0.29  0.16
    17.111    1.77  1.64  1.42 80.   80.   58.    0.6   0.3   0.16
    17.145    1.77  1.63  1.42 80.   80.   58.    0.6   0.29  0.16
    17.159    1.78  1.62  1.42 80.   80.   58.    0.6   0.3   0.12
    17.349    1.78  1.62  1.38 80.   80.   58.    0.6   0.3   0.14
    17.420    1.77  1.62  1.42 80.   80.   58.    0.6   0.28  0.16
    17.489    1.77  1.63  1.42 80.   80.   58.    0.6   0.3   0.16
    17.572    1.77  1.62  1.38 82.   80.   58.    0.6   0.28  0.16
    17.604    1.78  1.63  1.38 80.   80.   58.    0.6   0.3   0.14
    17.640    1.78  1.62  1.4  80.   80.   58.    0.6   0.29  0.14
    17.714    1.77  1.62  1.38 80.   80.   58.    0.6   0.3   0.14
    17.754    1.77  1.63  1.4  82.   80.   56.    0.6   0.29  0.12
    17.770    1.77  1.62  1.42 80.   80.   58.    0.6   0.3   0.16
    17.783    1.78  1.64  1.38 80.   80.   58.    0.6   0.3   0.14
    17.819    1.78  1.62  1.38 80.   80.   58.    0.6   0.29  0.14
    17.879    1.77  1.63  1.42 80.   80.   58.    0.6   0.28  0.16
    17.886    1.78  1.64  1.4  80.   80.   58.    0.6   0.3   0.14
    17.923    1.76  1.63  1.4  82.   80.   56.    0.6   0.3   0.12
    17.931    1.76  1.64  1.42 82.   80.   56.    0.6   0.28  0.14
    17.948    1.76  1.62  1.42 80.   80.   58.    0.6   0.3   0.16
    17.965    1.78  1.63  1.38 80.   80.   58.    0.6   0.3   0.12
    17.989    1.78  1.62  1.42 80.   80.   58.    0.6   0.29  0.14
    17.996    1.77  1.64  1.42 80.   80.   58.    0.6   0.28  0.16
    18.072    1.78  1.63  1.38 80.   80.   58.    0.6   0.29  0.14
    18.170    1.76  1.63  1.42 80.   80.   58.    0.6   0.3   0.16
    18.311    1.76  1.64  1.42 80.   80.   58.    0.6   0.3   0.16
    18.348    1.78  1.64  1.38 80.   80.   58.    0.6   0.29  0.14
    18.371    1.78  1.64  1.42 80.   80.   58.    0.6   0.3   0.14
    18.391    1.77  1.63  1.38 80.   80.   58.    0.6   0.3   0.14
    18.441    1.76  1.62  1.42 80.   80.   58.    0.6   0.29  0.16
    18.488    1.77  1.63  1.4  80.   80.   58.    0.6   0.3   0.14
    18.536    1.76  1.62  1.42 82.   80.   56.    0.6   0.3   0.12
    18.539    1.77  1.62  1.38 80.   80.   58.    0.6   0.3   0.12
    18.543    1.77  1.62  1.42 82.   80.   56.    0.6   0.29  0.12
    18.575    1.78  1.62  1.38 80.   80.   58.    0.6   0.28  0.14
    18.584    1.78  1.63  1.4  82.   80.   56.    0.6   0.28  0.12
    18.804    1.77  1.64  1.42 82.   80.   56.    0.6   0.3   0.12
    18.816    1.77  1.63  1.38 82.   80.   56.    0.6   0.28  0.12
    18.842    1.76  1.63  1.42 80.   80.   58.    0.6   0.29  0.16
    18.881    1.78  1.63  1.4  80.   80.   58.    0.6   0.29  0.14
    18.905    1.76  1.62  1.38 80.   80.   58.    0.6   0.3   0.14
    18.918    1.76  1.63  1.38 82.   80.   56.    0.6   0.29  0.12
    18.932    1.78  1.63  1.38 80.   80.   58.    0.6   0.28  0.14
    18.956    1.77  1.62  1.38 80.   80.   58.    0.6   0.29  0.14
    18.958    1.77  1.64  1.38 80.   80.   58.    0.6   0.3   0.14
    18.970    1.78  1.63  1.4  80.   80.   58.    0.6   0.3   0.12
    19.085    1.78  1.62  1.42 82.   80.   56.    0.6   0.28  0.12
    19.141    1.76  1.62  1.4  80.   80.   58.    0.6   0.3   0.14
    19.212    1.77  1.63  1.42 80.   80.   58.    0.6   0.3   0.14
    19.234    1.76  1.63  1.38 82.   80.   58.    0.6   0.29  0.16
    19.394    1.78  1.64  1.38 80.   80.   58.    0.6   0.28  0.14
    19.594    1.76  1.62  1.42 80.   80.   58.    0.6   0.28  0.16
    19.716    1.77  1.63  1.38 80.   80.   58.    0.6   0.29  0.14
    19.723    1.77  1.62  1.4  80.   80.   58.    0.6   0.3   0.12
    19.755    1.78  1.64  1.42 82.   80.   56.    0.6   0.29  0.12
    19.767    1.76  1.64  1.42 80.   80.   58.    0.6   0.29  0.16
    19.788    1.77  1.62  1.4  80.   80.   58.    0.6   0.29  0.14
    19.887    1.76  1.62  1.4  82.   80.   56.    0.6   0.29  0.12
    19.976    1.78  1.64  1.4  80.   80.   58.    0.6   0.29  0.14
    19.979    1.76  1.62  1.42 80.   80.   58.    0.6   0.3   0.14
    19.983    1.78  1.63  1.42 80.   80.   58.    0.6   0.29  0.14
    20.042    1.76  1.64  1.4  82.   80.   56.    0.6   0.3   0.12
    20.052    1.76  1.63  1.38 80.   80.   58.    0.6   0.3   0.14
    20.085    1.77  1.64  1.4  80.   80.   58.    0.6   0.3   0.14
    20.085    1.78  1.62  1.4  80.   80.   58.    0.6   0.28  0.14
    20.161    1.78  1.62  1.38 80.   80.   58.    0.6   0.29  0.12
    20.285    1.78  1.63  1.42 80.   80.   58.    0.6   0.3   0.12
    20.474    1.77  1.64  1.38 80.   80.   58.    0.6   0.29  0.14
    20.477    1.78  1.63  1.38 82.   80.   58.    0.6   0.29  0.16
    20.537    1.77  1.62  1.4  82.   80.   56.    0.6   0.28  0.12
    20.594    1.78  1.64  1.38 82.   80.   58.    0.6   0.29  0.16
    20.626    1.77  1.64  1.4  82.   80.   56.    0.6   0.29  0.12
    20.632    1.76  1.63  1.42 80.   80.   58.    0.6   0.28  0.16
    20.671    1.77  1.62  1.38 80.   80.   58.    0.6   0.28  0.14
    20.791    1.78  1.64  1.38 80.   80.   58.    0.6   0.3   0.12
    20.813    1.76  1.64  1.4  82.   80.   58.    0.6   0.3   0.16
    20.854    1.76  1.63  1.42 82.   80.   56.    0.6   0.3   0.12
    21.052    1.76  1.62  1.38 80.   80.   58.    0.6   0.29  0.14
    21.075    1.77  1.62  1.42 80.   80.   58.    0.6   0.29  0.14
    21.092    1.76  1.64  1.38 82.   80.   56.    0.6   0.29  0.12
    21.126    1.76  1.64  1.38 80.   80.   58.    0.6   0.3   0.14
    21.135    1.76  1.63  1.4  80.   80.   58.    0.6   0.3   0.14
    21.156    1.77  1.63  1.42 82.   80.   56.    0.6   0.29  0.12
    21.188    1.76  1.62  1.38 82.   80.   56.    0.6   0.28  0.12
    21.270    1.76  1.62  1.4  82.   80.   58.    0.6   0.29  0.16
    21.339    1.78  1.63  1.4  80.   80.   58.    0.6   0.28  0.14
    21.350    1.76  1.64  1.42 80.   80.   58.    0.6   0.28  0.16
    21.426    1.77  1.64  1.38 82.   80.   56.    0.6   0.28  0.12
    21.445    1.77  1.62  1.42 80.   80.   58.    0.6   0.3   0.12
    21.469    1.77  1.63  1.4  80.   80.   58.    0.6   0.29  0.14
    21.470    1.78  1.64  1.4  82.   80.   56.    0.6   0.28  0.12
    21.513    1.78  1.62  1.4  80.   80.   58.    0.6   0.29  0.12
    21.565    1.77  1.64  1.42 80.   80.   58.    0.6   0.3   0.14
    21.574    1.77  1.63  1.38 80.   80.   58.    0.6   0.28  0.14
    21.796    1.77  1.63  1.38 80.   80.   58.    0.6   0.3   0.12
    21.878    1.78  1.62  1.42 80.   80.   58.    0.6   0.28  0.14
    22.001    1.78  1.64  1.42 80.   80.   58.    0.6   0.29  0.14
    22.266    1.76  1.63  1.38 80.   80.   58.    0.6   0.29  0.14
    22.352    1.78  1.64  1.4  80.   80.   58.    0.6   0.3   0.12
    22.627    1.78  1.63  1.42 82.   80.   56.    0.6   0.28  0.12
    22.670    1.76  1.62  1.38 80.   80.   58.    0.6   0.3   0.12
    22.786    1.76  1.63  1.42 80.   80.   58.    0.6   0.3   0.14
    22.821    1.76  1.62  1.4  80.   80.   58.    0.6   0.29  0.14
    22.912    1.78  1.64  1.4  80.   80.   58.    0.6   0.28  0.14
    22.926    1.76  1.63  1.4  82.   80.   56.    0.6   0.29  0.12
    23.043    1.77  1.64  1.4  80.   80.   58.    0.6   0.29  0.14
    23.090    1.78  1.62  1.42 80.   80.   58.    0.6   0.29  0.12
    23.097    1.77  1.62  1.4  80.   80.   58.    0.6   0.28  0.14
    23.192    1.78  1.63  1.38 80.   80.   58.    0.6   0.29  0.12
    23.198    1.77  1.64  1.38 80.   80.   58.    0.6   0.28  0.14
    23.214    1.76  1.64  1.4  80.   80.   58.    0.6   0.3   0.14
    23.296    1.78  1.62  1.38 82.   80.   58.    0.6   0.28  0.16
    23.324    1.77  1.62  1.4  82.   80.   58.    0.6   0.3   0.14
    23.336    1.76  1.62  1.42 82.   80.   56.    0.6   0.29  0.12
    23.427    1.78  1.62  1.4  82.   80.   58.    0.6   0.29  0.16
    23.434    1.77  1.63  1.4  80.   80.   58.    0.6   0.3   0.12
    23.451    1.77  1.63  1.4  82.   80.   56.    0.6   0.28  0.12
    23.535    1.77  1.63  1.42 80.   80.   58.    0.6   0.29  0.14
    23.618    1.76  1.64  1.38 80.   80.   58.    0.6   0.29  0.14
    23.724    1.76  1.64  1.42 82.   80.   56.    0.6   0.3   0.12
    23.727    1.76  1.62  1.38 80.   80.   58.    0.6   0.28  0.14
    23.866    1.77  1.63  1.4  82.   80.   58.    0.6   0.3   0.16
    23.959    1.76  1.63  1.38 82.   80.   56.    0.6   0.28  0.12
    24.084    1.78  1.64  1.42 80.   80.   58.    0.6   0.3   0.12
    24.108    1.78  1.63  1.42 80.   80.   58.    0.6   0.28  0.14
    24.362    1.77  1.62  1.38 80.   80.   58.    0.6   0.29  0.12
    24.406    1.76  1.62  1.4  80.   80.   58.    0.6   0.3   0.12
    24.604    1.77  1.62  1.42 82.   80.   56.    0.6   0.28  0.12
    24.824    1.77  1.64  1.42 82.   80.   56.    0.6   0.29  0.12
    25.013    1.77  1.63  1.4  80.   80.   58.    0.6   0.28  0.14
    25.017    1.76  1.63  1.4  80.   80.   58.    0.6   0.29  0.14
    25.054    1.76  1.62  1.42 80.   80.   58.    0.6   0.29  0.14
    25.130    1.77  1.64  1.38 80.   80.   58.    0.6   0.3   0.12
    25.145    1.78  1.63  1.4  80.   80.   58.    0.6   0.29  0.12
    25.199    1.77  1.63  1.42 80.   80.   58.    0.6   0.3   0.12
    25.324    1.76  1.63  1.38 80.   80.   58.    0.6   0.28  0.14
    25.628    1.76  1.64  1.42 80.   80.   58.    0.6   0.3   0.14
    25.669    1.77  1.62  1.38 82.   80.   58.    0.6   0.29  0.16
    25.867    1.77  1.62  1.42 80.   80.   58.    0.6   0.28  0.14
    25.875    1.76  1.62  1.4  82.   80.   56.    0.6   0.28  0.12
    25.917    1.78  1.62  1.38 80.   80.   58.    0.6   0.28  0.12
    25.968    1.76  1.64  1.4  82.   80.   56.    0.6   0.29  0.12
    26.051    1.77  1.64  1.42 80.   80.   58.    0.6   0.29  0.14
    26.163    1.78  1.64  1.42 82.   80.   56.    0.6   0.28  0.12
    26.272    1.78  1.64  1.38 80.   80.   58.    0.6   0.29  0.12
    26.369    1.77  1.62  1.4  80.   80.   58.    0.6   0.29  0.12
    26.420    1.76  1.63  1.38 80.   80.   58.    0.6   0.3   0.12
    26.486    1.76  1.62  1.42 80.   80.   58.    0.6   0.3   0.12
    26.754    1.78  1.64  1.42 80.   80.   58.    0.6   0.28  0.14
    26.922    1.77  1.64  1.4  82.   80.   56.    0.6   0.28  0.12
    26.923    1.77  1.63  1.4  82.   80.   58.    0.6   0.29  0.16
    27.125    1.76  1.63  1.42 82.   80.   56.    0.6   0.29  0.12
    27.217    1.78  1.63  1.42 80.   80.   58.    0.6   0.29  0.12
    27.235    1.76  1.64  1.38 82.   80.   56.    0.6   0.28  0.12
    27.242    1.76  1.62  1.4  80.   80.   58.    0.6   0.28  0.14
    27.295    1.76  1.64  1.4  80.   80.   58.    0.6   0.29  0.14
    27.306    1.77  1.64  1.4  80.   80.   58.    0.6   0.28  0.14
    27.319    1.77  1.64  1.4  80.   80.   58.    0.6   0.3   0.12
    27.708    1.76  1.64  1.38 80.   80.   58.    0.6   0.28  0.14
    27.864    1.77  1.63  1.38 80.   80.   58.    0.6   0.29  0.12
    27.936    1.77  1.64  1.38 82.   80.   58.    0.6   0.3   0.16
    28.009    1.78  1.64  1.4  82.   80.   58.    0.6   0.3   0.16
    28.027    1.76  1.63  1.42 80.   80.   58.    0.6   0.29  0.14
    28.214    1.77  1.63  1.42 82.   80.   56.    0.6   0.28  0.12
    28.334    1.78  1.62  1.4  80.   80.   58.    0.6   0.28  0.12
    28.413    1.77  1.62  1.42 80.   80.   58.    0.6   0.29  0.12
    28.673    1.76  1.63  1.4  80.   80.   58.    0.6   0.3   0.12
    28.741    1.77  1.63  1.42 80.   80.   58.    0.6   0.28  0.14
    28.875    1.78  1.64  1.4  80.   80.   58.    0.6   0.29  0.12
    29.090    1.76  1.62  1.4  82.   80.   58.    0.6   0.3   0.16
    29.311    1.78  1.63  1.38 80.   80.   58.    0.6   0.28  0.12
    29.396    1.76  1.62  1.38 80.   80.   58.    0.6   0.29  0.12
    29.415    1.76  1.63  1.4  82.   80.   58.    0.6   0.3   0.16
    29.424    1.76  1.63  1.4  82.   80.   56.    0.6   0.28  0.12
    29.525    1.77  1.64  1.42 80.   80.   58.    0.6   0.3   0.12
    29.890    1.76  1.63  1.4  80.   80.   58.    0.6   0.28  0.14
    30.269    1.76  1.64  1.38 80.   80.   58.    0.6   0.3   0.12
    30.447    1.77  1.63  1.4  80.   80.   58.    0.6   0.29  0.12
    30.572    1.76  1.62  1.42 82.   80.   56.    0.6   0.28  0.12
    30.605    1.78  1.63  1.42 82.   80.   58.    0.6   0.29  0.16
    30.789    1.78  1.62  1.42 80.   80.   58.    0.6   0.28  0.12
    30.812    1.76  1.64  1.42 82.   80.   56.    0.6   0.29  0.12
    30.854    1.76  1.63  1.42 80.   80.   58.    0.6   0.3   0.12
    30.978    1.76  1.62  1.42 80.   80.   58.    0.6   0.28  0.14
    31.000    1.78  1.64  1.4  82.   80.   58.    0.6   0.29  0.16
    31.072    1.77  1.62  1.38 80.   80.   58.    0.6   0.28  0.12
    31.227    1.76  1.64  1.42 80.   80.   58.    0.6   0.29  0.14
    31.366    1.76  1.63  1.38 82.   80.   58.    0.6   0.3   0.16
    31.390    1.78  1.62  1.38 82.   80.   58.    0.6   0.3   0.14
    31.444    1.78  1.64  1.42 80.   80.   58.    0.6   0.29  0.12
    31.536    1.77  1.64  1.38 80.   80.   58.    0.6   0.29  0.12
    31.574    1.77  1.64  1.42 82.   80.   58.    0.6   0.3   0.16
    31.725    1.76  1.62  1.38 82.   80.   58.    0.6   0.3   0.14
    31.770    1.78  1.62  1.4  82.   80.   58.    0.6   0.28  0.16
    31.973    1.76  1.62  1.4  80.   80.   58.    0.6   0.29  0.12
    32.175    1.77  1.64  1.42 80.   80.   58.    0.6   0.28  0.14
    32.308    1.77  1.64  1.42 82.   80.   56.    0.6   0.28  0.12
    32.379    1.78  1.63  1.4  80.   80.   58.    0.6   0.28  0.12
    32.541    1.78  1.63  1.42 82.   80.   58.    0.6   0.3   0.16
    32.936    1.76  1.64  1.4  80.   80.   58.    0.6   0.28  0.14
    33.020    1.76  1.64  1.4  80.   80.   58.    0.6   0.3   0.12
    33.026    1.77  1.63  1.42 80.   80.   58.    0.6   0.29  0.12
    33.232    1.78  1.64  1.38 80.   80.   58.    0.6   0.28  0.12
    33.413    1.77  1.62  1.4  82.   80.   58.    0.6   0.29  0.16
    33.491    1.76  1.64  1.4  82.   80.   56.    0.6   0.28  0.12
    33.505    1.76  1.63  1.38 80.   80.   58.    0.6   0.29  0.12
    33.810    1.77  1.62  1.42 82.   80.   58.    0.6   0.3   0.16
    33.832    1.78  1.63  1.4  82.   80.   58.    0.6   0.3   0.14
    34.069    1.76  1.63  1.42 82.   80.   58.    0.6   0.3   0.16
    34.127    1.77  1.62  1.4  80.   80.   58.    0.6   0.28  0.12
    34.429    1.77  1.63  1.38 82.   80.   58.    0.6   0.29  0.16
    34.478    1.76  1.62  1.42 80.   80.   58.    0.6   0.29  0.12
    34.666    1.76  1.63  1.42 80.   80.   58.    0.6   0.28  0.14
    34.695    1.78  1.62  1.4  82.   80.   58.    0.6   0.3   0.14
    34.801    1.76  1.63  1.42 82.   80.   56.    0.6   0.28  0.12
    34.808    1.77  1.64  1.4  80.   80.   58.    0.6   0.29  0.12
    35.246    1.77  1.63  1.38 80.   80.   58.    0.6   0.28  0.12
    35.298    1.78  1.63  1.42 80.   80.   58.    0.6   0.28  0.12
    35.614    1.76  1.64  1.42 80.   80.   58.    0.6   0.3   0.12
    36.000    1.77  1.62  1.42 82.   80.   58.    0.6   0.29  0.16
    36.661    1.76  1.63  1.4  80.   80.   58.    0.6   0.29  0.12
    36.985    1.77  1.62  1.42 80.   80.   58.    0.6   0.28  0.12
    37.004    1.78  1.64  1.4  80.   80.   58.    0.6   0.28  0.12
    37.439    1.76  1.62  1.38 80.   80.   58.    0.6   0.28  0.12
    37.753    1.77  1.64  1.42 80.   80.   58.    0.6   0.29  0.12
    37.929    1.77  1.64  1.4  82.   80.   58.    0.6   0.3   0.16
    38.049    1.76  1.64  1.38 80.   80.   58.    0.6   0.29  0.12
    38.871    1.76  1.64  1.42 80.   80.   58.    0.6   0.28  0.14
    39.013    1.77  1.63  1.4  80.   80.   58.    0.6   0.28  0.12
    39.469    1.76  1.64  1.42 82.   80.   56.    0.6   0.28  0.12
    39.540    1.76  1.63  1.42 80.   80.   58.    0.6   0.29  0.12
    39.716    1.77  1.63  1.38 82.   80.   58.    0.6   0.3   0.14
    39.971    1.77  1.64  1.38 80.   80.   58.    0.6   0.28  0.12
    40.308    1.78  1.64  1.42 80.   80.   58.    0.6   0.28  0.12
    41.033    1.78  1.64  1.38 82.   80.   58.    0.6   0.3   0.14
    41.052    1.76  1.62  1.4  80.   80.   58.    0.6   0.28  0.12
    41.112    1.76  1.64  1.38 82.   80.   58.    0.6   0.3   0.16
    41.367    1.78  1.63  1.4  82.   80.   58.    0.6   0.29  0.16
    41.911    1.76  1.64  1.4  80.   80.   58.    0.6   0.29  0.12
    42.274    1.77  1.63  1.42 80.   80.   58.    0.6   0.28  0.12
    42.504    1.76  1.63  1.38 80.   80.   58.    0.6   0.28  0.12
    43.494    1.76  1.62  1.38 82.   80.   58.    0.6   0.29  0.16
    44.196    1.76  1.62  1.42 80.   80.   58.    0.6   0.28  0.12
    44.340    1.77  1.64  1.4  80.   80.   58.    0.6   0.28  0.12
    45.135    1.76  1.64  1.42 80.   80.   58.    0.6   0.29  0.12
    46.395    1.78  1.62  1.42 82.   80.   58.    0.6   0.29  0.16
    46.805    1.78  1.62  1.38 82.   80.   58.    0.6   0.29  0.14
    46.810    1.76  1.63  1.4  80.   80.   58.    0.6   0.28  0.12
    47.381    1.78  1.64  1.42 82.   80.   58.    0.6   0.3   0.16
    47.722    1.76  1.64  1.38 80.   80.   58.    0.6   0.28  0.12
    47.933    1.77  1.64  1.42 80.   80.   58.    0.6   0.28  0.12
    50.010    1.77  1.62  1.38 82.   80.   58.    0.6   0.3   0.14
