   Chi^2    ('R1'  'R2'  'R3'  'Theta2'  'Theta3'  'Phi'  'q1'  'q2'  'q3')
  3810.071    1.7   1.4   1.6  75.   80.   60.    0.5   0.35  0.15
  3813.400    1.65  1.4   1.4  85.   75.   65.    0.5   0.35  0.15
  3814.658    1.7   1.4   1.6  75.   85.   55.    0.5   0.35  0.35
  3815.541    1.6   1.5   1.5  85.   75.   60.    0.5   0.15  0.35
  3819.838    1.7   1.6   1.4  75.   85.   55.    0.5   0.3   0.35
  3820.420    1.7   1.4   1.6  85.   80.   65.    0.5   0.35  0.2 
  3821.617    1.7   1.5   1.4  75.   85.   55.    0.5   0.25  0.35
  3825.971    1.65  1.5   1.4  75.   85.   55.    0.5   0.25  0.35
  3832.801    1.6   1.5   1.4  85.   75.   60.    0.5   0.2   0.35
  3832.999    1.6  1.6  1.4 85.  75.  65.   0.5  0.2  0.3
  3835.155    1.65  1.4   1.4  75.   85.   55.    0.5   0.25  0.2 
  3836.902    1.65  1.4   1.4  75.   85.   55.    0.5   0.35  0.2 
  3837.390    1.7   1.5   1.4  85.   75.   55.    0.5   0.15  0.35
  3839.229    1.6   1.6   1.5  80.   75.   65.    0.5   0.15  0.35
  3842.136    1.65  1.5   1.4  75.   85.   55.    0.5   0.2   0.35
  3843.062    1.65  1.6   1.4  75.   85.   55.    0.5   0.25  0.35
  3843.663    1.6   1.4   1.6  85.   75.   65.    0.5   0.35  0.2 
  3844.295    1.7   1.5   1.4  85.   85.   55.    0.5   0.3   0.35
  3847.061    1.65  1.5   1.4  75.   85.   55.    0.5   0.3   0.2 
  3854.149    1.65  1.6   1.4  75.   85.   55.    0.5   0.35  0.2 
  3859.826    1.65  1.4   1.6  80.   75.   60.    0.5   0.35  0.15
  3860.863    1.7   1.4   1.4  75.   85.   55.    0.5   0.35  0.25
  3862.878    1.6   1.6   1.4  75.   75.   55.    0.5   0.15  0.35
  3864.288    1.7   1.4   1.5  75.   85.   55.    0.5   0.35  0.3 
  3865.524    1.65  1.6   1.5  85.   75.   55.    0.5   0.15  0.35
  3867.439    1.6   1.5   1.4  80.   75.   60.    0.5   0.15  0.35
  3868.644    1.6   1.6   1.4  80.   75.   55.    0.5   0.15  0.3 
  3869.656    1.7   1.4   1.4  85.   75.   65.    0.5   0.15  0.3 
  3869.965    1.7   1.5   1.6  75.   85.   55.    0.5   0.35  0.35
  3872.791    1.6   1.6   1.4  85.   75.   65.    0.5   0.25  0.25
  3875.558    1.6  1.4  1.4 75.  85.  55.   0.5  0.2  0.3
  3880.310    1.65  1.6   1.4  85.   80.   55.    0.5   0.25  0.35
  3883.346    1.6   1.6   1.4  75.   85.   55.    0.5   0.3   0.35
  3883.566    1.6   1.4   1.5  75.   80.   55.    0.5   0.35  0.3 
  3884.748    1.6   1.6   1.4  75.   75.   65.    0.5   0.15  0.3 
  3897.230    1.65  1.4   1.4  85.   80.   55.    0.5   0.2   0.35
  3897.988    1.7   1.5   1.4  85.   80.   55.    0.5   0.2   0.35
  3901.232    1.7   1.4   1.6  85.   80.   60.    0.5   0.35  0.2 
  3903.206    1.65  1.5   1.4  75.   85.   55.    0.5   0.15  0.35
  3905.953    1.7   1.4   1.6  80.   80.   65.    0.5   0.35  0.2 
  3913.125    1.65  1.4   1.6  75.   85.   55.    0.5   0.25  0.35
  3917.309    1.65  1.4   1.6  85.   85.   65.    0.5   0.35  0.15
  3917.775    1.6   1.4   1.4  85.   75.   65.    0.5   0.15  0.35
  3923.623    1.7   1.4   1.5  75.   85.   55.    0.5   0.25  0.3 
  3928.192    1.6   1.6   1.4  80.   75.   65.    0.5   0.25  0.3 
  3930.152    1.6   1.6   1.4  85.   75.   55.    0.5   0.15  0.25
  3934.479    1.6  1.4  1.4 75.  80.  55.   0.5  0.3  0.3
  3938.230    1.6   1.5   1.4  75.   85.   55.    0.5   0.15  0.3 
  3943.729    1.65  1.6   1.4  75.   75.   65.    0.5   0.15  0.35
  3948.737    1.65  1.4   1.5  85.   75.   65.    0.5   0.15  0.35
  3950.088    1.65  1.6   1.4  85.   75.   55.    0.5   0.2   0.35
  3951.605    1.65  1.6   1.4  75.   85.   55.    0.5   0.35  0.3 
  3955.323    1.65  1.6   1.5  85.   75.   65.    0.5   0.15  0.35
  3962.941    1.7   1.4   1.6  85.   75.   65.    0.5   0.35  0.2 
  3964.769    1.7   1.4   1.6  75.   85.   55.    0.5   0.3   0.35
  3967.633    1.65  1.4   1.4  85.   80.   55.    0.5   0.15  0.35
  3976.671    1.7   1.4   1.4  75.   85.   55.    0.5   0.25  0.25
  3978.801    1.65  1.5   1.6  75.   85.   55.    0.5   0.35  0.35
  3980.337    1.6   1.4   1.5  80.   75.   65.    0.5   0.15  0.35
  3980.925    1.65  1.6   1.5  75.   85.   55.    0.5   0.35  0.35
  3981.901    1.6   1.6   1.5  75.   85.   55.    0.5   0.35  0.35
  3997.478    1.6   1.6   1.4  85.   75.   60.    0.5   0.15  0.25
  4000.672    1.65  1.4   1.4  80.   85.   55.    0.5   0.3   0.35
  4004.474    1.7   1.4   1.5  80.   85.   65.    0.5   0.35  0.15
  4008.537    1.6   1.4   1.5  85.   75.   65.    0.5   0.35  0.15
  4009.855    1.65  1.5   1.4  85.   75.   65.    0.5   0.2   0.3 
  4012.727    1.7   1.4   1.5  75.   75.   65.    0.5   0.35  0.15
  4012.997    1.6  1.5  1.4 80.  75.  65.   0.5  0.2  0.3
  4014.760    1.7  1.4  1.5 75.  85.  55.   0.5  0.3  0.3
  4016.507    1.7   1.5   1.4  75.   85.   55.    0.5   0.35  0.25
  4021.154    1.7   1.5   1.6  75.   85.   55.    0.5   0.3   0.35
  4021.837    1.7   1.6   1.6  75.   85.   55.    0.5   0.35  0.35
  4022.667    1.65  1.4   1.5  75.   85.   55.    0.5   0.25  0.3 
  4023.503    1.6  1.6  1.4 85.  75.  60.   0.5  0.2  0.3
  4025.807    1.65  1.6   1.4  85.   75.   65.    0.5   0.25  0.3 
  4028.918    1.6   1.6   1.6  75.   85.   55.    0.5   0.35  0.3 
  4029.360    1.7   1.4   1.5  85.   85.   60.    0.5   0.35  0.15
  4031.114    1.7   1.4   1.4  75.   85.   55.    0.5   0.3   0.25
  4032.084    1.65  1.5   1.5  75.   85.   55.    0.5   0.3   0.3 
  4033.424    1.6   1.6   1.4  85.   80.   65.    0.5   0.15  0.35
  4035.185    1.65  1.6   1.4  85.   75.   60.    0.5   0.2   0.35
  4036.201    1.65  1.6   1.4  75.   85.   55.    0.5   0.2   0.35
  4038.859    1.7   1.5   1.5  75.   85.   55.    0.5   0.35  0.3 
  4040.215    1.65  1.6   1.5  85.   75.   65.    0.5   0.25  0.35
  4041.775    1.6   1.5   1.4  85.   75.   55.    0.5   0.15  0.3 
  4042.687    1.7   1.4   1.4  85.   80.   55.    0.5   0.2   0.35
  4043.844    1.6   1.4   1.4  85.   75.   55.    0.5   0.15  0.35
  4045.039    1.7   1.5   1.4  75.   85.   55.    0.5   0.3   0.25
  4046.658    1.6   1.6   1.5  85.   75.   65.    0.5   0.25  0.35
  4048.577    1.65  1.5   1.4  75.   85.   55.    0.5   0.3   0.25
  4051.574    1.7  1.5  1.5 75.  85.  55.   0.5  0.3  0.3
  4053.455    1.65  1.4   1.4  75.   85.   55.    0.5   0.25  0.25
  4058.235    1.65  1.5   1.5  75.   85.   55.    0.5   0.35  0.3 
  4058.895    1.6   1.5   1.5  85.   75.   65.    0.5   0.2   0.35
  4060.039    1.6   1.5   1.4  85.   75.   65.    0.5   0.2   0.25
  4065.878    1.7   1.4   1.5  80.   75.   60.    0.5   0.35  0.15
  4073.249    1.6   1.4   1.4  80.   85.   55.    0.5   0.3   0.35
  4075.102    1.6   1.5   1.4  75.   85.   55.    0.5   0.25  0.35
  4079.669    1.7   1.4   1.5  85.   85.   65.    0.5   0.35  0.15
  4080.929    1.65  1.4   1.6  85.   85.   60.    0.5   0.35  0.15
  4083.734    1.6   1.5   1.4  75.   85.   55.    0.5   0.3   0.25
  4084.149    1.6   1.6   1.4  80.   80.   55.    0.5   0.15  0.35
  4085.301    1.6   1.5   1.5  75.   85.   55.    0.5   0.3   0.35
  4091.873    1.65  1.6   1.4  75.   85.   55.    0.5   0.35  0.25
  4097.215    1.65  1.6   1.5  85.   75.   60.    0.5   0.15  0.35
  4099.546    1.65  1.5   1.4  75.   85.   55.    0.5   0.35  0.25
  4102.536    1.6   1.5   1.4  85.   75.   65.    0.5   0.15  0.3 
  4102.765    1.6   1.6   1.4  75.   85.   55.    0.5   0.35  0.3 
  4104.154    1.6   1.6   1.4  85.   80.   55.    0.5   0.15  0.35
  4108.407    1.65  1.6   1.4  80.   75.   60.    0.5   0.15  0.35
  4108.499    1.65  1.5   1.4  85.   80.   55.    0.5   0.2   0.35
  4108.731    1.65  1.5   1.6  75.   85.   55.    0.5   0.3   0.35
  4111.405    1.65  1.4   1.6  80.   80.   65.    0.5   0.35  0.15
  4115.916    1.65  1.6   1.4  85.   75.   55.    0.5   0.15  0.3 
  4119.591    1.65  1.5   1.4  75.   85.   55.    0.5   0.3   0.3 
  4121.720    1.65  1.6   1.4  80.   80.   55.    0.5   0.15  0.35
  4126.087    1.7   1.5   1.4  75.   80.   55.    0.5   0.35  0.35
  4136.577    1.65  1.5   1.5  85.   75.   65.    0.5   0.2   0.35
  4138.493    1.6   1.5   1.6  75.   85.   55.    0.5   0.35  0.3 
  4138.677    1.7   1.5   1.4  75.   85.   55.    0.5   0.15  0.35
  4139.454    1.7   1.4   1.6  80.   75.   65.    0.5   0.35  0.2 
  4163.902    1.6   1.6   1.4  85.   80.   60.    0.5   0.15  0.35
  4164.869    1.6   1.4   1.4  85.   80.   55.    0.5   0.2   0.35
  4164.896    1.6   1.6   1.4  75.   85.   55.    0.5   0.35  0.25
  4168.043    1.65  1.4   1.4  75.   85.   55.    0.5   0.2   0.35
  4168.919    1.6   1.4   1.4  75.   85.   55.    0.5   0.25  0.25
  4171.490    1.6   1.6   1.4  85.   75.   65.    0.5   0.3   0.35
  4175.735    1.7   1.4   1.6  85.   85.   55.    0.5   0.35  0.15
  4180.830    1.65  1.5   1.4  85.   75.   65.    0.5   0.15  0.35
  4183.709    1.65  1.5   1.5  75.   85.   55.    0.5   0.3   0.35
  4184.194    1.7   1.6   1.5  75.   85.   55.    0.5   0.35  0.3 
  4185.029    1.65  1.4   1.4  75.   80.   55.    0.5   0.35  0.3 
  4187.096    1.7   1.4   1.6  85.   75.   60.    0.5   0.35  0.2 
  4187.165    1.7   1.6   1.5  75.   85.   55.    0.5   0.35  0.35
  4187.609    1.65  1.4   1.6  85.   80.   65.    0.5   0.35  0.15
  4201.213    1.65  1.4   1.5  75.   80.   55.    0.5   0.35  0.35
  4206.077    1.65  1.6   1.6  75.   85.   55.    0.5   0.35  0.35
  4206.619    1.6   1.4   1.4  85.   75.   60.    0.5   0.15  0.35
  4212.281    1.6   1.4   1.5  85.   75.   65.    0.5   0.15  0.3 
  4218.153    1.6   1.4   1.4  75.   80.   55.    0.5   0.35  0.25
  4229.233    1.6   1.6   1.4  75.   85.   55.    0.5   0.35  0.35
  4231.309    1.7   1.4   1.5  85.   80.   65.    0.5   0.35  0.15
  4231.731    1.6   1.5   1.4  85.   75.   60.    0.5   0.15  0.3 
  4234.453    1.6   1.6   1.4  80.   75.   60.    0.5   0.15  0.3 
  4234.540    1.65  1.4   1.6  75.   85.   55.    0.5   0.3   0.35
  4234.895    1.65  1.4   1.4  75.   85.   55.    0.5   0.3   0.25
  4236.413    1.6  1.5  1.4 75.  85.  55.   0.5  0.3  0.3
  4237.023    1.6   1.5   1.4  80.   75.   65.    0.5   0.15  0.35
  4250.557    1.7   1.4   1.4  75.   85.   55.    0.5   0.2   0.35
  4253.883    1.65  1.6   1.5  75.   85.   55.    0.5   0.35  0.3 
  4257.661    1.7   1.4   1.5  80.   80.   65.    0.5   0.35  0.15
  4261.197    1.65  1.5   1.4  85.   75.   55.    0.5   0.15  0.35
  4262.299    1.6   1.4   1.4  75.   80.   55.    0.5   0.3   0.35
  4263.502    1.6   1.4   1.6  75.   85.   55.    0.5   0.35  0.3 
  4275.897    1.7   1.6   1.4  75.   85.   55.    0.5   0.35  0.25
  4288.582    1.6  1.5  1.6 75.  85.  55.   0.5  0.3  0.3
  4296.765    1.7   1.6   1.4  85.   75.   65.    0.5   0.15  0.35
  4301.122    1.6   1.6   1.4  75.   75.   60.    0.5   0.15  0.35
  4302.867    1.65  1.4   1.6  80.   75.   65.    0.5   0.35  0.15
  4305.468    1.6   1.5   1.4  75.   85.   55.    0.5   0.35  0.25
  4308.191    1.7   1.4   1.5  85.   80.   60.    0.5   0.35  0.15
  4311.839    1.65  1.4   1.6  85.   75.   65.    0.5   0.35  0.15
  4312.444    1.65  1.6   1.4  75.   85.   55.    0.5   0.35  0.35
  4316.999    1.6   1.4   1.5  75.   85.   55.    0.5   0.25  0.3 
  4319.475    1.7   1.6   1.4  85.   75.   60.    0.5   0.15  0.35
  4321.368    1.65  1.4   1.5  75.   85.   55.    0.5   0.3   0.3 
  4324.752    1.7   1.6   1.4  75.   85.   55.    0.5   0.35  0.3 
  4325.083    1.6  1.4  1.6 75.  85.  55.   0.5  0.3  0.3
  4328.116    1.7   1.6   1.4  85.   75.   55.    0.5   0.15  0.35
  4329.705    1.6   1.4   1.4  75.   80.   55.    0.5   0.35  0.35
  4334.276    1.65  1.4   1.4  75.   85.   55.    0.5   0.25  0.3 
  4339.771    1.6   1.5   1.6  75.   85.   55.    0.5   0.35  0.35
  4343.881    1.6   1.6   1.5  75.   85.   55.    0.5   0.35  0.25
  4344.006    1.65  1.4   1.6  85.   80.   60.    0.5   0.35  0.15
  4344.115    1.6   1.4   1.5  75.   85.   55.    0.5   0.25  0.35
  4346.201    1.65  1.6   1.4  85.   75.   65.    0.5   0.15  0.3 
  4354.727    1.6   1.4   1.4  75.   85.   55.    0.5   0.2   0.35
  4358.377    1.6  1.5  1.5 75.  85.  55.   0.5  0.3  0.3
  4374.319    1.65  1.4   1.5  75.   85.   55.    0.5   0.25  0.35
  4376.280    1.65  1.5   1.4  85.   75.   60.    0.5   0.15  0.35
  4381.569    1.6   1.6   1.4  80.   75.   65.    0.5   0.15  0.3 
  4381.909    1.6   1.4   1.4  75.   85.   55.    0.5   0.25  0.3 
  4383.815    1.65  1.4   1.4  75.   80.   55.    0.5   0.35  0.35
  4383.822    1.6   1.5   1.5  75.   85.   55.    0.5   0.35  0.25
  4387.823    1.7   1.4   1.4  80.   85.   55.    0.5   0.3   0.35
  4388.890    1.6   1.5   1.5  75.   85.   55.    0.5   0.35  0.3 
  4394.271    1.7   1.4   1.5  85.   75.   65.    0.5   0.35  0.15
  4398.223    1.65  1.4   1.4  80.   85.   55.    0.5   0.35  0.35
  4400.317    1.6   1.4   1.6  75.   85.   55.    0.5   0.25  0.3 
  4401.834    1.65  1.6   1.4  85.   75.   60.    0.5   0.15  0.3 
  4414.128    1.7   1.4   1.4  85.   80.   55.    0.5   0.15  0.35
  4420.461    1.65  1.4   1.4  75.   85.   55.    0.5   0.35  0.25
  4438.633    1.65  1.6   1.4  80.   75.   65.    0.5   0.15  0.35
  4467.437    1.65  1.5   1.5  75.   85.   55.    0.5   0.35  0.35
  4468.379    1.6   1.4   1.4  75.   85.   55.    0.5   0.3   0.25
  4472.669    1.6   1.6   1.4  75.   85.   55.    0.5   0.2   0.35
  4482.707    1.6   1.6   1.5  75.   85.   55.    0.5   0.35  0.3 
  4484.248    1.7   1.4   1.4  75.   80.   55.    0.5   0.35  0.35
  4503.925    1.6   1.4   1.4  85.   75.   65.    0.5   0.15  0.25
  4504.419    1.7   1.4   1.5  80.   75.   65.    0.5   0.35  0.15
  4508.581    1.6   1.5   1.4  75.   85.   55.    0.5   0.35  0.2 
  4518.161    1.6   1.6   1.4  80.   75.   55.    0.5   0.15  0.35
  4528.985    1.6   1.4   1.5  75.   80.   55.    0.5   0.35  0.35
  4538.232    1.6   1.4   1.6  75.   85.   55.    0.5   0.25  0.35
  4543.108    1.6   1.6   1.4  75.   85.   55.    0.5   0.35  0.2 
  4544.136    1.6   1.5   1.6  75.   85.   55.    0.5   0.3   0.35
  4547.314    1.6   1.5   1.5  75.   85.   55.    0.5   0.3   0.25
  4548.463    1.7   1.4   1.4  75.   85.   55.    0.5   0.25  0.3 
  4554.225    1.6   1.4   1.4  80.   85.   55.    0.5   0.35  0.35
  4555.193    1.65  1.4   1.6  85.   75.   60.    0.5   0.35  0.15
  4557.508    1.7   1.5   1.5  75.   85.   55.    0.5   0.35  0.35
  4568.610    1.6   1.6   1.6  75.   85.   55.    0.5   0.35  0.35
  4569.058    1.6   1.4   1.5  75.   85.   55.    0.5   0.3   0.25
  4581.320    1.6   1.5   1.4  85.   75.   65.    0.5   0.25  0.35
  4584.860    1.7   1.5   1.5  75.   85.   55.    0.5   0.3   0.35
  4585.198    1.6  1.4  1.5 75.  85.  55.   0.5  0.3  0.3
  4593.112    1.6   1.6   1.4  85.   75.   55.    0.5   0.2   0.35
  4593.217    1.7   1.4   1.6  75.   75.   60.    0.5   0.35  0.15
  4597.382    1.7   1.4   1.5  75.   85.   55.    0.5   0.25  0.35
  4609.244    1.65  1.4   1.4  75.   80.   55.    0.5   0.3   0.35
  4610.640    1.7   1.4   1.5  85.   75.   60.    0.5   0.35  0.15
  4623.649    1.6   1.4   1.5  75.   85.   55.    0.5   0.25  0.25
  4624.661    1.6   1.4   1.4  75.   80.   55.    0.5   0.35  0.3 
  4626.090    1.6   1.6   1.5  85.   75.   65.    0.5   0.15  0.35
  4627.845    1.7   1.4   1.4  80.   85.   55.    0.5   0.35  0.35
  4632.093    1.7   1.4   1.6  85.   80.   55.    0.5   0.35  0.15
  4650.560    1.6   1.4   1.4  75.   85.   55.    0.5   0.35  0.25
  4654.177    1.6   1.5   1.5  75.   85.   55.    0.5   0.35  0.35
  4656.453    1.7   1.4   1.5  75.   85.   55.    0.5   0.35  0.35
  4667.236    1.6   1.6   1.5  85.   75.   55.    0.5   0.15  0.35
  4667.871    1.6   1.4   1.4  85.   75.   65.    0.5   0.2   0.35
  4671.295    1.6   1.5   1.4  75.   85.   55.    0.5   0.3   0.35
  4675.337    1.6   1.4   1.5  75.   85.   55.    0.5   0.35  0.25
  4676.119    1.7   1.6   1.4  75.   85.   55.    0.5   0.35  0.35
  4678.143    1.65  1.4   1.6  75.   85.   55.    0.5   0.35  0.35
  4683.057    1.65  1.5   1.4  75.   85.   55.    0.5   0.35  0.3 
  4688.622    1.7  1.5  1.4 75.  85.  55.   0.5  0.3  0.3
  4689.535    1.6  1.5  1.4 75.  85.  55.   0.5  0.3  0.2
  4696.702    1.65  1.4   1.5  75.   85.   55.    0.5   0.35  0.3 
  4701.479    1.6   1.4   1.6  75.   85.   55.    0.5   0.3   0.35
  4721.821    1.6  1.4  1.4 75.  85.  55.   0.5  0.3  0.2
  4722.623    1.6   1.6   1.5  85.   75.   60.    0.5   0.15  0.35
  4738.208    1.7   1.5   1.4  75.   85.   55.    0.5   0.35  0.3 
  4745.014    1.6   1.6   1.4  85.   75.   65.    0.5   0.2   0.35
  4746.831    1.7   1.4   1.5  75.   85.   55.    0.5   0.3   0.35
  4766.389    1.65  1.4   1.5  75.   85.   55.    0.5   0.3   0.35
  4769.503    1.6   1.4   1.4  75.   85.   55.    0.5   0.25  0.2 
  4771.382    1.6   1.6   1.4  75.   75.   65.    0.5   0.15  0.35
  4857.308    1.65  1.5   1.4  75.   85.   55.    0.5   0.3   0.35
  4877.544    1.6   1.4   1.5  75.   85.   55.    0.5   0.35  0.3 
  4892.009    1.6   1.6   1.4  85.   75.   60.    0.5   0.2   0.35
  4894.859    1.6   1.5   1.4  75.   85.   55.    0.5   0.35  0.3 
  4922.790    1.7   1.4   1.4  75.   80.   55.    0.5   0.3   0.35
  4926.857    1.6   1.4   1.4  75.   85.   55.    0.5   0.35  0.2 
  4941.939    1.6   1.4   1.4  75.   85.   55.    0.5   0.25  0.35
  5004.991    1.65  1.6   1.4  85.   75.   55.    0.5   0.15  0.35
  5016.664    1.7   1.4   1.6  85.   75.   55.    0.5   0.35  0.15
  5053.532    1.6   1.5   1.4  85.   75.   55.    0.5   0.15  0.35
  5067.876    1.6   1.6   1.4  85.   75.   65.    0.5   0.15  0.3 
  5068.647    1.6   1.4   1.5  75.   85.   55.    0.5   0.3   0.35
  5090.298    1.6   1.4   1.4  75.   85.   55.    0.5   0.35  0.35
  5102.838    1.7  1.4  1.4 75.  85.  55.   0.5  0.3  0.3
  5105.711    1.65  1.6   1.4  85.   75.   65.    0.5   0.15  0.35
  5108.875    1.6   1.5   1.4  85.   75.   65.    0.5   0.15  0.35
  5135.875    1.6   1.6   1.4  80.   75.   60.    0.5   0.15  0.35
  5143.680    1.65  1.4   1.4  75.   85.   55.    0.5   0.3   0.3 
  5146.960    1.65  1.4   1.5  75.   85.   55.    0.5   0.35  0.35
  5152.813    1.65  1.6   1.4  85.   75.   60.    0.5   0.15  0.35
  5154.415    1.6   1.6   1.4  85.   75.   60.    0.5   0.15  0.3 
  5176.785    1.65  1.4   1.4  75.   85.   55.    0.5   0.35  0.35
  5190.888    1.65  1.4   1.4  75.   85.   55.    0.5   0.25  0.35
  5225.440    1.6   1.6   1.4  85.   75.   55.    0.5   0.15  0.3 
  5226.724    1.7   1.4   1.4  75.   85.   55.    0.5   0.35  0.3 
  5240.617    1.6   1.5   1.4  75.   85.   55.    0.5   0.35  0.35
  5244.811    1.6   1.5   1.4  85.   75.   60.    0.5   0.15  0.35
  5255.364    1.65  1.5   1.4  75.   85.   55.    0.5   0.35  0.35
  5269.537    1.6   1.6   1.4  80.   75.   65.    0.5   0.15  0.35
  5301.770    1.7   1.5   1.4  75.   85.   55.    0.5   0.35  0.35
  5308.097    1.7   1.5   1.4  75.   85.   55.    0.5   0.3   0.35
  5350.005    1.6   1.4   1.5  75.   85.   55.    0.5   0.35  0.35
  5368.872    1.65  1.4   1.4  75.   85.   55.    0.5   0.35  0.3 
  5398.910    1.6  1.4  1.4 75.  85.  55.   0.5  0.3  0.3
  5446.711    1.7   1.4   1.6  75.   85.   65.    0.5   0.35  0.15
  5502.113    1.6   1.4   1.6  75.   85.   55.    0.5   0.35  0.35
  5635.208    1.7   1.4   1.4  75.   85.   55.    0.5   0.35  0.35
  5706.157    1.7   1.4   1.6  80.   85.   60.    0.5   0.35  0.15
  5779.293    1.7   1.4   1.4  75.   85.   55.    0.5   0.3   0.35
  5896.400    1.65  1.4   1.4  75.   85.   55.    0.5   0.3   0.35
  5909.214    1.6   1.4   1.4  75.   85.   55.    0.5   0.35  0.3 
  5958.450    1.7   1.4   1.4  75.   85.   55.    0.5   0.25  0.35
  6027.289    1.7   1.4   1.6  75.   80.   65.    0.5   0.35  0.15
  6147.532    1.6   1.4   1.4  75.   85.   55.    0.5   0.3   0.35
  6186.434    1.6   1.6   1.4  85.   75.   55.    0.5   0.15  0.35
  6195.287    1.7   1.4   1.6  85.   85.   65.    0.5   0.35  0.15
  6207.606    1.7   1.4   1.6  80.   80.   60.    0.5   0.35  0.15
  6258.704    1.7   1.4   1.6  80.   85.   65.    0.5   0.35  0.15
  6298.012    1.6   1.6   1.4  85.   75.   65.    0.5   0.15  0.35
  6323.534    1.7   1.4   1.6  85.   80.   65.    0.5   0.35  0.15
  6402.604    1.7   1.4   1.6  75.   75.   65.    0.5   0.35  0.15
  6444.098    1.7   1.4   1.6  85.   75.   65.    0.5   0.35  0.15
  6546.660    1.7   1.4   1.6  80.   80.   65.    0.5   0.35  0.15
  6610.971    1.6   1.6   1.4  85.   75.   60.    0.5   0.15  0.35
  6650.584    1.7   1.4   1.6  80.   75.   60.    0.5   0.35  0.15
  6776.405    1.7   1.4   1.6  80.   75.   65.    0.5   0.35  0.15
  7113.400    1.7   1.4   1.6  85.   85.   60.    0.5   0.35  0.15
  7456.939    1.7   1.4   1.6  85.   80.   60.    0.5   0.35  0.15
  7763.217    1.7   1.4   1.6  85.   75.   60.    0.5   0.35  0.15
  9598.688    1.7   1.5   1.5  75.   75.   60.    0.5   0.15  0.15
 22174.380    1.6  1.4  1.4 85.  85.  60.   0.5  0.3  0.3
 1512.675    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.19999999999999998  0.25
 1467.051    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.19999999999999998  0.19999999999999998
 1836.694    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.19999999999999998  0.15
 1540.712    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.15  0.35
 1360.317    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.15  0.3
 1157.002    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.15  0.25
 1467.825    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.15  0.19999999999999998
 1511.863    1.7  1.6  1.6  75.0  85.0  55.0  0.5  0.15  0.15
 1391.023    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.35  0.35
 1271.619    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.35  0.3
  900.828    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.35  0.25
  367.991    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.35  0.19999999999999998
  305.991    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.35  0.15
 1467.498    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.3  0.35
 1245.997    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.3  0.3
 1536.080    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.3  0.25
  780.745    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.3  0.19999999999999998
  433.628    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.3  0.15
 1634.331    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.25  0.35
 1370.274    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.25  0.3
 1506.507    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.25  0.25
 1240.644    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.25  0.19999999999999998
  713.813    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.25  0.15
 1742.868    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.19999999999999998  0.35
 1604.608    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.19999999999999998  0.3
 1376.876    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.19999999999999998  0.25
 1452.798    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.19999999999999998  0.19999999999999998
  882.283    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.19999999999999998  0.15
  947.162    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.15  0.35
  595.650    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.15  0.3
  776.415    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.15  0.25
  918.074    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.15  0.19999999999999998
  629.719    1.7  1.6  1.6  75.0  85.0  60.0  0.5  0.15  0.15
  112.373    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.35  0.35
   83.898    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.35  0.3
   50.672    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.35  0.25
   38.795    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.35  0.19999999999999998
  155.509    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.35  0.15
  332.421    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.3  0.35
  186.709    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.3  0.3
  108.422    1.7  1.6  1.6  75.0  85.0  65.0  0.5  0.3  0.25
