   Chi^2    ('R1'  'R2'  'R3'  'Theta2'  'Theta3'  'Phi'  'q1'  'q2'  'q3')
   210.665    1.65  1.4   1.4  85.   80.   55.    0.5   0.25  0.15
   210.725    1.7   1.4   1.5  80.   75.   60.    0.5   0.25  0.3 
   210.737    1.65  1.6   1.4  80.   85.   65.    0.5   0.2   0.25
   210.760    1.7   1.6   1.5  80.   75.   60.    0.5   0.35  0.15
   210.863    1.6   1.6   1.6  75.   75.   55.    0.5   0.2   0.25
   210.880    1.6   1.6   1.4  75.   75.   65.    0.5   0.35  0.15
   210.885    1.65  1.6   1.4  75.   80.   60.    0.5   0.2   0.15
   211.089    1.6   1.4   1.4  80.   75.   60.    0.5   0.2   0.15
   211.105    1.65  1.4   1.6  85.   85.   55.    0.5   0.2   0.25
   211.143    1.7   1.5   1.6  85.   80.   60.    0.5   0.25  0.3 
   211.371    1.6  1.6  1.6 80.  85.  65.   0.5  0.2  0.2
   211.544    1.65  1.5   1.6  75.   80.   65.    0.5   0.3   0.2 
   211.560    1.65  1.4   1.4  85.   85.   60.    0.5   0.3   0.3 
   211.617    1.65  1.4   1.4  75.   80.   65.    0.5   0.25  0.3 
   211.711    1.6   1.5   1.5  75.   80.   60.    0.5   0.15  0.25
   211.730    1.7   1.4   1.5  75.   80.   60.    0.5   0.3   0.25
   211.788    1.6   1.6   1.6  85.   85.   60.    0.5   0.3   0.15
   211.876    1.65  1.4   1.4  85.   80.   55.    0.5   0.15  0.15
   211.914    1.65  1.6   1.5  80.   80.   65.    0.5   0.25  0.25
   211.943    1.7   1.4   1.6  85.   80.   55.    0.5   0.35  0.35
   211.949    1.7   1.4   1.5  80.   75.   55.    0.5   0.25  0.2 
   211.964    1.7   1.6   1.4  85.   85.   55.    0.5   0.15  0.15
   211.998    1.65  1.6   1.5  85.   85.   65.    0.5   0.2   0.25
   212.014    1.7   1.6   1.5  75.   85.   65.    0.5   0.3   0.25
   212.099    1.7   1.5   1.5  80.   85.   60.    0.5   0.2   0.15
   212.216    1.7   1.6   1.6  85.   85.   65.    0.5   0.35  0.3 
   212.248    1.6   1.6   1.4  80.   80.   55.    0.5   0.2   0.15
   212.303    1.65  1.6   1.6  85.   85.   65.    0.5   0.15  0.25
   212.371    1.65  1.6   1.6  75.   75.   60.    0.5   0.35  0.35
   212.424    1.65  1.4   1.6  80.   85.   65.    0.5   0.15  0.15
   212.455    1.7   1.6   1.4  75.   75.   60.    0.5   0.25  0.25
   212.512    1.65  1.5   1.4  80.   80.   60.    0.5   0.35  0.3 
   212.525    1.6  1.4  1.4 75.  75.  60.   0.5  0.3  0.2
   212.540    1.6  1.5  1.6 85.  80.  55.   0.5  0.3  0.2
   212.746    1.65  1.4   1.5  80.   80.   60.    0.5   0.3   0.35
   212.770    1.65  1.6   1.5  85.   85.   60.    0.5   0.25  0.3 
   212.822    1.65  1.4   1.6  85.   85.   55.    0.5   0.2   0.15
   212.876    1.65  1.4   1.6  75.   75.   60.    0.5   0.2   0.15
   212.894    1.6   1.6   1.6  80.   75.   60.    0.5   0.3   0.15
   212.922    1.65  1.4   1.6  80.   75.   55.    0.5   0.25  0.3 
   212.993    1.7   1.6   1.5  75.   75.   60.    0.5   0.35  0.35
   212.995    1.65  1.5   1.4  80.   75.   55.    0.5   0.3   0.25
   213.006    1.7   1.4   1.4  75.   85.   65.    0.5   0.35  0.35
   213.090    1.6  1.5  1.5 75.  75.  55.   0.5  0.2  0.3
   213.091    1.65  1.4   1.5  75.   75.   60.    0.5   0.15  0.25
   213.109    1.65  1.5   1.6  80.   75.   55.    0.5   0.35  0.2 
   213.201    1.7   1.5   1.5  75.   80.   65.    0.5   0.25  0.3 
   213.254    1.6  1.5  1.4 85.  85.  60.   0.5  0.2  0.2
   213.273    1.65  1.5   1.6  80.   80.   60.    0.5   0.25  0.15
   213.273    1.7  1.4  1.5 85.  80.  60.   0.5  0.2  0.2
   213.326    1.6   1.6   1.6  75.   75.   65.    0.5   0.25  0.15
   213.356    1.7   1.6   1.6  75.   80.   60.    0.5   0.15  0.3 
   213.436    1.6   1.5   1.6  80.   85.   65.    0.5   0.15  0.25
   213.446    1.6   1.4   1.5  75.   80.   65.    0.5   0.15  0.3 
   213.466    1.6   1.6   1.6  80.   75.   55.    0.5   0.2   0.15
   213.467    1.65  1.4   1.6  80.   85.   60.    0.5   0.3   0.25
   213.563    1.65  1.6   1.6  75.   75.   60.    0.5   0.25  0.25
   213.610    1.7  1.5  1.5 85.  85.  55.   0.5  0.2  0.2
   213.629    1.6   1.4   1.6  85.   85.   65.    0.5   0.15  0.3 
   213.641    1.6  1.4  1.6 80.  75.  60.   0.5  0.2  0.2
   213.657    1.7   1.5   1.5  80.   80.   60.    0.5   0.3   0.15
   213.706    1.7   1.6   1.5  85.   80.   60.    0.5   0.35  0.3 
   213.709    1.7  1.6  1.4 75.  75.  60.   0.5  0.3  0.2
   213.856    1.6   1.5   1.6  80.   80.   65.    0.5   0.15  0.2 
   213.943    1.7   1.5   1.6  80.   85.   65.    0.5   0.35  0.35
   213.975    1.65  1.6   1.4  80.   80.   65.    0.5   0.2   0.15
   214.140    1.6  1.6  1.6 80.  85.  65.   0.5  0.3  0.2
   214.215    1.7  1.6  1.6 75.  80.  60.   0.5  0.3  0.2
   214.263    1.7   1.6   1.6  85.   80.   60.    0.5   0.25  0.25
   214.321    1.65  1.5   1.6  75.   75.   55.    0.5   0.15  0.2 
   214.325    1.65  1.4   1.5  85.   85.   55.    0.5   0.2   0.2 
   214.421    1.6   1.5   1.4  75.   80.   65.    0.5   0.2   0.15
   214.475    1.7   1.6   1.5  75.   75.   55.    0.5   0.15  0.15
   214.575    1.65  1.5   1.5  80.   80.   60.    0.5   0.3   0.15
   214.582    1.65  1.5   1.4  80.   85.   60.    0.5   0.3   0.2 
   214.624    1.65  1.6   1.4  75.   80.   65.    0.5   0.35  0.3 
   214.642    1.65  1.4   1.6  75.   85.   65.    0.5   0.2   0.25
   214.654    1.7   1.4   1.5  80.   80.   55.    0.5   0.2   0.15
   214.734    1.65  1.5   1.4  75.   85.   65.    0.5   0.35  0.3 
   214.752    1.6   1.4   1.4  80.   80.   60.    0.5   0.25  0.2 
   214.783    1.7   1.5   1.4  80.   80.   65.    0.5   0.25  0.25
   214.839    1.6   1.6   1.6  85.   85.   60.    0.5   0.25  0.2 
   214.843    1.7   1.5   1.6  80.   75.   60.    0.5   0.35  0.35
   214.904    1.7   1.5   1.5  85.   85.   65.    0.5   0.15  0.25
   214.922    1.6   1.6   1.6  75.   75.   65.    0.5   0.35  0.3 
   214.924    1.65  1.5   1.6  75.   75.   65.    0.5   0.25  0.15
   214.942    1.7   1.5   1.5  80.   85.   65.    0.5   0.25  0.15
   215.166    1.65  1.6   1.6  80.   85.   60.    0.5   0.35  0.25
   215.293    1.6   1.4   1.4  80.   75.   55.    0.5   0.15  0.15
   215.312    1.7   1.5   1.6  85.   85.   55.    0.5   0.3   0.15
   215.316    1.65  1.6   1.6  80.   80.   60.    0.5   0.2   0.2 
   215.318    1.6   1.4   1.6  85.   85.   60.    0.5   0.15  0.3 
   215.363    1.6   1.6   1.5  75.   80.   60.    0.5   0.2   0.25
   215.376    1.7   1.4   1.5  80.   80.   60.    0.5   0.25  0.3 
   215.403    1.65  1.5   1.4  75.   75.   60.    0.5   0.3   0.2 
   215.413    1.6   1.6   1.5  80.   75.   55.    0.5   0.25  0.15
   215.579    1.6   1.5   1.5  80.   80.   60.    0.5   0.35  0.25
   215.580    1.6  1.5  1.5 80.  80.  60.   0.5  0.3  0.3
   215.628    1.65  1.6   1.6  80.   75.   55.    0.5   0.3   0.35
   215.754    1.7   1.6   1.4  80.   80.   65.    0.5   0.35  0.25
   215.904    1.6   1.6   1.4  85.   85.   60.    0.5   0.25  0.2 
   215.985    1.7   1.6   1.5  85.   85.   55.    0.5   0.15  0.2 
   216.039    1.65  1.4   1.5  85.   85.   55.    0.5   0.25  0.2 
   216.045    1.6   1.4   1.6  85.   80.   55.    0.5   0.2   0.15
   216.103    1.6   1.6   1.5  75.   75.   65.    0.5   0.35  0.2 
   216.235    1.6   1.4   1.5  80.   75.   60.    0.5   0.15  0.15
   216.243    1.65  1.5   1.5  80.   85.   60.    0.5   0.25  0.15
   216.250    1.7  1.5  1.6 75.  75.  55.   0.5  0.2  0.3
   216.314    1.6  1.4  1.6 75.  75.  65.   0.5  0.2  0.3
   216.333    1.6   1.4   1.5  80.   80.   60.    0.5   0.15  0.15
   216.368    1.6   1.4   1.4  80.   80.   60.    0.5   0.3   0.25
   216.385    1.7   1.6   1.5  85.   75.   60.    0.5   0.3   0.15
   216.409    1.7   1.5   1.6  75.   80.   60.    0.5   0.25  0.2 
   216.496    1.65  1.6   1.6  85.   85.   55.    0.5   0.25  0.25
   216.532    1.7   1.6   1.5  75.   80.   60.    0.5   0.3   0.15
   216.551    1.7   1.5   1.5  85.   80.   60.    0.5   0.3   0.25
   216.643    1.65  1.4   1.4  80.   85.   60.    0.5   0.3   0.25
   216.670    1.65  1.4   1.6  75.   75.   60.    0.5   0.3   0.25
   216.836    1.7  1.5  1.4 80.  85.  65.   0.5  0.3  0.2
   216.886    1.65  1.4   1.4  85.   85.   65.    0.5   0.25  0.35
   216.959    1.6   1.4   1.6  80.   80.   60.    0.5   0.3   0.35
   217.050    1.6   1.4   1.6  80.   80.   60.    0.5   0.25  0.35
   217.061    1.65  1.4   1.4  85.   85.   60.    0.5   0.35  0.3 
   217.091    1.7   1.6   1.6  80.   85.   60.    0.5   0.15  0.15
   217.137    1.65  1.5   1.5  75.   85.   65.    0.5   0.25  0.2 
   217.250    1.7  1.5  1.6 80.  85.  60.   0.5  0.2  0.2
   217.277    1.6   1.5   1.4  80.   85.   65.    0.5   0.25  0.15
   217.282    1.7   1.6   1.4  80.   75.   60.    0.5   0.35  0.15
   217.283    1.6  1.6  1.6 80.  80.  55.   0.5  0.2  0.2
   217.349    1.6  1.4  1.5 85.  85.  60.   0.5  0.2  0.2
   217.402    1.7   1.4   1.6  80.   80.   65.    0.5   0.2   0.35
   217.466    1.65  1.5   1.4  75.   80.   65.    0.5   0.35  0.2 
   217.513    1.65  1.6   1.6  80.   85.   60.    0.5   0.15  0.25
   217.522    1.7   1.4   1.4  75.   80.   60.    0.5   0.3   0.15
   217.603    1.65  1.4   1.4  80.   85.   60.    0.5   0.35  0.25
   217.618    1.65  1.5   1.6  80.   75.   60.    0.5   0.25  0.2 
   217.674    1.65  1.5   1.4  80.   80.   65.    0.5   0.2   0.2 
   217.709    1.65  1.6   1.5  75.   75.   60.    0.5   0.25  0.2 
   217.713    1.7   1.4   1.4  85.   80.   55.    0.5   0.35  0.2 
   217.735    1.7   1.5   1.5  75.   80.   65.    0.5   0.3   0.15
   217.794    1.6   1.5   1.5  85.   85.   65.    0.5   0.2   0.25
   217.815    1.65  1.5   1.5  75.   80.   65.    0.5   0.3   0.15
   217.815    1.6   1.6   1.4  75.   80.   65.    0.5   0.35  0.3 
   217.867    1.6   1.6   1.6  75.   75.   60.    0.5   0.2   0.25
   218.113    1.65  1.5   1.5  80.   75.   60.    0.5   0.25  0.15
   218.199    1.6   1.6   1.5  75.   80.   65.    0.5   0.2   0.15
   218.317    1.65  1.6   1.6  85.   85.   55.    0.5   0.35  0.15
   218.355    1.6   1.5   1.4  80.   80.   60.    0.5   0.3   0.15
   218.374    1.6   1.4   1.5  80.   80.   60.    0.5   0.3   0.35
   218.425    1.7   1.6   1.6  80.   75.   55.    0.5   0.2   0.25
   218.431    1.65  1.4   1.6  85.   85.   65.    0.5   0.2   0.35
   218.448    1.65  1.4   1.6  80.   80.   65.    0.5   0.15  0.15
   218.464    1.7   1.4   1.6  75.   75.   60.    0.5   0.25  0.3 
   218.535    1.7   1.6   1.5  75.   75.   65.    0.5   0.25  0.25
   218.662    1.7   1.4   1.6  85.   85.   55.    0.5   0.35  0.3 
   218.712    1.7   1.5   1.5  75.   80.   60.    0.5   0.25  0.15
   218.763    1.65  1.6   1.5  85.   85.   60.    0.5   0.3   0.15
   218.768    1.65  1.6   1.6  80.   80.   65.    0.5   0.3   0.35
   218.822    1.7   1.5   1.5  85.   80.   60.    0.5   0.35  0.35
   218.850    1.7   1.5   1.4  75.   85.   65.    0.5   0.25  0.2 
   219.033    1.6   1.4   1.5  75.   75.   60.    0.5   0.2   0.35
   219.048    1.65  1.5   1.6  85.   75.   55.    0.5   0.3   0.25
   219.095    1.7   1.6   1.6  85.   80.   65.    0.5   0.15  0.15
   219.142    1.65  1.4   1.5  85.   85.   60.    0.5   0.2   0.3 
   219.146    1.7   1.6   1.6  80.   85.   60.    0.5   0.2   0.15
   219.229    1.65  1.6   1.5  80.   80.   60.    0.5   0.2   0.15
   219.351    1.65  1.4   1.5  75.   85.   65.    0.5   0.2   0.15
   219.363    1.7   1.4   1.6  75.   75.   60.    0.5   0.2   0.35
   219.385    1.6   1.4   1.4  80.   85.   65.    0.5   0.25  0.3 
   219.432    1.7  1.4  1.4 75.  80.  65.   0.5  0.2  0.3
   219.452    1.65  1.6   1.5  80.   80.   65.    0.5   0.2   0.2 
   219.547    1.7   1.5   1.4  85.   80.   60.    0.5   0.3   0.15
   219.558    1.65  1.5   1.5  80.   85.   60.    0.5   0.35  0.3 
   219.572    1.7   1.5   1.6  80.   75.   60.    0.5   0.3   0.25
   219.593    1.65  1.6   1.5  80.   85.   60.    0.5   0.35  0.2 
   219.622    1.7   1.5   1.5  85.   85.   55.    0.5   0.35  0.15
   219.631    1.65  1.5   1.5  80.   85.   65.    0.5   0.25  0.15
   219.710    1.6   1.4   1.6  75.   85.   65.    0.5   0.3   0.35
   219.760    1.7  1.5  1.6 80.  75.  60.   0.5  0.3  0.2
   219.761    1.65  1.5   1.5  75.   85.   65.    0.5   0.3   0.3 
   219.793    1.65  1.4   1.4  75.   75.   60.    0.5   0.15  0.2 
   219.836    1.6   1.4   1.5  85.   85.   60.    0.5   0.15  0.2 
   219.919    1.6  1.6  1.5 85.  85.  60.   0.5  0.2  0.2
   220.107    1.65  1.4   1.4  85.   80.   55.    0.5   0.35  0.2 
   220.226    1.7  1.4  1.6 80.  80.  55.   0.5  0.2  0.2
   220.227    1.7   1.5   1.4  75.   75.   60.    0.5   0.2   0.25
   220.417    1.6   1.4   1.6  75.   80.   65.    0.5   0.15  0.25
   220.463    1.7   1.6   1.6  85.   75.   60.    0.5   0.25  0.15
   220.485    1.6   1.4   1.5  75.   75.   60.    0.5   0.15  0.15
   220.491    1.7   1.5   1.5  85.   80.   65.    0.5   0.2   0.15
   220.525    1.65  1.5   1.6  75.   75.   65.    0.5   0.15  0.2 
   220.608    1.6   1.6   1.5  85.   85.   55.    0.5   0.35  0.2 
   220.623    1.7   1.6   1.5  75.   75.   60.    0.5   0.35  0.25
   220.625    1.65  1.5   1.4  75.   80.   65.    0.5   0.3   0.3 
   220.666    1.7   1.5   1.4  80.   75.   60.    0.5   0.3   0.35
   220.699    1.7   1.4   1.4  80.   75.   55.    0.5   0.25  0.15
   220.708    1.7   1.6   1.5  75.   75.   55.    0.5   0.2   0.15
   220.727    1.7   1.6   1.4  75.   75.   65.    0.5   0.35  0.15
   220.750    1.65  1.6   1.4  85.   80.   60.    0.5   0.3   0.15
   220.755    1.7   1.5   1.6  85.   80.   55.    0.5   0.3   0.15
   220.782    1.65  1.4   1.5  85.   80.   55.    0.5   0.3   0.2 
   220.871    1.6   1.5   1.6  80.   80.   55.    0.5   0.15  0.2 
   220.874    1.7   1.6   1.5  85.   85.   65.    0.5   0.15  0.15
   221.008    1.6   1.6   1.5  75.   75.   65.    0.5   0.35  0.25
   221.012    1.65  1.6   1.5  85.   80.   55.    0.5   0.25  0.2 
   221.142    1.7   1.4   1.6  75.   75.   65.    0.5   0.2   0.15
   221.250    1.6   1.4   1.6  75.   75.   55.    0.5   0.15  0.35
   221.401    1.7   1.5   1.5  85.   75.   55.    0.5   0.2   0.15
   221.435    1.7   1.6   1.5  75.   75.   65.    0.5   0.35  0.3 
   221.489    1.6   1.5   1.4  75.   80.   65.    0.5   0.15  0.15
   221.509    1.6   1.5   1.5  80.   80.   65.    0.5   0.15  0.15
   221.541    1.6   1.6   1.6  75.   75.   65.    0.5   0.3   0.15
   221.584    1.7   1.6   1.6  75.   75.   55.    0.5   0.25  0.3 
   221.663    1.65  1.5   1.6  85.   85.   55.    0.5   0.2   0.25
   221.713    1.7  1.4  1.5 80.  80.  65.   0.5  0.2  0.3
   221.825    1.65  1.4   1.6  85.   80.   60.    0.5   0.15  0.15
   221.841    1.7   1.4   1.6  75.   75.   55.    0.5   0.15  0.25
   221.872    1.7   1.6   1.5  80.   80.   65.    0.5   0.35  0.25
   221.897    1.7   1.4   1.5  80.   75.   65.    0.5   0.15  0.15
   221.930    1.65  1.4   1.6  85.   80.   60.    0.5   0.15  0.2 
   221.949    1.65  1.4   1.4  85.   85.   65.    0.5   0.2   0.25
   222.011    1.7   1.5   1.4  85.   85.   60.    0.5   0.3   0.15
   222.082    1.65  1.5   1.5  75.   75.   60.    0.5   0.15  0.2 
   222.155    1.7   1.6   1.5  75.   80.   60.    0.5   0.2   0.15
   222.191    1.65  1.4   1.6  75.   80.   60.    0.5   0.3   0.3 
   222.308    1.6   1.6   1.4  80.   85.   65.    0.5   0.15  0.15
   222.380    1.6   1.4   1.4  80.   80.   60.    0.5   0.3   0.35
   222.398    1.65  1.4   1.5  85.   80.   55.    0.5   0.25  0.15
   222.410    1.7  1.4  1.6 75.  80.  60.   0.5  0.3  0.3
   222.492    1.6   1.4   1.5  75.   75.   60.    0.5   0.15  0.25
   222.507    1.6   1.5   1.5  80.   80.   65.    0.5   0.2   0.15
   222.515    1.6   1.5   1.6  80.   75.   55.    0.5   0.2   0.15
   222.589    1.65  1.5   1.6  75.   75.   60.    0.5   0.2   0.15
   222.601    1.6   1.5   1.6  75.   75.   60.    0.5   0.3   0.35
   222.641    1.6   1.4   1.4  75.   80.   65.    0.5   0.25  0.25
   222.651    1.65  1.4   1.5  80.   85.   65.    0.5   0.15  0.35
   222.688    1.6  1.6  1.6 85.  85.  55.   0.5  0.2  0.2
   222.716    1.6   1.6   1.4  85.   85.   60.    0.5   0.35  0.2 
   222.723    1.65  1.6   1.6  85.   85.   60.    0.5   0.15  0.25
   222.855    1.65  1.5   1.5  75.   75.   65.    0.5   0.15  0.15
   222.876    1.65  1.6   1.5  85.   85.   55.    0.5   0.3   0.2 
   222.907    1.65  1.6   1.6  80.   85.   60.    0.5   0.15  0.35
   222.932    1.7   1.4   1.4  80.   80.   55.    0.5   0.25  0.15
   222.964    1.7  1.4  1.6 75.  75.  60.   0.5  0.3  0.3
   222.968    1.65  1.4   1.5  80.   85.   65.    0.5   0.25  0.3 
   223.042    1.7   1.5   1.5  80.   75.   55.    0.5   0.35  0.15
   223.123    1.65  1.4   1.5  85.   75.   55.    0.5   0.2   0.15
   223.149    1.65  1.5   1.4  85.   80.   60.    0.5   0.2   0.15
   223.199    1.7   1.4   1.5  80.   80.   60.    0.5   0.15  0.3 
   223.271    1.6   1.6   1.5  85.   85.   65.    0.5   0.2   0.15
   223.296    1.7   1.4   1.6  75.   85.   65.    0.5   0.15  0.2 
   223.306    1.6   1.6   1.6  85.   75.   55.    0.5   0.3   0.15
   223.424    1.65  1.4   1.5  85.   85.   60.    0.5   0.35  0.35
   223.472    1.65  1.6   1.5  80.   75.   60.    0.5   0.3   0.25
   223.487    1.65  1.5   1.6  85.   75.   55.    0.5   0.3   0.3 
   223.490    1.65  1.6   1.4  80.   85.   60.    0.5   0.35  0.15
   223.521    1.7   1.5   1.6  85.   85.   55.    0.5   0.35  0.3 
   223.541    1.65  1.4   1.6  85.   85.   55.    0.5   0.25  0.25
   223.614    1.65  1.5   1.5  85.   85.   65.    0.5   0.3   0.35
   223.845    1.6  1.4  1.5 80.  75.  60.   0.5  0.2  0.2
   224.092    1.6   1.6   1.6  85.   85.   55.    0.5   0.3   0.25
   224.099    1.65  1.5   1.6  85.   85.   65.    0.5   0.2   0.15
   224.175    1.7   1.6   1.5  85.   85.   60.    0.5   0.25  0.35
   224.223    1.65  1.6   1.4  80.   80.   55.    0.5   0.2   0.2 
   224.280    1.7   1.5   1.4  80.   80.   65.    0.5   0.25  0.2 
   224.407    1.7   1.5   1.5  80.   75.   55.    0.5   0.25  0.3 
   224.431    1.7   1.5   1.4  85.   80.   55.    0.5   0.25  0.2 
   224.451    1.7   1.6   1.5  85.   85.   60.    0.5   0.35  0.15
   224.481    1.65  1.5   1.5  80.   85.   65.    0.5   0.15  0.3 
   224.562    1.7   1.4   1.4  80.   80.   65.    0.5   0.15  0.2 
   224.576    1.6   1.6   1.6  75.   75.   60.    0.5   0.35  0.35
   224.680    1.65  1.4   1.6  85.   80.   55.    0.5   0.3   0.25
   224.695    1.7  1.4  1.6 85.  80.  60.   0.5  0.2  0.2
   224.723    1.7   1.5   1.5  80.   80.   60.    0.5   0.15  0.15
   224.756    1.6   1.6   1.5  80.   85.   65.    0.5   0.2   0.15
   224.821    1.65  1.5   1.5  80.   80.   60.    0.5   0.35  0.2 
   224.875    1.65  1.5   1.4  75.   85.   65.    0.5   0.25  0.15
   224.959    1.6   1.5   1.5  85.   80.   55.    0.5   0.2   0.15
   224.960    1.65  1.4   1.5  75.   85.   65.    0.5   0.2   0.2 
   224.992    1.6   1.5   1.6  75.   80.   60.    0.5   0.15  0.25
   225.061    1.65  1.5   1.5  85.   85.   55.    0.5   0.35  0.25
   225.097    1.7   1.5   1.5  75.   75.   65.    0.5   0.3   0.25
   225.124    1.6   1.5   1.6  85.   85.   60.    0.5   0.25  0.35
   225.125    1.6   1.6   1.5  85.   85.   60.    0.5   0.2   0.15
   225.154    1.6   1.5   1.4  80.   80.   65.    0.5   0.2   0.15
   225.170    1.6   1.5   1.6  80.   75.   55.    0.5   0.35  0.35
   225.249    1.7   1.4   1.5  75.   85.   65.    0.5   0.15  0.15
   225.255    1.6   1.4   1.5  80.   85.   65.    0.5   0.15  0.2 
   225.272    1.65  1.6   1.4  75.   75.   65.    0.5   0.35  0.2 
   225.303    1.65  1.5   1.6  85.   85.   55.    0.5   0.2   0.15
   225.311    1.65  1.4   1.6  85.   80.   55.    0.5   0.25  0.25
   225.318    1.65  1.6   1.5  75.   80.   65.    0.5   0.15  0.15
   225.385    1.6   1.6   1.6  85.   85.   60.    0.5   0.15  0.2 
   225.465    1.65  1.6   1.6  75.   75.   65.    0.5   0.35  0.25
   225.552    1.7   1.6   1.6  75.   85.   65.    0.5   0.25  0.25
   225.597    1.65  1.4   1.6  85.   85.   55.    0.5   0.3   0.25
   225.608    1.7   1.6   1.4  75.   85.   65.    0.5   0.25  0.15
   225.636    1.6   1.5   1.4  75.   85.   65.    0.5   0.35  0.2 
   225.688    1.7   1.4   1.4  85.   75.   55.    0.5   0.2   0.15
   225.739    1.7   1.5   1.5  75.   80.   60.    0.5   0.15  0.15
   225.815    1.6   1.6   1.6  85.   85.   65.    0.5   0.2   0.25
   225.879    1.7  1.4  1.5 80.  85.  60.   0.5  0.3  0.2
   225.901    1.7   1.4   1.5  75.   85.   65.    0.5   0.25  0.35
   225.925    1.65  1.6   1.4  75.   75.   60.    0.5   0.35  0.25
   225.945    1.7  1.4  1.5 75.  75.  60.   0.5  0.3  0.3
   226.027    1.65  1.5   1.6  85.   85.   60.    0.5   0.25  0.2 
   226.029    1.65  1.5   1.6  75.   75.   60.    0.5   0.35  0.2 
   226.061    1.65  1.4   1.5  85.   85.   60.    0.5   0.3   0.3 
   226.103    1.7  1.6  1.5 75.  80.  65.   0.5  0.3  0.3
   226.116    1.65  1.4   1.4  80.   85.   60.    0.5   0.25  0.15
   226.127    1.6   1.5   1.5  75.   85.   65.    0.5   0.35  0.3 
   226.127    1.7   1.6   1.5  85.   85.   60.    0.5   0.2   0.25
   226.143    1.7  1.6  1.5 85.  85.  65.   0.5  0.3  0.2
   226.195    1.7   1.5   1.5  85.   80.   60.    0.5   0.25  0.25
   226.240    1.7   1.4   1.5  75.   75.   55.    0.5   0.15  0.3 
   226.280    1.7   1.4   1.5  75.   80.   65.    0.5   0.2   0.35
   226.294    1.7   1.5   1.4  80.   80.   55.    0.5   0.35  0.15
   226.312    1.6   1.4   1.6  80.   75.   60.    0.5   0.15  0.2 
   226.389    1.7   1.4   1.4  75.   80.   65.    0.5   0.25  0.35
   226.463    1.6   1.5   1.6  75.   75.   65.    0.5   0.2   0.15
   226.514    1.65  1.4   1.5  85.   80.   55.    0.5   0.25  0.2 
   226.713    1.6   1.4   1.5  75.   80.   65.    0.5   0.25  0.35
   226.795    1.6   1.5   1.5  80.   85.   65.    0.5   0.15  0.3 
   226.800    1.7   1.5   1.5  80.   75.   60.    0.5   0.35  0.3 
   226.822    1.65  1.6   1.6  75.   85.   65.    0.5   0.3   0.25
   226.868    1.7   1.4   1.5  85.   85.   60.    0.5   0.2   0.15
   226.887    1.65  1.5   1.4  75.   75.   55.    0.5   0.15  0.15
   226.891    1.65  1.5   1.6  80.   75.   60.    0.5   0.35  0.35
   226.914    1.6   1.5   1.5  80.   85.   65.    0.5   0.15  0.2 
   227.157    1.7   1.4   1.4  85.   85.   65.    0.5   0.15  0.25
   227.168    1.6  1.6  1.6 85.  85.  65.   0.5  0.3  0.3
   227.176    1.6   1.6   1.5  85.   85.   65.    0.5   0.3   0.25
   227.198    1.6   1.6   1.6  80.   75.   55.    0.5   0.35  0.15
   227.215    1.7   1.5   1.6  80.   80.   55.    0.5   0.3   0.15
   227.249    1.6   1.4   1.6  80.   75.   60.    0.5   0.2   0.25
   227.387    1.65  1.6   1.4  85.   85.   55.    0.5   0.25  0.15
   227.590    1.7   1.5   1.4  85.   80.   60.    0.5   0.25  0.2 
   227.622    1.6   1.6   1.6  80.   75.   60.    0.5   0.2   0.15
   227.633    1.6   1.4   1.5  75.   75.   60.    0.5   0.25  0.15
   227.683    1.65  1.4   1.6  85.   85.   60.    0.5   0.2   0.2 
   227.689    1.65  1.6   1.4  85.   85.   55.    0.5   0.2   0.15
   227.701    1.6  1.6  1.6 85.  85.  55.   0.5  0.3  0.2
   227.763    1.7   1.4   1.5  75.   75.   60.    0.5   0.15  0.3 
   228.029    1.65  1.5   1.6  85.   85.   55.    0.5   0.15  0.15
   228.071    1.7   1.6   1.6  80.   80.   55.    0.5   0.15  0.25
   228.078    1.6  1.6  1.4 85.  85.  65.   0.5  0.3  0.2
   228.190    1.6   1.6   1.6  80.   80.   65.    0.5   0.2   0.15
   228.219    1.65  1.5   1.5  85.   75.   55.    0.5   0.3   0.25
   228.252    1.7   1.6   1.5  80.   75.   65.    0.5   0.2   0.15
   228.255    1.7   1.5   1.5  85.   85.   65.    0.5   0.2   0.35
   228.309    1.65  1.5   1.6  85.   80.   55.    0.5   0.15  0.15
   228.347    1.65  1.4   1.4  75.   80.   65.    0.5   0.25  0.15
   228.429    1.65  1.4   1.4  75.   80.   65.    0.5   0.15  0.25
   228.444    1.6   1.5   1.6  80.   80.   60.    0.5   0.15  0.15
   228.457    1.7   1.5   1.5  75.   75.   55.    0.5   0.2   0.25
   228.458    1.65  1.4   1.5  75.   80.   60.    0.5   0.25  0.15
   228.512    1.7   1.5   1.5  75.   80.   60.    0.5   0.35  0.15
   228.536    1.7   1.6   1.6  75.   80.   60.    0.5   0.3   0.15
   228.607    1.6  1.5  1.6 80.  85.  65.   0.5  0.2  0.2
   228.657    1.65  1.6   1.5  75.   75.   60.    0.5   0.35  0.3 
   228.780    1.65  1.6   1.6  85.   85.   65.    0.5   0.3   0.25
   228.787    1.65  1.5   1.6  80.   80.   65.    0.5   0.25  0.25
   228.826    1.6   1.5   1.4  75.   80.   65.    0.5   0.2   0.25
   228.861    1.65  1.5   1.4  85.   85.   65.    0.5   0.15  0.15
