   Chi^2    ('R1'  'R2'  'R3'  'Theta2'  'Theta3'  'Phi'  'q1'  'q2'  'q3')
    67.215    1.7   1.7   1.55 82.   80.   54.    0.5   0.3   0.15
    67.233    1.8   1.7   1.55 80.   78.   56.    0.5   0.3   0.15
    67.287    1.75  1.65  1.55 76.   76.   58.    0.5   0.3   0.15
    67.319    1.8   1.7   1.45 78.   80.   58.    0.5   0.3   0.15
    67.431    1.75  1.7   1.5  78.   80.   58.    0.5   0.3   0.15
    67.455    1.8   1.7   1.6  78.   76.   58.    0.5   0.3   0.15
    67.461    1.8   1.75  1.6  80.   78.   56.    0.5   0.3   0.15
    67.665    1.7   1.75  1.65 78.   78.   58.    0.5   0.3   0.15
    67.827    1.8   1.65  1.65 82.   78.   54.    0.5   0.3   0.15
    67.865    1.8   1.7   1.65 80.   74.   54.    0.5   0.3   0.15
    68.024    1.75  1.75  1.65 82.   80.   54.    0.5   0.3   0.15
    68.059    1.75  1.7   1.55 78.   74.   58.    0.5   0.3   0.15
    68.202    1.75  1.75  1.65 82.   76.   54.    0.5   0.3   0.15
    68.480    1.8   1.75  1.45 82.   76.   56.    0.5   0.3   0.15
    68.487    1.75  1.65  1.5  76.   78.   60.    0.5   0.3   0.15
    68.539    1.75  1.65  1.55 82.   76.   56.    0.5   0.3   0.15
    68.569    1.7   1.75  1.45 78.   74.   54.    0.5   0.3   0.15
    68.581    1.75  1.7   1.6  78.   74.   56.    0.5   0.3   0.15
    68.618    1.75  1.65  1.45 80.   80.   58.    0.5   0.3   0.15
    68.677    1.8   1.75  1.55 78.   80.   58.    0.5   0.3   0.15
    68.698    1.75  1.7   1.65 76.   80.   60.    0.5   0.3   0.15
    68.889    1.75  1.7   1.5  78.   74.   54.    0.5   0.3   0.15
    68.916    1.7   1.75  1.55 78.   80.   60.    0.5   0.3   0.15
    68.922    1.8   1.7   1.65 76.   78.   58.    0.5   0.3   0.15
    68.950    1.7   1.75  1.5  82.   74.   58.    0.5   0.3   0.15
    68.959    1.75  1.7   1.45 82.   78.   56.    0.5   0.3   0.15
    69.007    1.75  1.65  1.5  80.   76.   58.    0.5   0.3   0.15
    69.065    1.75  1.75  1.45 80.   74.   56.    0.5   0.3   0.15
    69.110    1.8   1.75  1.6  82.   76.   56.    0.5   0.3   0.15
    69.128    1.75  1.75  1.45 78.   80.   58.    0.5   0.3   0.15
    69.151    1.8   1.65  1.55 80.   80.   58.    0.5   0.3   0.15
    69.166    1.75  1.75  1.5  80.   78.   54.    0.5   0.3   0.15
    69.178    1.75  1.65  1.45 78.   76.   56.    0.5   0.3   0.15
    69.210    1.8   1.65  1.6  82.   80.   56.    0.5   0.3   0.15
    69.250    1.8   1.75  1.6  76.   80.   60.    0.5   0.3   0.15
    69.341    1.8   1.7   1.6  80.   78.   54.    0.5   0.3   0.15
    69.392    1.75  1.75  1.6  78.   78.   58.    0.5   0.3   0.15
    69.483    1.8   1.7   1.6  80.   76.   56.    0.5   0.3   0.15
    69.500    1.7   1.7   1.45 82.   74.   58.    0.5   0.3   0.15
    69.509    1.75  1.65  1.45 82.   74.   60.    0.5   0.3   0.15
    69.560    1.8   1.65  1.65 80.   76.   54.    0.5   0.3   0.15
    69.574    1.75  1.7   1.55 76.   80.   60.    0.5   0.3   0.15
    69.670    1.8   1.7   1.45 78.   76.   56.    0.5   0.3   0.15
    69.678    1.8   1.75  1.6  82.   78.   56.    0.5   0.3   0.15
    69.783    1.75  1.7   1.45 78.   80.   58.    0.5   0.3   0.15
    69.867    1.7   1.75  1.45 82.   74.   54.    0.5   0.3   0.15
    69.948    1.8   1.7   1.5  80.   78.   54.    0.5   0.3   0.15
    70.052    1.75  1.65  1.45 78.   78.   58.    0.5   0.3   0.15
    70.087    1.75  1.75  1.6  82.   76.   54.    0.5   0.3   0.15
    70.174    1.7   1.75  1.5  80.   76.   58.    0.5   0.3   0.15
    70.181    1.8   1.75  1.55 80.   76.   58.    0.5   0.3   0.15
    70.254    1.75  1.65  1.5  82.   80.   54.    0.5   0.3   0.15
    70.292    1.7   1.75  1.65 76.   78.   60.    0.5   0.3   0.15
    70.410    1.75  1.75  1.45 78.   78.   56.    0.5   0.3   0.15
    70.475    1.75  1.7   1.5  82.   78.   56.    0.5   0.3   0.15
    70.502    1.7   1.75  1.6  78.   74.   58.    0.5   0.3   0.15
    70.507    1.7   1.75  1.5  80.   78.   54.    0.5   0.3   0.15
    70.547    1.8   1.7   1.6  82.   76.   54.    0.5   0.3   0.15
    70.573    1.8   1.75  1.65 76.   76.   58.    0.5   0.3   0.15
    70.597    1.7   1.65  1.55 82.   80.   54.    0.5   0.3   0.15
    70.599    1.7   1.75  1.55 76.   74.   60.    0.5   0.3   0.15
    70.760    1.8   1.75  1.45 78.   80.   60.    0.5   0.3   0.15
    71.018    1.8   1.7   1.5  80.   78.   56.    0.5   0.3   0.15
    71.048    1.8   1.75  1.6  80.   76.   54.    0.5   0.3   0.15
    71.098    1.75  1.7   1.45 76.   80.   60.    0.5   0.3   0.15
    71.124    1.8   1.7   1.65 78.   78.   56.    0.5   0.3   0.15
    71.219    1.8   1.75  1.45 76.   80.   60.    0.5   0.3   0.15
    71.287    1.7   1.75  1.55 80.   78.   58.    0.5   0.3   0.15
    71.388    1.8   1.75  1.55 80.   78.   54.    0.5   0.3   0.15
    71.401    1.8   1.75  1.45 78.   78.   58.    0.5   0.3   0.15
    71.636    1.8   1.7   1.5  76.   80.   60.    0.5   0.3   0.15
    71.689    1.75  1.65  1.45 76.   80.   60.    0.5   0.3   0.15
    71.719    1.75  1.75  1.65 80.   76.   56.    0.5   0.3   0.15
    71.723    1.8   1.65  1.5  82.   74.   60.    0.5   0.3   0.15
    71.740    1.75  1.7   1.5  76.   80.   60.    0.5   0.3   0.15
    71.777    1.75  1.75  1.45 78.   76.   54.    0.5   0.3   0.15
    71.778    1.8   1.75  1.55 82.   76.   56.    0.5   0.3   0.15
    71.823    1.7   1.7   1.6  80.   76.   54.    0.5   0.3   0.15
    71.851    1.7   1.65  1.6  82.   76.   60.    0.5   0.3   0.15
    71.879    1.7   1.75  1.65 82.   78.   54.    0.5   0.3   0.15
    71.909    1.8   1.7   1.65 80.   78.   54.    0.5   0.3   0.15
    71.924    1.7   1.75  1.6  82.   80.   54.    0.5   0.3   0.15
    71.943    1.75  1.65  1.45 82.   74.   54.    0.5   0.3   0.15
    72.088    1.8   1.7   1.5  82.   76.   54.    0.5   0.3   0.15
    72.104    1.8   1.65  1.65 78.   78.   56.    0.5   0.3   0.15
    72.162    1.7   1.75  1.45 76.   74.   54.    0.5   0.3   0.15
    72.276    1.8   1.65  1.65 82.   76.   60.    0.5   0.3   0.15
    72.292    1.75  1.75  1.55 80.   80.   56.    0.5   0.3   0.15
    72.377    1.8   1.7   1.6  80.   74.   56.    0.5   0.3   0.15
    72.486    1.7   1.65  1.5  82.   80.   54.    0.5   0.3   0.15
    72.769    1.7   1.7   1.65 76.   78.   60.    0.5   0.3   0.15
    72.789    1.75  1.7   1.55 76.   74.   60.    0.5   0.3   0.15
    72.935    1.8   1.7   1.45 76.   80.   60.    0.5   0.3   0.15
    72.967    1.8   1.65  1.5  78.   78.   60.    0.5   0.3   0.15
    72.971    1.7   1.75  1.5  78.   80.   60.    0.5   0.3   0.15
    73.037    1.75  1.75  1.5  78.   78.   58.    0.5   0.3   0.15
    73.040    1.8   1.7   1.6  78.   78.   56.    0.5   0.3   0.15
    73.193    1.75  1.65  1.5  80.   80.   56.    0.5   0.3   0.15
    73.270    1.8   1.7   1.6  76.   76.   60.    0.5   0.3   0.15
    73.384    1.8   1.75  1.65 76.   76.   60.    0.5   0.3   0.15
    73.391    1.75  1.75  1.6  76.   74.   60.    0.5   0.3   0.15
    73.394    1.8   1.75  1.55 78.   80.   60.    0.5   0.3   0.15
    73.452    1.7   1.75  1.6  76.   76.   58.    0.5   0.3   0.15
    73.670    1.75  1.65  1.55 82.   74.   54.    0.5   0.3   0.15
    73.678    1.8   1.75  1.65 80.   76.   54.    0.5   0.3   0.15
    73.730    1.8   1.7   1.55 78.   78.   56.    0.5   0.3   0.15
    73.758    1.7   1.65  1.6  82.   80.   54.    0.5   0.3   0.15
    73.803    1.8   1.7   1.55 78.   74.   54.    0.5   0.3   0.15
    73.812    1.8   1.7   1.55 82.   80.   56.    0.5   0.3   0.15
    73.856    1.7   1.65  1.55 78.   76.   56.    0.5   0.3   0.15
    73.947    1.7   1.7   1.5  78.   76.   56.    0.5   0.3   0.15
    73.957    1.8   1.65  1.6  76.   78.   58.    0.5   0.3   0.15
    74.234    1.7   1.75  1.45 78.   78.   56.    0.5   0.3   0.15
    74.281    1.8   1.7   1.6  76.   78.   58.    0.5   0.3   0.15
    74.306    1.8   1.7   1.5  78.   78.   56.    0.5   0.3   0.15
    74.423    1.7   1.75  1.55 78.   76.   60.    0.5   0.3   0.15
    74.433    1.7   1.75  1.65 80.   78.   56.    0.5   0.3   0.15
    74.471    1.75  1.75  1.55 78.   78.   60.    0.5   0.3   0.15
    74.517    1.8   1.65  1.5  76.   74.   60.    0.5   0.3   0.15
    74.601    1.75  1.75  1.6  80.   76.   54.    0.5   0.3   0.15
    74.674    1.7   1.75  1.55 80.   76.   58.    0.5   0.3   0.15
    74.700    1.8   1.7   1.55 76.   74.   60.    0.5   0.3   0.15
    74.737    1.7   1.65  1.5  82.   74.   60.    0.5   0.3   0.15
    74.775    1.7   1.75  1.45 80.   74.   60.    0.5   0.3   0.15
    74.780    1.8   1.7   1.65 82.   74.   54.    0.5   0.3   0.15
    74.818    1.8   1.65  1.5  82.   78.   54.    0.5   0.3   0.15
    74.927    1.8   1.7   1.5  80.   74.   54.    0.5   0.3   0.15
    74.928    1.75  1.75  1.45 76.   74.   54.    0.5   0.3   0.15
    74.940    1.8   1.7   1.65 82.   76.   60.    0.5   0.3   0.15
    75.049    1.8   1.7   1.55 78.   76.   56.    0.5   0.3   0.15
    75.088    1.8   1.75  1.45 80.   74.   54.    0.5   0.3   0.15
    75.103    1.8   1.75  1.65 78.   76.   58.    0.5   0.3   0.15
    75.141    1.75  1.75  1.6  80.   80.   56.    0.5   0.3   0.15
    75.158    1.8   1.7   1.5  82.   80.   58.    0.5   0.3   0.15
    75.237    1.7   1.75  1.45 78.   76.   56.    0.5   0.3   0.15
    75.361    1.8   1.75  1.45 78.   76.   54.    0.5   0.3   0.15
    75.412    1.8   1.75  1.5  78.   76.   60.    0.5   0.3   0.15
    75.459    1.75  1.65  1.45 80.   76.   56.    0.5   0.3   0.15
    75.463    1.7   1.75  1.5  80.   80.   56.    0.5   0.3   0.15
    75.655    1.8   1.7   1.5  78.   76.   56.    0.5   0.3   0.15
    75.862    1.75  1.75  1.65 80.   80.   56.    0.5   0.3   0.15
    75.972    1.8   1.65  1.6  80.   80.   56.    0.5   0.3   0.15
    76.155    1.8   1.75  1.5  78.   80.   60.    0.5   0.3   0.15
    76.212    1.8   1.65  1.5  80.   76.   58.    0.5   0.3   0.15
    76.271    1.75  1.75  1.5  78.   80.   58.    0.5   0.3   0.15
    76.343    1.75  1.75  1.65 78.   76.   56.    0.5   0.3   0.15
    76.466    1.7   1.7   1.45 78.   76.   58.    0.5   0.3   0.15
    76.542    1.8   1.7   1.6  76.   76.   58.    0.5   0.3   0.15
    76.733    1.8   1.7   1.5  78.   80.   60.    0.5   0.3   0.15
    76.807    1.8   1.75  1.65 78.   76.   56.    0.5   0.3   0.15
    76.869    1.75  1.75  1.45 76.   80.   60.    0.5   0.3   0.15
    76.900    1.75  1.65  1.5  76.   76.   60.    0.5   0.3   0.15
    76.963    1.8   1.7   1.55 78.   78.   58.    0.5   0.3   0.15
    77.013    1.8   1.7   1.6  82.   76.   58.    0.5   0.3   0.15
    77.027    1.8   1.75  1.5  78.   78.   56.    0.5   0.3   0.15
    77.059    1.7   1.75  1.55 80.   78.   56.    0.5   0.3   0.15
    77.254    1.8   1.7   1.6  82.   78.   60.    0.5   0.3   0.15
    77.365    1.7   1.65  1.55 76.   76.   58.    0.5   0.3   0.15
    77.374    1.8   1.65  1.65 76.   74.   56.    0.5   0.3   0.15
    77.419    1.8   1.75  1.5  82.   74.   54.    0.5   0.3   0.15
    77.564    1.8   1.65  1.45 82.   76.   54.    0.5   0.3   0.15
    77.567    1.8   1.7   1.45 76.   78.   58.    0.5   0.3   0.15
    77.671    1.75  1.65  1.45 78.   80.   58.    0.5   0.3   0.15
    77.693    1.75  1.65  1.45 78.   74.   54.    0.5   0.3   0.15
    77.732    1.7   1.75  1.65 80.   76.   56.    0.5   0.3   0.15
    77.736    1.75  1.75  1.6  76.   76.   60.    0.5   0.3   0.15
    77.787    1.75  1.75  1.65 78.   80.   58.    0.5   0.3   0.15
    77.788    1.8   1.75  1.5  80.   76.   58.    0.5   0.3   0.15
    77.798    1.8   1.75  1.55 80.   78.   58.    0.5   0.3   0.15
    77.813    1.7   1.65  1.5  76.   76.   58.    0.5   0.3   0.15
    77.813    1.7   1.65  1.45 78.   74.   54.    0.5   0.3   0.15
    77.820    1.8   1.75  1.5  78.   74.   54.    0.5   0.3   0.15
    77.840    1.7   1.7   1.6  82.   80.   54.    0.5   0.3   0.15
    77.972    1.7   1.65  1.65 82.   80.   54.    0.5   0.3   0.15
    78.129    1.8   1.7   1.65 76.   74.   56.    0.5   0.3   0.15
    78.158    1.75  1.65  1.45 80.   78.   58.    0.5   0.3   0.15
    78.286    1.7   1.65  1.6  80.   76.   54.    0.5   0.3   0.15
    78.296    1.7   1.75  1.6  78.   78.   58.    0.5   0.3   0.15
    78.334    1.8   1.75  1.55 82.   80.   58.    0.5   0.3   0.15
    78.423    1.75  1.65  1.55 76.   74.   58.    0.5   0.3   0.15
    78.561    1.75  1.7   1.5  76.   78.   60.    0.5   0.3   0.15
    78.577    1.8   1.65  1.6  78.   76.   56.    0.5   0.3   0.15
    78.722    1.8   1.65  1.6  80.   74.   54.    0.5   0.3   0.15
    78.764    1.75  1.7   1.45 76.   78.   60.    0.5   0.3   0.15
    78.856    1.7   1.7   1.5  78.   76.   58.    0.5   0.3   0.15
    78.939    1.8   1.75  1.5  76.   80.   60.    0.5   0.3   0.15
    79.025    1.75  1.7   1.5  80.   78.   54.    0.5   0.3   0.15
    79.086    1.75  1.75  1.65 76.   80.   60.    0.5   0.3   0.15
    79.098    1.8   1.7   1.55 76.   78.   58.    0.5   0.3   0.15
    79.105    1.8   1.7   1.6  78.   74.   54.    0.5   0.3   0.15
    79.183    1.8   1.75  1.55 76.   80.   60.    0.5   0.3   0.15
    79.202    1.75  1.75  1.6  76.   76.   58.    0.5   0.3   0.15
    79.263    1.75  1.75  1.6  78.   80.   58.    0.5   0.3   0.15
    79.294    1.75  1.75  1.45 82.   74.   58.    0.5   0.3   0.15
    79.312    1.8   1.7   1.45 78.   76.   60.    0.5   0.3   0.15
    79.331    1.75  1.75  1.45 76.   76.   56.    0.5   0.3   0.15
    79.354    1.75  1.75  1.55 78.   76.   60.    0.5   0.3   0.15
    79.377    1.75  1.75  1.45 76.   78.   58.    0.5   0.3   0.15
    79.500    1.7   1.75  1.6  78.   76.   58.    0.5   0.3   0.15
    79.521    1.8   1.65  1.45 80.   76.   58.    0.5   0.3   0.15
    79.616    1.8   1.75  1.6  78.   78.   58.    0.5   0.3   0.15
    79.618    1.7   1.75  1.65 80.   74.   56.    0.5   0.3   0.15
    79.655    1.7   1.7   1.55 82.   74.   60.    0.5   0.3   0.15
    79.671    1.75  1.75  1.45 78.   78.   60.    0.5   0.3   0.15
    79.696    1.8   1.75  1.65 82.   76.   54.    0.5   0.3   0.15
    79.824    1.8   1.65  1.6  78.   78.   56.    0.5   0.3   0.15
    79.924    1.75  1.75  1.65 80.   76.   54.    0.5   0.3   0.15
    80.020    1.8   1.75  1.45 76.   78.   58.    0.5   0.3   0.15
    80.049    1.75  1.75  1.55 78.   80.   58.    0.5   0.3   0.15
    80.063    1.75  1.75  1.6  76.   80.   60.    0.5   0.3   0.15
    80.125    1.75  1.75  1.55 78.   78.   58.    0.5   0.3   0.15
    80.149    1.75  1.7   1.55 76.   76.   58.    0.5   0.3   0.15
    80.156    1.8   1.75  1.45 82.   78.   56.    0.5   0.3   0.15
    80.175    1.8   1.65  1.55 78.   76.   58.    0.5   0.3   0.15
    80.265    1.75  1.75  1.5  80.   76.   56.    0.5   0.3   0.15
    80.268    1.8   1.7   1.6  80.   74.   54.    0.5   0.3   0.15
    80.362    1.75  1.65  1.5  76.   76.   58.    0.5   0.3   0.15
    80.481    1.8   1.7   1.5  76.   78.   58.    0.5   0.3   0.15
    80.561    1.8   1.75  1.45 80.   76.   58.    0.5   0.3   0.15
    80.650    1.75  1.7   1.55 78.   74.   54.    0.5   0.3   0.15
    80.690    1.8   1.75  1.5  80.   80.   60.    0.5   0.3   0.15
    80.746    1.8   1.75  1.65 76.   78.   58.    0.5   0.3   0.15
    80.779    1.75  1.75  1.55 82.   74.   60.    0.5   0.3   0.15
    80.837    1.8   1.65  1.6  76.   76.   58.    0.5   0.3   0.15
    80.855    1.7   1.65  1.55 82.   74.   60.    0.5   0.3   0.15
    80.871    1.7   1.75  1.65 82.   80.   54.    0.5   0.3   0.15
    80.876    1.8   1.75  1.6  80.   78.   54.    0.5   0.3   0.15
    80.896    1.8   1.7   1.45 80.   78.   54.    0.5   0.3   0.15
    80.913    1.75  1.7   1.45 82.   74.   60.    0.5   0.3   0.15
    80.941    1.75  1.65  1.65 82.   76.   60.    0.5   0.3   0.15
    81.026    1.75  1.75  1.55 80.   78.   54.    0.5   0.3   0.15
    81.039    1.8   1.7   1.5  80.   80.   58.    0.5   0.3   0.15
    81.140    1.8   1.65  1.55 76.   80.   60.    0.5   0.3   0.15
    81.149    1.7   1.7   1.55 76.   74.   58.    0.5   0.3   0.15
    81.192    1.8   1.75  1.6  82.   76.   54.    0.5   0.3   0.15
    81.196    1.8   1.7   1.65 78.   74.   54.    0.5   0.3   0.15
    81.249    1.7   1.7   1.55 78.   76.   56.    0.5   0.3   0.15
    81.289    1.7   1.7   1.45 80.   80.   56.    0.5   0.3   0.15
    81.437    1.8   1.7   1.45 80.   76.   58.    0.5   0.3   0.15
    81.672    1.8   1.75  1.45 78.   76.   60.    0.5   0.3   0.15
    81.820    1.8   1.75  1.5  82.   76.   54.    0.5   0.3   0.15
    81.823    1.8   1.75  1.65 78.   74.   58.    0.5   0.3   0.15
    81.931    1.75  1.7   1.45 80.   78.   54.    0.5   0.3   0.15
    81.937    1.8   1.65  1.65 82.   80.   54.    0.5   0.3   0.15
    82.118    1.8   1.7   1.45 78.   78.   56.    0.5   0.3   0.15
    82.189    1.75  1.75  1.5  78.   78.   56.    0.5   0.3   0.15
    82.192    1.8   1.75  1.65 76.   74.   56.    0.5   0.3   0.15
    82.196    1.7   1.65  1.45 76.   76.   58.    0.5   0.3   0.15
    82.358    1.8   1.65  1.55 82.   74.   60.    0.5   0.3   0.15
    82.378    1.7   1.75  1.55 76.   74.   56.    0.5   0.3   0.15
    82.538    1.8   1.65  1.55 78.   80.   58.    0.5   0.3   0.15
    82.590    1.75  1.75  1.65 78.   74.   56.    0.5   0.3   0.15
    82.610    1.7   1.75  1.45 78.   80.   58.    0.5   0.3   0.15
    82.632    1.8   1.7   1.55 82.   76.   54.    0.5   0.3   0.15
    82.652    1.8   1.65  1.65 78.   74.   54.    0.5   0.3   0.15
    82.710    1.8   1.65  1.6  80.   78.   56.    0.5   0.3   0.15
    82.735    1.8   1.65  1.6  82.   74.   54.    0.5   0.3   0.15
    82.785    1.75  1.65  1.5  78.   74.   54.    0.5   0.3   0.15
    82.892    1.8   1.7   1.6  76.   74.   56.    0.5   0.3   0.15
    83.027    1.7   1.65  1.45 76.   76.   60.    0.5   0.3   0.15
    83.047    1.7   1.7   1.65 80.   76.   54.    0.5   0.3   0.15
    83.063    1.7   1.65  1.45 82.   80.   54.    0.5   0.3   0.15
    83.084    1.7   1.7   1.5  76.   78.   60.    0.5   0.3   0.15
    83.171    1.8   1.65  1.5  78.   74.   54.    0.5   0.3   0.15
    83.199    1.8   1.65  1.55 80.   74.   60.    0.5   0.3   0.15
    83.301    1.8   1.65  1.55 78.   74.   54.    0.5   0.3   0.15
    83.308    1.8   1.65  1.65 80.   78.   54.    0.5   0.3   0.15
    83.590    1.7   1.75  1.55 78.   78.   60.    0.5   0.3   0.15
    83.629    1.75  1.75  1.6  82.   74.   54.    0.5   0.3   0.15
    83.641    1.7   1.75  1.45 80.   74.   56.    0.5   0.3   0.15
    83.657    1.8   1.65  1.6  76.   74.   56.    0.5   0.3   0.15
    83.736    1.75  1.75  1.45 78.   76.   60.    0.5   0.3   0.15
    83.772    1.8   1.7   1.55 78.   74.   58.    0.5   0.3   0.15
    83.817    1.7   1.75  1.65 78.   76.   56.    0.5   0.3   0.15
    84.087    1.8   1.75  1.55 78.   78.   56.    0.5   0.3   0.15
    84.172    1.7   1.7   1.6  76.   76.   58.    0.5   0.3   0.15
    84.200    1.75  1.65  1.45 78.   74.   56.    0.5   0.3   0.15
    84.325    1.7   1.75  1.6  80.   78.   56.    0.5   0.3   0.15
    84.332    1.8   1.65  1.45 80.   74.   54.    0.5   0.3   0.15
    84.363    1.75  1.75  1.6  76.   74.   56.    0.5   0.3   0.15
    84.371    1.7   1.7   1.6  78.   76.   56.    0.5   0.3   0.15
    84.401    1.75  1.65  1.45 76.   78.   60.    0.5   0.3   0.15
    84.451    1.8   1.65  1.45 78.   74.   54.    0.5   0.3   0.15
    84.493    1.8   1.75  1.5  78.   76.   56.    0.5   0.3   0.15
    84.496    1.75  1.75  1.65 80.   74.   56.    0.5   0.3   0.15
    84.498    1.8   1.75  1.65 78.   78.   56.    0.5   0.3   0.15
    84.510    1.8   1.65  1.6  80.   76.   54.    0.5   0.3   0.15
    84.515    1.75  1.65  1.5  78.   74.   56.    0.5   0.3   0.15
    84.599    1.75  1.65  1.45 80.   80.   56.    0.5   0.3   0.15
    84.708    1.75  1.75  1.5  78.   76.   56.    0.5   0.3   0.15
    84.714    1.8   1.65  1.55 76.   78.   58.    0.5   0.3   0.15
    84.802    1.8   1.7   1.45 80.   80.   60.    0.5   0.3   0.15
    84.858    1.7   1.75  1.45 76.   76.   56.    0.5   0.3   0.15
    84.959    1.8   1.75  1.65 76.   74.   58.    0.5   0.3   0.15
    85.048    1.7   1.7   1.55 76.   76.   58.    0.5   0.3   0.15
    85.078    1.7   1.7   1.65 82.   80.   54.    0.5   0.3   0.15
    85.079    1.8   1.7   1.5  82.   76.   56.    0.5   0.3   0.15
    85.566    1.75  1.7   1.5  78.   74.   58.    0.5   0.3   0.15
    85.643    1.75  1.75  1.55 76.   80.   60.    0.5   0.3   0.15
    85.755    1.8   1.65  1.6  78.   74.   54.    0.5   0.3   0.15
    85.766    1.75  1.7   1.55 76.   76.   60.    0.5   0.3   0.15
    85.803    1.75  1.7   1.45 76.   78.   58.    0.5   0.3   0.15
    85.884    1.8   1.75  1.65 80.   78.   54.    0.5   0.3   0.15
    85.985    1.8   1.65  1.5  78.   80.   60.    0.5   0.3   0.15
    86.009    1.7   1.65  1.65 82.   76.   60.    0.5   0.3   0.15
    86.018    1.8   1.75  1.5  78.   78.   58.    0.5   0.3   0.15
    86.136    1.75  1.7   1.45 78.   78.   56.    0.5   0.3   0.15
    86.258    1.8   1.75  1.6  78.   78.   56.    0.5   0.3   0.15
    86.464    1.75  1.7   1.55 80.   78.   54.    0.5   0.3   0.15
    86.592    1.75  1.75  1.65 76.   74.   56.    0.5   0.3   0.15
    86.785    1.75  1.7   1.5  78.   78.   56.    0.5   0.3   0.15
    86.962    1.7   1.75  1.55 76.   78.   60.    0.5   0.3   0.15
    87.120    1.7   1.7   1.45 76.   78.   60.    0.5   0.3   0.15
    87.127    1.7   1.65  1.6  78.   76.   56.    0.5   0.3   0.15
    87.155    1.75  1.75  1.5  76.   80.   60.    0.5   0.3   0.15
    87.178    1.8   1.65  1.5  78.   78.   56.    0.5   0.3   0.15
    87.346    1.7   1.75  1.55 80.   80.   56.    0.5   0.3   0.15
    87.441    1.8   1.7   1.5  82.   80.   56.    0.5   0.3   0.15
    87.497    1.7   1.75  1.55 82.   74.   54.    0.5   0.3   0.15
    87.550    1.75  1.75  1.5  78.   74.   54.    0.5   0.3   0.15
    87.793    1.75  1.75  1.5  78.   78.   60.    0.5   0.3   0.15
    87.844    1.75  1.65  1.45 82.   78.   56.    0.5   0.3   0.15
    87.894    1.8   1.75  1.6  76.   78.   58.    0.5   0.3   0.15
    87.923    1.75  1.65  1.5  76.   74.   56.    0.5   0.3   0.15
    87.925    1.7   1.7   1.45 80.   78.   54.    0.5   0.3   0.15
    87.978    1.75  1.65  1.45 76.   76.   58.    0.5   0.3   0.15
    88.272    1.7   1.7   1.5  80.   80.   56.    0.5   0.3   0.15
    88.322    1.75  1.75  1.5  78.   76.   54.    0.5   0.3   0.15
    88.325    1.7   1.75  1.55 80.   78.   54.    0.5   0.3   0.15
    88.336    1.8   1.75  1.45 76.   76.   56.    0.5   0.3   0.15
    88.436    1.75  1.75  1.6  80.   76.   56.    0.5   0.3   0.15
    88.447    1.7   1.65  1.5  76.   74.   58.    0.5   0.3   0.15
    88.463    1.75  1.7   1.5  78.   76.   58.    0.5   0.3   0.15
    88.567    1.7   1.75  1.6  76.   74.   56.    0.5   0.3   0.15
    88.683    1.8   1.7   1.5  76.   76.   56.    0.5   0.3   0.15
    88.736    1.75  1.75  1.55 80.   76.   56.    0.5   0.3   0.15
    88.773    1.8   1.7   1.5  78.   78.   58.    0.5   0.3   0.15
    88.787    1.75  1.75  1.6  76.   74.   58.    0.5   0.3   0.15
    88.793    1.75  1.7   1.6  76.   74.   56.    0.5   0.3   0.15
    88.832    1.75  1.65  1.5  80.   74.   56.    0.5   0.3   0.15
    88.915    1.8   1.75  1.6  78.   76.   56.    0.5   0.3   0.15
    88.987    1.8   1.75  1.55 78.   78.   58.    0.5   0.3   0.15
    89.110    1.7   1.7   1.5  78.   74.   58.    0.5   0.3   0.15
    89.151    1.8   1.75  1.55 82.   74.   54.    0.5   0.3   0.15
    89.212    1.75  1.65  1.55 76.   74.   56.    0.5   0.3   0.15
    89.263    1.8   1.65  1.55 78.   78.   56.    0.5   0.3   0.15
    89.279    1.75  1.7   1.6  78.   74.   54.    0.5   0.3   0.15
    89.468    1.8   1.75  1.65 82.   74.   54.    0.5   0.3   0.15
    89.487    1.8   1.75  1.6  76.   78.   60.    0.5   0.3   0.15
    89.531    1.8   1.75  1.55 78.   78.   60.    0.5   0.3   0.15
    89.533    1.8   1.65  1.65 76.   80.   58.    0.5   0.3   0.15
    89.584    1.75  1.7   1.5  76.   78.   58.    0.5   0.3   0.15
    89.622    1.7   1.75  1.55 76.   74.   58.    0.5   0.3   0.15
    90.057    1.75  1.65  1.5  76.   78.   58.    0.5   0.3   0.15
    90.225    1.75  1.7   1.45 78.   74.   58.    0.5   0.3   0.15
    90.285    1.7   1.65  1.5  76.   80.   60.    0.5   0.3   0.15
    90.301    1.8   1.65  1.5  76.   78.   58.    0.5   0.3   0.15
    90.427    1.75  1.75  1.6  80.   78.   54.    0.5   0.3   0.15
    90.432    1.75  1.65  1.55 78.   74.   54.    0.5   0.3   0.15
    90.603    1.8   1.7   1.45 78.   78.   58.    0.5   0.3   0.15
    90.677    1.75  1.75  1.5  80.   74.   54.    0.5   0.3   0.15
    90.714    1.7   1.7   1.5  78.   74.   54.    0.5   0.3   0.15
    90.735    1.8   1.65  1.45 78.   78.   56.    0.5   0.3   0.15
    90.743    1.8   1.75  1.5  76.   78.   58.    0.5   0.3   0.15
    90.763    1.8   1.65  1.65 82.   74.   60.    0.5   0.3   0.15
    90.789    1.75  1.7   1.45 78.   76.   58.    0.5   0.3   0.15
