   Chi^2    ('R1', 'R2', 'R3', 'Theta2', 'Theta3', 'Phi', 'q1', 'q2', 'q3')
   110.877    1.64   1.565  1.4   81.    80.    58.     0.5    0.3    0.175
   110.990    1.66  1.55  1.38 81.   80.   55.    0.5   0.3   0.1 
   113.678    1.68   1.58   1.42  81.    80.    55.     0.5    0.3    0.125
   113.752    1.66   1.565  1.38  81.    80.    57.     0.5    0.3    0.125
   114.842    1.64  1.55  1.38 81.   80.   58.    0.5   0.3   0.15
   116.348    1.68  1.58  1.38 81.   80.   56.    0.5   0.3   0.1 
   117.038    1.66  1.58  1.4  81.   80.   58.    0.5   0.3   0.15
   118.294    1.64   1.55   1.42  81.    80.    57.     0.5    0.3    0.175
   118.920    1.66  1.58  1.38 81.   80.   55.    0.5   0.3   0.15
   119.929    1.66   1.565  1.42  81.    80.    56.     0.5    0.3    0.15 
   121.782    1.62  1.55  1.4  81.   80.   56.    0.5   0.3   0.2 
   122.740    1.66   1.565  1.4   81.    80.    58.     0.5    0.3    0.125
   124.825    1.66  1.55  1.42 81.   80.   56.    0.5   0.3   0.1 
   127.093    1.64   1.565  1.42  81.    80.    55.     0.5    0.3    0.2  
   127.463    1.68  1.58  1.42 81.   80.   57.    0.5   0.3   0.1 
   127.821    1.64   1.565  1.38  81.    80.    56.     0.5    0.3    0.175
   128.199    1.66  1.58  1.38 81.   80.   56.    0.5   0.3   0.15
   128.752    1.64   1.55   1.4   81.    80.    55.     0.5    0.3    0.175
   131.528    1.66   1.565  1.4   81.    80.    55.     0.5    0.3    0.15 
   131.561    1.62   1.565  1.38  81.    80.    58.     0.5    0.3    0.2  
   132.617    1.66   1.55   1.42  81.    80.    55.     0.5    0.3    0.125
   133.201    1.66  1.58  1.38 81.   80.   57.    0.5   0.3   0.15
   133.389    1.66  1.55  1.4  81.   80.   56.    0.5   0.3   0.1 
   134.767    1.68   1.58   1.4   81.    80.    55.     0.5    0.3    0.125
   135.385    1.68  1.58  1.4  81.   80.   57.    0.5   0.3   0.1 
   135.486    1.64   1.55   1.42  81.    80.    58.     0.5    0.3    0.175
   135.983    1.66   1.58   1.42  81.    80.    55.     0.5    0.3    0.175
   136.589    1.62  1.55  1.4  81.   80.   57.    0.5   0.3   0.2 
   137.035    1.64   1.565  1.38  81.    80.    57.     0.5    0.3    0.175
   137.110    1.66   1.565  1.38  81.    80.    58.     0.5    0.3    0.125
   139.217    1.62   1.565  1.38  81.    80.    57.     0.5    0.3    0.2  
   140.785    1.68   1.58   1.42  81.    80.    56.     0.5    0.3    0.125
   141.004    1.66   1.565  1.42  81.    80.    57.     0.5    0.3    0.15 
   141.371    1.62  1.58  1.38 81.   80.   55.    0.5   0.3   0.2 
   142.191    1.64  1.58  1.4  81.   80.   58.    0.5   0.3   0.2 
   142.251    1.64   1.565  1.38  81.    80.    55.     0.5    0.3    0.175
   142.784    1.64   1.565  1.42  81.    80.    56.     0.5    0.3    0.2  
   143.904    1.66  1.55  1.38 81.   80.   56.    0.5   0.3   0.1 
   144.429    1.62  1.55  1.4  81.   80.   58.    0.5   0.3   0.2 
   145.549    1.66  1.58  1.38 81.   80.   58.    0.5   0.3   0.15
   145.948    1.64   1.55   1.4   81.    80.    56.     0.5    0.3    0.175
   146.106    1.68  1.58  1.38 81.   80.   57.    0.5   0.3   0.1 
   147.978    1.64  1.58  1.4  81.   80.   57.    0.5   0.3   0.2 
   149.920    1.66   1.55   1.4   81.    80.    55.     0.5    0.3    0.125
   150.409    1.62   1.58   1.42  81.    80.    58.     0.5    0.3    0.175
   150.746    1.66   1.565  1.4   81.    80.    56.     0.5    0.3    0.15 
   154.578    1.66   1.58   1.42  81.    80.    56.     0.5    0.3    0.175
   155.007    1.68  1.58  1.42 81.   80.   58.    0.5   0.3   0.1 
   155.272    1.64   1.565  1.38  81.    80.    58.     0.5    0.3    0.175
   155.870    1.64   1.58   1.38  81.    80.    55.     0.5    0.3    0.175
   157.542    1.66  1.55  1.42 81.   80.   57.    0.5   0.3   0.1 
   160.657    1.68   1.58   1.4   81.    80.    56.     0.5    0.3    0.125
   163.289    1.66   1.565  1.42  81.    80.    58.     0.5    0.3    0.15 
   164.038    1.68   1.58   1.38  81.    80.    55.     0.5    0.3    0.125
   164.888    1.68  1.58  1.4  81.   80.   58.    0.5   0.3   0.1 
   166.653    1.64  1.58  1.4  81.   80.   55.    0.5   0.3   0.2 
   166.877    1.66  1.55  1.4  81.   80.   57.    0.5   0.3   0.1 
   167.430    1.64   1.55   1.4   81.    80.    57.     0.5    0.3    0.175
   167.593    1.66   1.55   1.42  81.    80.    56.     0.5    0.3    0.125
   171.008    1.68   1.58   1.42  81.    80.    57.     0.5    0.3    0.125
   171.303    1.66   1.55   1.38  81.    80.    55.     0.5    0.3    0.125
   172.227    1.62   1.565  1.38  81.    80.    56.     0.5    0.3    0.2  
   172.282    1.62   1.565  1.38  81.    80.    55.     0.5    0.3    0.2  
   173.217    1.66   1.565  1.4   81.    80.    57.     0.5    0.3    0.15 
   174.226    1.68   1.565  1.42  81.    80.    55.     0.5    0.3    0.1  
   176.031    1.64   1.58   1.42  81.    80.    58.     0.5    0.3    0.175
   176.243    1.64  1.58  1.4  81.   80.   56.    0.5   0.3   0.2 
   177.296    1.66   1.565  1.38  81.    80.    55.     0.5    0.3    0.15 
   178.095    1.68  1.58  1.38 81.   80.   58.    0.5   0.3   0.1 
   180.382    1.66   1.58   1.42  81.    80.    57.     0.5    0.3    0.175
   182.496    1.66  1.55  1.38 81.   80.   57.    0.5   0.3   0.1 
   185.021    1.66   1.55   1.4   81.    80.    56.     0.5    0.3    0.125
   186.042    1.68   1.565  1.4   81.    80.    55.     0.5    0.3    0.1  
   186.503    1.64   1.565  1.42  81.    80.    58.     0.5    0.3    0.2  
   189.552    1.64   1.55   1.4   81.    80.    58.     0.5    0.3    0.175
   189.968    1.66   1.58   1.4   81.    80.    55.     0.5    0.3    0.175
   190.211    1.68   1.58   1.4   81.    80.    57.     0.5    0.3    0.125
   191.460    1.68   1.58   1.38  81.    80.    56.     0.5    0.3    0.125
   196.586    1.66   1.565  1.4   81.    80.    58.     0.5    0.3    0.15 
   197.561    1.66  1.55  1.42 81.   80.   58.    0.5   0.3   0.1 
   200.156    1.68   1.565  1.38  81.    80.    55.     0.5    0.3    0.1  
   204.238    1.68   1.58   1.42  81.    80.    58.     0.5    0.3    0.125
   206.575    1.66   1.55   1.38  81.    80.    56.     0.5    0.3    0.125
   206.795    1.66   1.565  1.38  81.    80.    56.     0.5    0.3    0.15 
   206.857    1.64   1.55   1.38  81.    80.    56.     0.5    0.3    0.175
   207.678    1.66   1.55   1.42  81.    80.    57.     0.5    0.3    0.125
   208.412    1.62  1.55  1.38 81.   80.   58.    0.5   0.3   0.2 
   210.206    1.66  1.55  1.4  81.   80.   58.    0.5   0.3   0.1 
   210.272    1.66  1.55  1.42 81.   80.   55.    0.5   0.3   0.15
   211.556    1.62  1.55  1.38 81.   80.   57.    0.5   0.3   0.2 
   212.046    1.68  1.58  1.42 81.   80.   55.    0.5   0.3   0.15
   215.731    1.66   1.58   1.4   81.    80.    56.     0.5    0.3    0.175
   217.405    1.66   1.565  1.42  81.    80.    55.     0.5    0.3    0.175
   217.874    1.68   1.565  1.42  81.    80.    56.     0.5    0.3    0.1  
   221.816    1.68   1.58   1.38  81.    80.    57.     0.5    0.3    0.125
   221.989    1.64  1.55  1.42 81.   80.   55.    0.5   0.3   0.2 
   223.654    1.68   1.58   1.4   81.    80.    58.     0.5    0.3    0.125
   226.612    1.66  1.55  1.38 81.   80.   58.    0.5   0.3   0.1 
   226.816    1.66   1.55   1.4   81.    80.    57.     0.5    0.3    0.125
   227.149    1.62  1.55  1.38 81.   80.   56.    0.5   0.3   0.2 
   228.020    1.64   1.565  1.42  81.    80.    57.     0.5    0.3    0.2  
   228.536    1.62  1.58  1.38 81.   80.   56.    0.5   0.3   0.2 
   230.584    1.64   1.55   1.38  81.    80.    57.     0.5    0.3    0.175
   232.433    1.68   1.565  1.4   81.    80.    56.     0.5    0.3    0.1  
   232.595    1.66   1.58   1.4   81.    80.    57.     0.5    0.3    0.175
   233.560    1.64   1.565  1.4   81.    80.    57.     0.5    0.3    0.2  
   238.375    1.68  1.58  1.42 81.   80.   56.    0.5   0.3   0.15
   238.495    1.68   1.565  1.42  81.    80.    55.     0.5    0.3    0.125
   239.430    1.62  1.55  1.38 81.   80.   55.    0.5   0.3   0.2 
   240.676    1.66   1.565  1.42  81.    80.    56.     0.5    0.3    0.175
   242.937    1.64   1.565  1.4   81.    80.    58.     0.5    0.3    0.2  
   244.771    1.64   1.565  1.4   81.    80.    55.     0.5    0.3    0.2  
   245.314    1.64  1.55  1.42 81.   80.   56.    0.5   0.3   0.2 
   245.741    1.66  1.55  1.42 81.   80.   56.    0.5   0.3   0.15
   249.286    1.68   1.565  1.38  81.    80.    56.     0.5    0.3    0.1  
   249.397    1.66   1.55   1.38  81.    80.    57.     0.5    0.3    0.125
   250.608    1.64   1.565  1.4   81.    80.    56.     0.5    0.3    0.2  
   250.781    1.66  1.55  1.4  81.   80.   55.    0.5   0.3   0.15
   257.585    1.66   1.55   1.42  81.    80.    58.     0.5    0.3    0.125
   257.588    1.68   1.58   1.38  81.    80.    58.     0.5    0.3    0.125
   259.935    1.64   1.55   1.38  81.    80.    58.     0.5    0.3    0.175
   261.408    1.66   1.58   1.4   81.    80.    58.     0.5    0.3    0.175
   264.500    1.66   1.565  1.38  81.    80.    57.     0.5    0.3    0.15 
   265.470    1.68  1.58  1.4  81.   80.   55.    0.5   0.3   0.15
   265.725    1.68   1.565  1.4   81.    80.    55.     0.5    0.3    0.125
   268.001    1.66   1.565  1.42  81.    80.    57.     0.5    0.3    0.175
   268.094    1.68  1.58  1.42 81.   80.   57.    0.5   0.3   0.15
   269.216    1.64   1.565  1.4   81.    80.    57.     0.5    0.3    0.175
   271.478    1.68   1.565  1.42  81.    80.    57.     0.5    0.3    0.1  
   275.940    1.64  1.55  1.42 81.   80.   57.    0.5   0.3   0.2 
   279.126    1.66   1.55   1.4   81.    80.    58.     0.5    0.3    0.125
   280.212    1.66   1.58   1.38  81.    80.    56.     0.5    0.3    0.175
   282.669    1.66   1.58   1.38  81.    80.    55.     0.5    0.3    0.175
   287.188    1.66  1.55  1.4  81.   80.   56.    0.5   0.3   0.15
   289.292    1.66  1.55  1.42 81.   80.   57.    0.5   0.3   0.15
   290.678    1.68   1.565  1.4   81.    80.    57.     0.5    0.3    0.1  
   291.024    1.68   1.565  1.42  81.    80.    56.     0.5    0.3    0.125
   292.475    1.66   1.565  1.42  81.    80.    58.     0.5    0.3    0.175
   294.174    1.64  1.58  1.38 81.   80.   58.    0.5   0.3   0.2 
   294.693    1.66   1.58   1.38  81.    80.    57.     0.5    0.3    0.175
   298.193    1.68  1.58  1.4  81.   80.   56.    0.5   0.3   0.15
   299.419    1.64   1.55   1.38  81.    80.    55.     0.5    0.3    0.175
   302.974    1.68  1.58  1.42 81.   80.   58.    0.5   0.3   0.15
   303.933    1.66   1.55   1.38  81.    80.    58.     0.5    0.3    0.125
   304.657    1.68   1.565  1.38  81.    80.    55.     0.5    0.3    0.125
   309.507    1.66  1.55  1.38 81.   80.   55.    0.5   0.3   0.15
   311.253    1.66   1.565  1.4   81.    80.    55.     0.5    0.3    0.175
   313.053    1.68   1.565  1.38  81.    80.    57.     0.5    0.3    0.1  
   315.541    1.66   1.58   1.42  81.    80.    58.     0.5    0.3    0.175
   318.083    1.66   1.58   1.38  81.    80.    58.     0.5    0.3    0.175
   318.120    1.68   1.565  1.4   81.    80.    56.     0.5    0.3    0.125
   322.222    1.64  1.58  1.38 81.   80.   57.    0.5   0.3   0.2 
   329.064    1.64   1.565  1.38  81.    80.    58.     0.5    0.3    0.15 
   329.423    1.64  1.55  1.42 81.   80.   58.    0.5   0.3   0.2 
   330.959    1.68  1.58  1.4  81.   80.   57.    0.5   0.3   0.15
   331.082    1.66  1.55  1.4  81.   80.   57.    0.5   0.3   0.15
   340.151    1.66  1.58  1.42 81.   80.   55.    0.5   0.3   0.2 
   341.115    1.68   1.565  1.42  81.    80.    58.     0.5    0.3    0.1  
   344.031    1.66  1.55  1.38 81.   80.   56.    0.5   0.3   0.15
   344.085    1.66  1.55  1.42 81.   80.   58.    0.5   0.3   0.15
   344.613    1.68  1.58  1.38 81.   80.   55.    0.5   0.3   0.15
   347.731    1.66   1.565  1.38  81.    80.    58.     0.5    0.3    0.15 
   348.115    1.66   1.565  1.4   81.    80.    56.     0.5    0.3    0.175
   357.866    1.66   1.565  1.4   81.    80.    57.     0.5    0.3    0.175
   358.512    1.68   1.565  1.38  81.    80.    56.     0.5    0.3    0.125
   360.163    1.68   1.565  1.42  81.    80.    57.     0.5    0.3    0.125
   361.021    1.66  1.58  1.42 81.   80.   57.    0.5   0.3   0.2 
   361.908    1.64  1.58  1.38 81.   80.   56.    0.5   0.3   0.2 
   362.063    1.68  1.55  1.42 81.   80.   55.    0.5   0.3   0.1 
   362.964    1.68  1.58  1.38 81.   80.   56.    0.5   0.3   0.15
   364.235    1.68   1.565  1.4   81.    80.    58.     0.5    0.3    0.1  
   367.093    1.68  1.58  1.4  81.   80.   58.    0.5   0.3   0.15
   368.894    1.64  1.55  1.4  81.   80.   56.    0.5   0.3   0.2 
   371.314    1.64  1.58  1.38 81.   80.   55.    0.5   0.3   0.2 
   372.437    1.66   1.55   1.42  81.    80.    55.     0.5    0.3    0.175
   373.714    1.66  1.58  1.42 81.   80.   56.    0.5   0.3   0.2 
   374.139    1.68   1.565  1.42  81.    80.    55.     0.5    0.3    0.15 
   376.787    1.64  1.55  1.4  81.   80.   57.    0.5   0.3   0.2 
   377.820    1.66  1.58  1.42 81.   80.   58.    0.5   0.3   0.2 
   384.012    1.68   1.565  1.4   81.    80.    57.     0.5    0.3    0.125
   386.504    1.66  1.55  1.38 81.   80.   57.    0.5   0.3   0.15
   386.600    1.66  1.55  1.4  81.   80.   58.    0.5   0.3   0.15
   387.110    1.66   1.565  1.4   81.    80.    58.     0.5    0.3    0.175
   388.978    1.68   1.565  1.38  81.    80.    58.     0.5    0.3    0.1  
   390.763    1.64  1.55  1.4  81.   80.   58.    0.5   0.3   0.2 
   393.863    1.68  1.58  1.38 81.   80.   57.    0.5   0.3   0.15
   403.274    1.68  1.55  1.4  81.   80.   55.    0.5   0.3   0.1 
   406.497    1.66   1.55   1.42  81.    80.    56.     0.5    0.3    0.175
   407.963    1.64   1.565  1.38  81.    80.    58.     0.5    0.3    0.2  
   419.900    1.64   1.565  1.38  81.    80.    57.     0.5    0.3    0.2  
   425.375    1.68   1.565  1.38  81.    80.    57.     0.5    0.3    0.125
   426.269    1.68  1.58  1.38 81.   80.   58.    0.5   0.3   0.15
   426.389    1.68   1.565  1.42  81.    80.    56.     0.5    0.3    0.15 
   427.341    1.66   1.565  1.38  81.    80.    55.     0.5    0.3    0.175
   428.294    1.68  1.55  1.38 81.   80.   55.    0.5   0.3   0.1 
   431.612    1.68   1.58   1.42  81.    80.    55.     0.5    0.3    0.175
   434.543    1.66  1.55  1.38 81.   80.   58.    0.5   0.3   0.15
   438.066    1.66   1.565  1.38  81.    80.    56.     0.5    0.3    0.175
   438.750    1.68   1.565  1.42  81.    80.    58.     0.5    0.3    0.125
   443.620    1.68   1.565  1.4   81.    80.    55.     0.5    0.3    0.15 
   447.218    1.66   1.565  1.38  81.    80.    57.     0.5    0.3    0.175
   452.198    1.66   1.55   1.42  81.    80.    57.     0.5    0.3    0.175
   452.207    1.64  1.55  1.4  81.   80.   55.    0.5   0.3   0.2 
   453.447    1.68  1.55  1.42 81.   80.   56.    0.5   0.3   0.1 
   458.991    1.68   1.565  1.4   81.    80.    58.     0.5    0.3    0.125
   460.777    1.64   1.565  1.38  81.    80.    56.     0.5    0.3    0.2  
   467.611    1.66   1.565  1.38  81.    80.    58.     0.5    0.3    0.175
   471.691    1.68   1.58   1.42  81.    80.    56.     0.5    0.3    0.175
   482.722    1.68  1.55  1.4  81.   80.   56.    0.5   0.3   0.1 
   490.850    1.68   1.55   1.42  81.    80.    55.     0.5    0.3    0.125
   494.140    1.68   1.565  1.4   81.    80.    56.     0.5    0.3    0.15 
   495.246    1.68   1.565  1.42  81.    80.    57.     0.5    0.3    0.15 
   495.341    1.68   1.565  1.38  81.    80.    58.     0.5    0.3    0.125
   503.483    1.66   1.55   1.42  81.    80.    58.     0.5    0.3    0.175
   515.672    1.66   1.565  1.42  81.    80.    55.     0.5    0.3    0.2  
   518.939    1.64   1.565  1.38  81.    80.    55.     0.5    0.3    0.2  
   528.280    1.68   1.55   1.4   81.    80.    55.     0.5    0.3    0.125
   536.294    1.68   1.565  1.38  81.    80.    55.     0.5    0.3    0.15 
   536.559    1.66   1.565  1.42  81.    80.    56.     0.5    0.3    0.2  
   537.315    1.68  1.55  1.38 81.   80.   56.    0.5   0.3   0.1 
   541.305    1.66  1.58  1.4  81.   80.   58.    0.5   0.3   0.2 
   543.768    1.66   1.565  1.42  81.    80.    57.     0.5    0.3    0.2  
   544.747    1.66   1.55   1.4   81.    80.    56.     0.5    0.3    0.175
   546.579    1.66  1.58  1.4  81.   80.   57.    0.5   0.3   0.2 
   550.853    1.68  1.55  1.42 81.   80.   57.    0.5   0.3   0.1 
   556.662    1.68   1.565  1.4   81.    80.    57.     0.5    0.3    0.15 
   558.739    1.68   1.58   1.42  81.    80.    58.     0.5    0.3    0.175
   560.872    1.66   1.565  1.42  81.    80.    58.     0.5    0.3    0.2  
   563.709    1.66   1.55   1.4   81.    80.    55.     0.5    0.3    0.175
   565.286    1.68   1.565  1.42  81.    80.    58.     0.5    0.3    0.15 
   570.264    1.64  1.55  1.38 81.   80.   58.    0.5   0.3   0.2 
   571.250    1.68   1.565  1.38  81.    80.    56.     0.5    0.3    0.15 
   571.505    1.68   1.55   1.38  81.    80.    55.     0.5    0.3    0.125
   573.040    1.64  1.55  1.38 81.   80.   57.    0.5   0.3   0.2 
   578.563    1.68   1.58   1.4   81.    80.    55.     0.5    0.3    0.175
   579.196    1.66  1.58  1.4  81.   80.   56.    0.5   0.3   0.2 
   584.191    1.68  1.55  1.4  81.   80.   57.    0.5   0.3   0.1 
   588.816    1.68   1.58   1.4   81.    80.    56.     0.5    0.3    0.175
   591.892    1.64  1.55  1.38 81.   80.   56.    0.5   0.3   0.2 
   602.128    1.68   1.55   1.42  81.    80.    56.     0.5    0.3    0.125
   602.774    1.66   1.55   1.4   81.    80.    58.     0.5    0.3    0.175
   603.077    1.68   1.58   1.4   81.    80.    57.     0.5    0.3    0.175
   605.917    1.66  1.58  1.4  81.   80.   55.    0.5   0.3   0.2 
   615.429    1.68  1.55  1.42 81.   80.   58.    0.5   0.3   0.1 
   616.078    1.68   1.565  1.4   81.    80.    58.     0.5    0.3    0.15 
   617.424    1.68  1.55  1.38 81.   80.   57.    0.5   0.3   0.1 
   618.616    1.62  1.58  1.38 81.   80.   56.    0.5   0.3   0.15
   621.358    1.66   1.55   1.38  81.    80.    56.     0.5    0.3    0.175
   628.768    1.68   1.565  1.38  81.    80.    57.     0.5    0.3    0.15 
   632.269    1.68   1.58   1.42  81.    80.    57.     0.5    0.3    0.175
   632.612    1.66   1.55   1.38  81.    80.    57.     0.5    0.3    0.175
   635.555    1.68   1.58   1.4   81.    80.    58.     0.5    0.3    0.175
   635.841    1.68   1.55   1.4   81.    80.    56.     0.5    0.3    0.125
   636.657    1.66   1.55   1.38  81.    80.    55.     0.5    0.3    0.175
   646.502    1.64  1.55  1.38 81.   80.   55.    0.5   0.3   0.2 
   647.764    1.68  1.55  1.4  81.   80.   58.    0.5   0.3   0.1 
   658.896    1.68  1.55  1.42 81.   80.   55.    0.5   0.3   0.15
   663.673    1.68   1.565  1.42  81.    80.    55.     0.5    0.3    0.175
   671.664    1.66   1.55   1.4   81.    80.    57.     0.5    0.3    0.175
   672.696    1.68   1.55   1.38  81.    80.    56.     0.5    0.3    0.125
   673.912    1.66   1.55   1.38  81.    80.    58.     0.5    0.3    0.175
   674.591    1.68   1.55   1.42  81.    80.    57.     0.5    0.3    0.125
   678.472    1.68  1.55  1.38 81.   80.   58.    0.5   0.3   0.1 
   698.981    1.68   1.565  1.42  81.    80.    56.     0.5    0.3    0.175
   704.233    1.68   1.565  1.38  81.    80.    58.     0.5    0.3    0.15 
   715.867    1.68  1.55  1.4  81.   80.   55.    0.5   0.3   0.15
   724.691    1.66   1.565  1.4   81.    80.    57.     0.5    0.3    0.2  
   725.110    1.66   1.565  1.4   81.    80.    58.     0.5    0.3    0.2  
   725.216    1.68   1.55   1.42  81.    80.    58.     0.5    0.3    0.125
   727.552    1.66  1.55  1.42 81.   80.   55.    0.5   0.3   0.2 
   731.457    1.66  1.55  1.42 81.   80.   56.    0.5   0.3   0.2 
   739.345    1.68   1.55   1.4   81.    80.    57.     0.5    0.3    0.125
   746.081    1.66   1.565  1.4   81.    80.    56.     0.5    0.3    0.2  
   749.535    1.68   1.565  1.42  81.    80.    57.     0.5    0.3    0.175
   752.083    1.68  1.55  1.42 81.   80.   56.    0.5   0.3   0.15
   752.235    1.66  1.55  1.42 81.   80.   57.    0.5   0.3   0.2 
   753.949    1.68   1.55   1.4   81.    80.    58.     0.5    0.3    0.125
   754.575    1.68   1.58   1.38  81.    80.    57.     0.5    0.3    0.175
   757.780    1.68   1.58   1.38  81.    80.    56.     0.5    0.3    0.175
   761.030    1.68  1.55  1.38 81.   80.   55.    0.5   0.3   0.15
   766.039    1.68   1.55   1.38  81.    80.    57.     0.5    0.3    0.125
   766.061    1.68   1.58   1.38  81.    80.    58.     0.5    0.3    0.175
   773.518    1.68  1.58  1.38 81.   80.   55.    0.5   0.3   0.2 
   783.152    1.68   1.58   1.38  81.    80.    55.     0.5    0.3    0.175
   786.163    1.68   1.565  1.4   81.    80.    55.     0.5    0.3    0.175
   786.723    1.68   1.565  1.4   81.    80.    56.     0.5    0.3    0.175
   786.958    1.68   1.565  1.38  81.    80.    55.     0.5    0.3    0.2  
   791.637    1.68   1.565  1.42  81.    80.    58.     0.5    0.3    0.175
   797.246    1.66   1.565  1.4   81.    80.    55.     0.5    0.3    0.2  
   798.417    1.68  1.55  1.4  81.   80.   56.    0.5   0.3   0.15
   804.368    1.66  1.55  1.42 81.   80.   58.    0.5   0.3   0.2 
   816.247    1.68   1.55   1.38  81.    80.    58.     0.5    0.3    0.125
   825.322    1.68   1.565  1.4   81.    80.    57.     0.5    0.3    0.175
   832.929    1.68  1.55  1.38 81.   80.   56.    0.5   0.3   0.15
   833.542    1.68  1.55  1.42 81.   80.   57.    0.5   0.3   0.15
   835.589    1.68  1.55  1.38 81.   80.   55.    0.5   0.3   0.2 
   838.819    1.68  1.55  1.42 81.   80.   58.    0.5   0.3   0.15
   869.211    1.68  1.55  1.4  81.   80.   57.    0.5   0.3   0.15
   886.643    1.68   1.565  1.4   81.    80.    58.     0.5    0.3    0.175
   893.626    1.68   1.55   1.42  81.    80.    55.     0.5    0.3    0.175
   903.024    1.68  1.58  1.42 81.   80.   57.    0.5   0.3   0.2 
   910.172    1.68  1.58  1.42 81.   80.   58.    0.5   0.3   0.2 
   911.836    1.68  1.55  1.38 81.   80.   57.    0.5   0.3   0.15
   915.035    1.68  1.55  1.4  81.   80.   58.    0.5   0.3   0.15
   918.853    1.66  1.55  1.4  81.   80.   57.    0.5   0.3   0.2 
   920.453    1.68   1.565  1.38  81.    80.    57.     0.5    0.3    0.175
   921.589    1.68   1.55   1.4   81.    80.    55.     0.5    0.3    0.175
   922.128    1.68  1.58  1.42 81.   80.   56.    0.5   0.3   0.2 
   922.616    1.68   1.565  1.38  81.    80.    56.     0.5    0.3    0.175
   928.152    1.66  1.55  1.4  81.   80.   56.    0.5   0.3   0.2 
   933.038    1.68  1.58  1.38 81.   80.   56.    0.5   0.3   0.2 
   934.300    1.66  1.55  1.4  81.   80.   58.    0.5   0.3   0.2 
   941.313    1.68   1.565  1.38  81.    80.    55.     0.5    0.3    0.175
   961.699    1.68   1.565  1.38  81.    80.    58.     0.5    0.3    0.175
   964.026    1.68   1.55   1.42  81.    80.    56.     0.5    0.3    0.175
   966.086    1.68  1.55  1.38 81.   80.   58.    0.5   0.3   0.15
   968.894    1.68   1.55   1.4   81.    80.    56.     0.5    0.3    0.175
   981.468    1.66  1.55  1.4  81.   80.   55.    0.5   0.3   0.2 
   987.083    1.68   1.565  1.38  81.    80.    56.     0.5    0.3    0.2  
   991.514    1.68  1.58  1.42 81.   80.   55.    0.5   0.3   0.2 
   994.547    1.66  1.58  1.38 81.   80.   58.    0.5   0.3   0.2 
  1024.345    1.68   1.55   1.42  81.    80.    57.     0.5    0.3    0.175
  1043.767    1.68  1.55  1.38 81.   80.   56.    0.5   0.3   0.2 
  1057.343    1.68   1.55   1.38  81.    80.    56.     0.5    0.3    0.175
  1065.019    1.68   1.55   1.38  81.    80.    55.     0.5    0.3    0.175
  1066.960    1.68   1.55   1.42  81.    80.    58.     0.5    0.3    0.175
  1070.954    1.68   1.55   1.4   81.    80.    57.     0.5    0.3    0.175
  1090.512    1.68   1.565  1.42  81.    80.    56.     0.5    0.3    0.2  
  1091.291    1.68   1.55   1.38  81.    80.    57.     0.5    0.3    0.175
  1102.168    1.68   1.565  1.42  81.    80.    57.     0.5    0.3    0.2  
  1108.621    1.66  1.58  1.38 81.   80.   57.    0.5   0.3   0.2 
  1111.115    1.66   1.565  1.38  81.    80.    58.     0.5    0.3    0.2  
  1132.802    1.68  1.58  1.38 81.   80.   57.    0.5   0.3   0.2 
  1137.501    1.68   1.565  1.42  81.    80.    55.     0.5    0.3    0.2  
  1159.768    1.68   1.565  1.42  81.    80.    58.     0.5    0.3    0.2  
  1184.327    1.66   1.565  1.38  81.    80.    57.     0.5    0.3    0.2  
  1188.044    1.68   1.565  1.38  81.    80.    57.     0.5    0.3    0.2  
  1199.048    1.68   1.55   1.4   81.    80.    58.     0.5    0.3    0.175
  1205.372    1.66  1.55  1.38 81.   80.   55.    0.5   0.3   0.2 
  1224.361    1.68   1.55   1.38  81.    80.    58.     0.5    0.3    0.175
  1228.193    1.68  1.58  1.4  81.   80.   58.    0.5   0.3   0.2 
  1232.078    1.68  1.55  1.38 81.   80.   57.    0.5   0.3   0.2 
  1233.035    1.68  1.55  1.42 81.   80.   56.    0.5   0.3   0.2 
  1233.084    1.66  1.55  1.38 81.   80.   58.    0.5   0.3   0.2 
  1242.811    1.66   1.565  1.38  81.    80.    56.     0.5    0.3    0.2  
  1248.048    1.66   1.565  1.38  81.    80.    55.     0.5    0.3    0.2  
  1249.032    1.68  1.55  1.42 81.   80.   55.    0.5   0.3   0.2 
  1258.273    1.66  1.55  1.38 81.   80.   57.    0.5   0.3   0.2 
  1260.351    1.66  1.58  1.38 81.   80.   56.    0.5   0.3   0.2 
  1266.904    1.66  1.55  1.38 81.   80.   56.    0.5   0.3   0.2 
  1273.281    1.66  1.58  1.38 81.   80.   55.    0.5   0.3   0.2 
  1276.664    1.68  1.55  1.42 81.   80.   57.    0.5   0.3   0.2 
  1307.581    1.68  1.58  1.4  81.   80.   57.    0.5   0.3   0.2 
  1338.988    1.68  1.58  1.38 81.   80.   58.    0.5   0.3   0.2 
  1365.232    1.68   1.565  1.4   81.    80.    58.     0.5    0.3    0.2  
  1373.506    1.68   1.565  1.38  81.    80.    58.     0.5    0.3    0.2  
  1382.391    1.68  1.55  1.4  81.   80.   55.    0.5   0.3   0.2 
  1393.829    1.68   1.565  1.4   81.    80.    57.     0.5    0.3    0.2  
  1395.632    1.68  1.58  1.4  81.   80.   56.    0.5   0.3   0.2 
  1410.777    1.68   1.565  1.4   81.    80.    55.     0.5    0.3    0.2  
  1430.991    1.68  1.58  1.4  81.   80.   55.    0.5   0.3   0.2 
