#T(K)  # Magnetic Field (Tesla), Moment (muB/mol),
20.0   3.57109	3.14797
20.0   3.7154	3.22445
20.0   3.86251	3.29883
20.0   4.0125	3.37121
20.0   4.16534	3.44103
20.0   4.32103	3.50919
20.0   4.47961	3.57466
20.0   4.64102	3.63803
20.0   4.80527	3.69888
20.0   4.97238	3.75802
20.0   5.14238	3.81431
20.0   5.31521	3.86912
20.0   5.49093	3.92132
20.0   5.66948	3.97189
20.0   5.8509	4.01847
20.0   6.03515	4.06511
20.0   6.22228	4.10936
20.0   6.41226	4.15198
20.0   6.6051	4.19262
20.0   6.80077	4.23155
20.0   6.99932	4.26905
20.0   7.20076	4.30483
20.0   7.40501	4.33894
20.0   7.61212	4.37143
20.0   7.82211	4.40312
20.0   8.03495	4.43326
20.0   8.25063	4.46185
20.0   8.46919	4.48966
20.0   8.69059	4.51621
20.0   8.91485	4.54086
20.0   9.14198	4.56534
20.0   9.37196	4.58932
20.0   9.60478	4.61122
20.0   9.84048	4.63264
20.0   10.07902	4.6534
20.0   10.32043	4.67347
20.0   10.56464	4.69365
20.0   10.81179	4.712
20.0   11.06178	4.72957
20.0   11.31461	4.74658
20.0   11.57027	4.76346
20.0   11.82883	4.77919
20.0   12.09024	4.79512
20.0   12.3545	4.8102
20.0   12.62159	4.82452
20.0   12.8916	4.83912
20.0   13.16441	4.85267
20.0   13.44011	4.8665
20.0   13.71864	4.87983
20.0   14.00004	4.8924
40.0   7.1112E-6	-9.79964E-4
40.0   0.13063	0.07133
40.0   0.26126	0.14112
40.0   0.39189	0.21503
40.0   0.52251	0.28837
40.0   0.65314	0.3614
40.0   0.78377	0.43398
40.0   0.91439	0.50612
40.0   1.04502	0.57824
40.0   1.17565	0.64994
40.0   1.30627	0.72106
40.0   1.4369	0.79201
40.0   1.56753	0.86216
40.0   1.69815	0.93206
40.0   1.82878	1.00149
40.0   1.95941	1.07011
40.0   2.09003	1.13851
40.0   2.22066	1.20606
40.0   2.35129	1.27315
40.0   2.48191	1.33935
40.0   2.61254	1.4051
40.0   2.74317	1.47011
40.0   2.87379	1.54563
40.0   3.00442	1.59696
40.0   3.13505	1.6602
40.0   3.26567	1.72227
40.0   3.3963	1.78321
40.0   3.52693	1.8439
40.0   3.65755	1.90353
40.0   3.78818	1.96246
40.0   3.91881	2.02034
40.0   4.04943	2.07748
