   Chi^2    ('R1', 'R2', 'R3', 'Theta2', 'Theta3', 'Phi', 'q1', 'q2', 'q3')
    42.776    1.65  1.6   1.5  79.   75.   55.    0.5   0.3   0.2 
    43.366    1.65  1.6   1.5  81.   77.5  55.    0.5   0.3   0.2 
    43.826    1.65   1.6    1.5   81.    80.    58.333  0.5    0.3    0.2  
    44.279    1.65   1.55   1.45  79.    75.    58.333  0.5    0.3    0.15 
    44.536    1.65  1.55  1.45 79.   80.   55.    0.5   0.3   0.15
    45.251    1.65   1.55   1.5   79.    75.    58.333  0.5    0.3    0.15 
    45.772    1.65  1.55  1.4  79.   75.   55.    0.5   0.3   0.15
    45.887    1.65  1.6   1.5  81.   80.   55.    0.5   0.3   0.2 
    46.799    1.65   1.6    1.45  79.    75.    61.667  0.5    0.3    0.2  
    47.052    1.65  1.6   1.45 79.   80.   65.    0.5   0.3   0.2 
    47.236    1.65   1.6    1.45  79.    75.    58.333  0.5    0.3    0.2  
    47.606    1.65  1.6   1.5  79.   75.   65.    0.5   0.3   0.25
    50.574    1.65   1.6    1.5   79.    75.    58.333  0.5    0.3    0.25 
    50.920    1.65  1.55  1.5  79.   75.   55.    0.5   0.3   0.2 
    51.100    1.65  1.6   1.5  79.   75.   55.    0.5   0.3   0.25
    52.467    1.65  1.6   1.5  79.   77.5  55.    0.5   0.3   0.25
    53.726    1.65   1.6    1.5   79.    77.5   58.333  0.5    0.3    0.25 
    56.051    1.65  1.55  1.45 81.   77.5  55.    0.5   0.3   0.15
    57.661    1.65   1.6    1.45  79.    80.    61.667  0.5    0.3    0.2  
    58.103    1.65  1.55  1.4  79.   77.5  55.    0.5   0.3   0.15
    60.544    1.65  1.6   1.5  81.   75.   65.    0.5   0.3   0.25
    61.493    1.65  1.6   1.45 81.   77.5  65.    0.5   0.3   0.2 
    62.510    1.65   1.6    1.5   79.    75.    61.667  0.5    0.3    0.25 
    62.672    1.65   1.55   1.5   81.    75.    58.333  0.5    0.3    0.15 
    63.419    1.65   1.6    1.5   81.    75.    58.333  0.5    0.3    0.25 
    64.308    1.65  1.55  1.5  81.   80.   55.    0.5   0.3   0.15
    64.943    1.65   1.6    1.45  81.    77.5   58.333  0.5    0.3    0.2  
    65.664    1.65   1.6    1.45  81.    77.5   61.667  0.5    0.3    0.2  
    66.484    1.65  1.6   1.45 81.   80.   55.    0.5   0.3   0.2 
    67.315    1.65  1.55  1.4  81.   75.   55.    0.5   0.3   0.15
    67.740    1.65   1.55   1.45  81.    75.    58.333  0.5    0.3    0.15 
    67.993    1.65   1.55   1.5   79.    77.5   58.333  0.5    0.3    0.15 
    70.170    1.65  1.6   1.5  79.   77.5  65.    0.5   0.3   0.25
    70.494    1.65  1.55  1.5  79.   77.5  55.    0.5   0.3   0.2 
    70.905    1.65   1.55   1.4   79.    75.    58.333  0.5    0.3    0.15 
    71.121    1.65  1.6   1.5  81.   75.   55.    0.5   0.3   0.25
    71.377    1.65   1.6    1.45  79.    80.    58.333  0.5    0.3    0.2  
    72.399    1.65   1.55   1.45  79.    77.5   58.333  0.5    0.3    0.15 
    74.530    1.65  1.6   1.4  81.   75.   65.    0.5   0.3   0.2 
    75.127    1.65   1.6    1.4   79.    77.5   58.333  0.5    0.3    0.2  
    77.287    1.65  1.6   1.5  79.   80.   55.    0.5   0.3   0.25
    78.235    1.65   1.6    1.4   79.    75.    58.333  0.5    0.3    0.2  
    81.097    1.65   1.55   1.5   79.    75.    58.333  0.5    0.3    0.2  
    82.671    1.65  1.6   1.4  79.   75.   65.    0.5   0.3   0.2 
    83.154    1.65   1.55   1.5   79.    75.    61.667  0.5    0.3    0.15 
    83.284    1.65   1.55   1.45  79.    75.    61.667  0.5    0.3    0.15 
    83.758    1.65  1.6   1.4  79.   77.5  65.    0.5   0.3   0.2 
    86.613    1.65   1.6    1.4   79.    75.    61.667  0.5    0.3    0.2  
    88.881    1.65   1.6    1.5   79.    77.5   61.667  0.5    0.3    0.25 
    89.157    1.65  1.55  1.5  81.   75.   55.    0.5   0.3   0.2 
    89.839    1.65   1.6    1.5   81.    75.    61.667  0.5    0.3    0.25 
    92.441    1.65  1.6   1.45 81.   80.   65.    0.5   0.3   0.2 
    95.725    1.65  1.6   1.5  81.   77.5  55.    0.5   0.3   0.25
    97.306    1.65  1.6   1.4  79.   75.   55.    0.5   0.3   0.2 
    97.837    1.65  1.55  1.4  79.   80.   55.    0.5   0.3   0.15
   100.186    1.65  1.55  1.45 81.   80.   55.    0.5   0.3   0.15
   100.412    1.65   1.55   1.5   79.    80.    58.333  0.5    0.3    0.15 
   100.497    1.65   1.55   1.5   81.    77.5   58.333  0.5    0.3    0.15 
   101.239    1.65   1.55   1.5   81.    75.    61.667  0.5    0.3    0.15 
   103.414    1.65   1.55   1.4   81.    75.    58.333  0.5    0.3    0.15 
   103.633    1.65   1.55   1.4   79.    77.5   58.333  0.5    0.3    0.15 
   105.434    1.65   1.55   1.45  81.    75.    61.667  0.5    0.3    0.15 
   105.632    1.65   1.6    1.4   79.    77.5   61.667  0.5    0.3    0.2  
   106.077    1.65  1.6   1.4  79.   77.5  55.    0.5   0.3   0.2 
   107.196    1.65   1.6    1.4   81.    75.    58.333  0.5    0.3    0.2  
   107.485    1.65   1.55   1.4   79.    75.    61.667  0.5    0.3    0.15 
   108.324    1.65  1.6   1.5  79.   80.   65.    0.5   0.3   0.25
   109.030    1.65   1.55   1.5   79.    75.    61.667  0.5    0.3    0.2  
   111.034    1.65   1.6    1.5   79.    80.    58.333  0.5    0.3    0.25 
   111.391    1.65   1.6    1.5   81.    77.5   58.333  0.5    0.3    0.25 
   113.082    1.65  1.55  1.4  79.   75.   65.    0.5   0.3   0.15
   114.024    1.65   1.55   1.5   79.    77.5   61.667  0.5    0.3    0.15 
   114.536    1.65  1.55  1.5  79.   80.   55.    0.5   0.3   0.2 
   117.075    1.65  1.55  1.4  81.   77.5  55.    0.5   0.3   0.15
   117.295    1.65  1.55  1.45 79.   75.   65.    0.5   0.3   0.15
   118.583    1.65   1.6    1.4   81.    75.    61.667  0.5    0.3    0.2  
   119.242    1.65   1.55   1.45  81.    77.5   58.333  0.5    0.3    0.15 
   120.028    1.65   1.55   1.45  79.    80.    58.333  0.5    0.3    0.15 
   120.589    1.65  1.6   1.4  81.   77.5  65.    0.5   0.3   0.2 
   120.603    1.65  1.6   1.5  81.   77.5  65.    0.5   0.3   0.25
   121.470    1.65   1.55   1.5   79.    77.5   58.333  0.5    0.3    0.2  
   122.528    1.65   1.55   1.45  79.    77.5   61.667  0.5    0.3    0.15 
   125.263    1.65  1.55  1.5  79.   75.   65.    0.5   0.3   0.2 
   127.447    1.65   1.55   1.5   81.    75.    58.333  0.5    0.3    0.2  
   136.516    1.65   1.55   1.4   81.    75.    61.667  0.5    0.3    0.15 
   137.088    1.65   1.6    1.4   79.    80.    58.333  0.5    0.3    0.2  
   138.108    1.65   1.6    1.5   81.    77.5   61.667  0.5    0.3    0.25 
   138.606    1.65   1.6    1.45  81.    80.    58.333  0.5    0.3    0.2  
   140.047    1.65  1.6   1.4  79.   80.   55.    0.5   0.3   0.2 
   140.323    1.65  1.55  1.5  79.   75.   65.    0.5   0.3   0.15
   143.777    1.65   1.6    1.45  81.    80.    61.667  0.5    0.3    0.2  
   144.591    1.65  1.55  1.5  81.   77.5  55.    0.5   0.3   0.2 
   146.035    1.65  1.6   1.4  81.   80.   55.    0.5   0.3   0.25
   150.681    1.65   1.6    1.5   79.    80.    61.667  0.5    0.3    0.25 
   152.675    1.65   1.6    1.4   81.    77.5   58.333  0.5    0.3    0.2  
   153.206    1.65   1.55   1.5   79.    80.    61.667  0.5    0.3    0.15 
   153.927    1.65   1.55   1.5   81.    75.    61.667  0.5    0.3    0.2  
   154.030    1.65   1.55   1.5   81.    77.5   61.667  0.5    0.3    0.15 
   154.512    1.65   1.6    1.4   81.    77.5   61.667  0.5    0.3    0.2  
   154.579    1.65  1.6   1.4  79.   80.   65.    0.5   0.3   0.2 
   157.076    1.65  1.55  1.45 79.   75.   55.    0.5   0.3   0.2 
   160.122    1.65   1.55   1.4   79.    77.5   61.667  0.5    0.3    0.15 
   160.201    1.65  1.6   1.4  81.   75.   55.    0.5   0.3   0.2 
   161.905    1.65  1.6   1.5  81.   80.   55.    0.5   0.3   0.25
   163.562    1.65   1.55   1.5   79.    77.5   61.667  0.5    0.3    0.2  
   167.658    1.65   1.55   1.5   81.    80.    58.333  0.5    0.3    0.15 
   170.286    1.65   1.6    1.4   79.    80.    61.667  0.5    0.3    0.2  
   172.586    1.65   1.55   1.4   79.    80.    58.333  0.5    0.3    0.15 
   172.839    1.65  1.6   1.4  81.   77.5  55.    0.5   0.3   0.2 
   172.975    1.65  1.55  1.45 79.   75.   65.    0.5   0.3   0.2 
   174.486    1.65   1.55   1.4   81.    77.5   58.333  0.5    0.3    0.15 
   174.788    1.65   1.55   1.45  81.    77.5   61.667  0.5    0.3    0.15 
   178.979    1.65  1.55  1.4  81.   75.   65.    0.5   0.3   0.15
   179.353    1.65  1.55  1.45 81.   75.   65.    0.5   0.3   0.15
   180.666    1.65  1.6   1.45 79.   75.   65.    0.5   0.3   0.25
   182.076    1.65  1.55  1.4  81.   80.   55.    0.5   0.3   0.25
   182.620    1.65   1.55   1.45  79.    80.    61.667  0.5    0.3    0.15 
   183.231    1.65  1.6   1.5  81.   80.   65.    0.5   0.3   0.25
   183.703    1.65  1.55  1.45 79.   77.5  55.    0.5   0.3   0.2 
   186.503    1.65   1.55   1.45  79.    75.    58.333  0.5    0.3    0.2  
   189.184    1.65   1.55   1.5   79.    80.    58.333  0.5    0.3    0.2  
   195.131    1.65  1.55  1.4  81.   80.   55.    0.5   0.3   0.15
   195.392    1.65  1.55  1.5  81.   75.   65.    0.5   0.3   0.15
   195.471    1.65   1.55   1.45  79.    75.    61.667  0.5    0.3    0.2  
   199.223    1.65  1.55  1.45 81.   75.   55.    0.5   0.3   0.2 
   199.436    1.65  1.55  1.45 79.   77.5  65.    0.5   0.3   0.15
   200.198    1.65  1.6   1.45 81.   75.   65.    0.5   0.3   0.25
   200.556    1.65  1.55  1.4  79.   77.5  65.    0.5   0.3   0.15
   201.043    1.65   1.55   1.5   81.    77.5   58.333  0.5    0.3    0.2  
   202.870    1.65  1.6   1.45 79.   77.5  65.    0.5   0.3   0.25
   204.935    1.65   1.6    1.5   81.    80.    58.333  0.5    0.3    0.25 
   209.944    1.65   1.55   1.45  81.    80.    58.333  0.5    0.3    0.15 
   210.909    1.65  1.55  1.5  81.   75.   65.    0.5   0.3   0.2 
   213.755    1.65  1.5   1.5  81.   80.   65.    0.5   0.3   0.2 
   215.256    1.65  1.6   1.4  81.   77.5  55.    0.5   0.3   0.25
   218.075    1.65  1.55  1.5  81.   80.   55.    0.5   0.3   0.2 
   219.446    1.65  1.55  1.5  79.   77.5  65.    0.5   0.3   0.15
   223.017    1.65  1.5   1.4  81.   80.   65.    0.5   0.3   0.15
   225.055    1.65  1.55  1.5  79.   77.5  65.    0.5   0.3   0.2 
   225.082    1.65   1.55   1.4   81.    77.5   61.667  0.5    0.3    0.15 
   225.862    1.65  1.5   1.45 81.   80.   65.    0.5   0.3   0.15
   225.985    1.65  1.55  1.4  81.   77.5  55.    0.5   0.3   0.25
   227.051    1.65   1.55   1.5   81.    80.    61.667  0.5    0.3    0.15 
   232.451    1.65  1.6   1.4  79.   80.   55.    0.5   0.3   0.25
   233.444    1.65  1.5   1.5  81.   77.5  65.    0.5   0.3   0.2 
   234.714    1.65  1.55  1.5  79.   75.   55.    0.5   0.3   0.25
   235.977    1.65   1.6    1.45  79.    75.    61.667  0.5    0.3    0.25 
   238.387    1.65   1.55   1.45  79.    77.5   58.333  0.5    0.3    0.2  
   239.043    1.65  1.6   1.4  81.   80.   65.    0.5   0.3   0.2 
   243.197    1.65  1.5   1.45 81.   77.5  65.    0.5   0.3   0.15
   243.210    1.65  1.5   1.5  81.   80.   65.    0.5   0.3   0.15
   246.310    1.65   1.55   1.5   81.    77.5   61.667  0.5    0.3    0.2  
   246.318    1.65  1.55  1.4  79.   80.   55.    0.5   0.3   0.25
   246.408    1.65   1.55   1.5   79.    80.    61.667  0.5    0.3    0.2  
   247.826    1.65  1.5   1.4  81.   77.5  65.    0.5   0.3   0.15
   248.003    1.65   1.6    1.45  79.    77.5   58.333  0.5    0.3    0.25 
   248.114    1.65  1.55  1.5  81.   77.5  65.    0.5   0.3   0.15
   250.052    1.65  1.5   1.5  81.   75.   65.    0.5   0.3   0.2 
   250.518    1.65   1.55   1.4   79.    80.    61.667  0.5    0.3    0.15 
   252.316    1.65  1.6   1.4  81.   80.   55.    0.5   0.3   0.2 
   253.637    1.65   1.55   1.45  81.    75.    58.333  0.5    0.3    0.2  
   254.602    1.65  1.55  1.45 81.   77.5  65.    0.5   0.3   0.15
   255.836    1.65   1.55   1.45  81.    75.    61.667  0.5    0.3    0.2  
   257.506    1.65  1.5   1.5  81.   77.5  65.    0.5   0.3   0.15
   258.468    1.65  1.55  1.5  79.   75.   65.    0.5   0.3   0.25
   258.926    1.65  1.55  1.45 79.   80.   55.    0.5   0.3   0.2 
   259.426    1.65  1.5   1.45 81.   75.   65.    0.5   0.3   0.15
   261.374    1.65   1.55   1.45  79.    77.5   61.667  0.5    0.3    0.2  
   261.916    1.65   1.6    1.45  79.    75.    58.333  0.5    0.3    0.25 
   262.216    1.65  1.55  1.45 79.   77.5  65.    0.5   0.3   0.2 
   262.376    1.65  1.55  1.45 81.   75.   65.    0.5   0.3   0.2 
   263.008    1.65  1.5   1.45 81.   80.   65.    0.5   0.3   0.2 
   265.986    1.65  1.5   1.4  81.   75.   65.    0.5   0.3   0.15
   268.716    1.65   1.6    1.45  79.    77.5   61.667  0.5    0.3    0.25 
   269.667    1.65   1.6    1.5   81.    80.    61.667  0.5    0.3    0.25 
   269.861    1.65  1.5   1.5  81.   75.   65.    0.5   0.3   0.15
   275.502    1.65   1.6    1.4   81.    80.    58.333  0.5    0.3    0.2  
   278.074    1.65  1.55  1.4  81.   75.   55.    0.5   0.3   0.25
   281.463    1.65  1.55  1.4  81.   77.5  65.    0.5   0.3   0.15
   282.290    1.65  1.55  1.5  79.   80.   65.    0.5   0.3   0.15
   287.768    1.65  1.6   1.45 81.   77.5  65.    0.5   0.3   0.25
   288.113    1.65  1.55  1.45 79.   80.   65.    0.5   0.3   0.15
   288.215    1.65  1.5   1.45 81.   77.5  65.    0.5   0.3   0.2 
   289.879    1.65   1.55   1.45  81.    80.    61.667  0.5    0.3    0.15 
   295.473    1.65  1.6   1.45 79.   80.   65.    0.5   0.3   0.25
   299.396    1.65  1.55  1.4  79.   75.   55.    0.5   0.3   0.2 
   301.456    1.65   1.6    1.4   81.    80.    61.667  0.5    0.3    0.2  
   302.028    1.65  1.55  1.5  81.   77.5  65.    0.5   0.3   0.2 
   303.045    1.65  1.6   1.4  81.   75.   55.    0.5   0.3   0.25
   304.198    1.65   1.6    1.45  81.    75.    61.667  0.5    0.3    0.25 
   305.468    1.65  1.5   1.45 81.   75.   65.    0.5   0.3   0.2 
   306.108    1.65   1.55   1.4   81.    80.    58.333  0.5    0.3    0.15 
   310.844    1.65  1.55  1.45 81.   77.5  55.    0.5   0.3   0.2 
   311.721    1.65   1.6    1.4   81.    80.    58.333  0.5    0.3    0.25 
   316.195    1.65  1.55  1.5  79.   77.5  55.    0.5   0.3   0.25
   326.309    1.65   1.55   1.5   79.    75.    61.667  0.5    0.3    0.25 
   328.862    1.65  1.55  1.5  81.   75.   55.    0.5   0.3   0.25
   329.338    1.65  1.55  1.5  81.   80.   65.    0.5   0.3   0.15
   329.971    1.65   1.55   1.5   81.    80.    58.333  0.5    0.3    0.2  
   331.618    1.65  1.5   1.4  81.   80.   55.    0.5   0.3   0.25
   331.628    1.65  1.55  1.4  79.   80.   65.    0.5   0.3   0.15
   332.425    1.65  1.55  1.5  79.   80.   65.    0.5   0.3   0.2 
   335.357    1.65  1.55  1.4  79.   75.   65.    0.5   0.3   0.2 
   343.222    1.65   1.55   1.45  79.    80.    58.333  0.5    0.3    0.2  
   351.060    1.65  1.55  1.4  79.   77.5  55.    0.5   0.3   0.25
   354.596    1.65   1.6    1.45  79.    80.    61.667  0.5    0.3    0.25 
   357.749    1.65  1.5   1.5  81.   80.   65.    0.5   0.3   0.25
   358.920    1.65   1.6    1.45  81.    75.    58.333  0.5    0.3    0.25 
   363.458    1.65  1.6   1.4  79.   77.5  55.    0.5   0.3   0.25
   364.476    1.65   1.6    1.45  79.    80.    58.333  0.5    0.3    0.25 
   369.938    1.65   1.6    1.45  81.    77.5   61.667  0.5    0.3    0.25 
   374.261    1.65  1.55  1.45 81.   77.5  65.    0.5   0.3   0.2 
   378.151    1.65  1.55  1.45 81.   80.   65.    0.5   0.3   0.15
   378.282    1.65  1.55  1.5  79.   77.5  65.    0.5   0.3   0.25
   380.271    1.65  1.5   1.5  81.   77.5  65.    0.5   0.3   0.25
   381.030    1.65   1.55   1.45  81.    77.5   58.333  0.5    0.3    0.2  
   382.647    1.65   1.55   1.4   81.    80.    61.667  0.5    0.3    0.15 
   384.364    1.65   1.55   1.5   79.    75.    58.333  0.5    0.3    0.25 
   390.491    1.65   1.55   1.5   81.    80.    61.667  0.5    0.3    0.2  
   390.710    1.65  1.55  1.4  81.   75.   55.    0.5   0.3   0.2 
   393.127    1.65  1.5   1.5  81.   75.   65.    0.5   0.3   0.25
   393.758    1.65  1.55  1.45 79.   80.   65.    0.5   0.3   0.2 
   396.476    1.65   1.55   1.45  81.    77.5   61.667  0.5    0.3    0.2  
   397.560    1.65   1.55   1.45  79.    80.    61.667  0.5    0.3    0.2  
   398.125    1.65  1.55  1.4  79.   77.5  55.    0.5   0.3   0.2 
   399.264    1.65  1.5   1.4  81.   77.5  55.    0.5   0.3   0.25
   400.853    1.65  1.55  1.5  81.   75.   65.    0.5   0.3   0.25
   404.072    1.65  1.5   1.4  79.   80.   55.    0.5   0.3   0.25
   404.864    1.65  1.5   1.5  79.   75.   65.    0.5   0.3   0.2 
   407.406    1.65   1.6    1.4   81.    77.5   58.333  0.5    0.3    0.25 
   409.694    1.65   1.55   1.4   79.    75.    58.333  0.5    0.3    0.2  
   414.271    1.65  1.5   1.5  79.   77.5  65.    0.5   0.3   0.2 
   414.574    1.65  1.5   1.5  79.   80.   65.    0.5   0.3   0.2 
   414.932    1.65  1.5   1.45 79.   75.   65.    0.5   0.3   0.15
   422.728    1.65   1.6    1.45  81.    77.5   58.333  0.5    0.3    0.25 
   426.621    1.65  1.5   1.45 79.   77.5  65.    0.5   0.3   0.15
   428.132    1.65  1.6   1.45 81.   80.   65.    0.5   0.3   0.25
   428.575    1.65  1.5   1.45 79.   80.   65.    0.5   0.3   0.15
   429.057    1.65  1.5   1.5  79.   75.   65.    0.5   0.3   0.15
   430.135    1.65  1.5   1.4  79.   75.   65.    0.5   0.3   0.15
