   Chi^2    ('R1', 'R2', 'R3', 'Theta2', 'Theta3', 'Phi', 'q1', 'q2', 'q3')
     6.043    1.65  1.6   1.5  85.   75.   60.    0.5   0.3   0.15
     6.053    1.6   1.6   1.6  85.   85.   55.    0.5   0.35  0.2 
     6.089    1.7   1.5   1.5  75.   85.   65.    0.5   0.2   0.15
     6.147    1.65  1.6   1.6  75.   85.   55.    0.5   0.3   0.25
     6.398    1.65  1.6   1.5  80.   80.   60.    0.5   0.3   0.15
     6.641    1.65  1.6   1.5  75.   85.   55.    0.5   0.3   0.2 
     6.721    1.6   1.6   1.5  80.   85.   55.    0.5   0.35  0.2 
     6.777    1.65  1.6   1.5  85.   75.   55.    0.5   0.3   0.15
     7.045    1.7   1.5   1.5  75.   80.   65.    0.5   0.2   0.15
     7.194    1.65  1.6   1.5  80.   75.   60.    0.5   0.3   0.15
     7.206    1.7   1.4   1.5  75.   85.   65.    0.5   0.15  0.15
     7.210    1.6   1.5   1.5  85.   85.   65.    0.5   0.25  0.2 
     7.233    1.65  1.6   1.6  80.   75.   65.    0.5   0.3   0.2 
     7.373    1.65  1.6   1.6  85.   75.   60.    0.5   0.3   0.2 
     7.380    1.7  1.5  1.6 75.  80.  65.   0.5  0.2  0.2
     7.384    1.7   1.4   1.6  75.   85.   65.    0.5   0.15  0.2 
     7.445    1.65  1.5   1.6  75.   80.   55.    0.5   0.25  0.25
     7.549    1.65  1.6   1.6  80.   85.   60.    0.5   0.3   0.2 
     7.708    1.65  1.6   1.4  75.   80.   60.    0.5   0.3   0.15
     7.773    1.6   1.6   1.4  80.   85.   55.    0.5   0.35  0.15
     7.780    1.65  1.6   1.6  75.   80.   60.    0.5   0.3   0.25
     7.823    1.6   1.5   1.4  85.   85.   65.    0.5   0.25  0.15
     8.074    1.6   1.6   1.5  85.   85.   55.    0.5   0.35  0.15
     8.322    1.65  1.6   1.6  85.   75.   55.    0.5   0.3   0.2 
     8.331    1.6   1.6   1.6  85.   80.   55.    0.5   0.35  0.25
     8.337    1.6   1.6   1.6  85.   80.   55.    0.5   0.35  0.2 
     8.368    1.7   1.4   1.5  75.   85.   60.    0.5   0.15  0.15
     8.526    1.6   1.5   1.6  85.   85.   65.    0.5   0.25  0.25
     8.602    1.7   1.4   1.6  75.   85.   60.    0.5   0.15  0.2 
     8.622    1.65  1.6   1.5  80.   75.   65.    0.5   0.3   0.15
     8.895    1.65  1.6   1.5  80.   85.   60.    0.5   0.3   0.15
     8.942    1.65  1.5   1.5  85.   75.   55.    0.5   0.25  0.15
     9.163    1.7   1.4   1.5  75.   80.   65.    0.5   0.15  0.15
     9.179    1.65  1.6   1.5  75.   80.   60.    0.5   0.3   0.2 
     9.191    1.65  1.5   1.6  80.   75.   60.    0.5   0.25  0.2 
     9.297    1.7   1.4   1.6  75.   80.   65.    0.5   0.15  0.2 
     9.343    1.65  1.6   1.6  85.   80.   55.    0.5   0.3   0.2 
     9.404    1.7   1.5   1.6  85.   75.   65.    0.5   0.3   0.25
     9.734    1.7  1.5  1.6 75.  75.  65.   0.5  0.2  0.2
     9.781    1.65  1.5   1.4  75.   85.   55.    0.5   0.25  0.15
     9.883    1.65  1.5   1.6  75.   85.   55.    0.5   0.25  0.25
    10.002    1.7  1.5  1.5 85.  75.  65.   0.5  0.3  0.2
    10.044    1.7   1.5   1.5  75.   75.   65.    0.5   0.2   0.15
    10.320    1.65  1.5   1.4  75.   80.   55.    0.5   0.25  0.15
    10.363    1.65  1.5   1.5  75.   80.   55.    0.5   0.25  0.2 
    10.487    1.65  1.5   1.5  80.   75.   60.    0.5   0.25  0.15
    10.684    1.65  1.5   1.6  85.   75.   55.    0.5   0.25  0.15
    10.911    1.6   1.5   1.4  85.   85.   60.    0.5   0.25  0.15
    10.924    1.65  1.6   1.5  85.   85.   55.    0.5   0.3   0.15
    11.058    1.6   1.5   1.6  85.   85.   60.    0.5   0.25  0.25
    11.248    1.6   1.6   1.6  85.   75.   60.    0.5   0.35  0.25
    11.248    1.7   1.5   1.5  75.   85.   60.    0.5   0.2   0.15
    11.351    1.6   1.4   1.6  85.   85.   55.    0.5   0.2   0.25
    11.354    1.7   1.5   1.6  85.   80.   65.    0.5   0.3   0.25
    11.666    1.7   1.5   1.5  75.   80.   60.    0.5   0.2   0.15
    11.722    1.65  1.5   1.6  75.   75.   65.    0.5   0.25  0.25
    11.920    1.65  1.5   1.6  80.   75.   55.    0.5   0.25  0.15
    12.020    1.65  1.5   1.6  75.   85.   55.    0.5   0.25  0.2 
    12.079    1.7  1.5  1.6 75.  85.  60.   0.5  0.2  0.2
    12.469    1.65  1.5   1.5  75.   85.   55.    0.5   0.25  0.2 
    12.573    1.65  1.5   1.5  80.   85.   55.    0.5   0.25  0.15
    12.643    1.65  1.6   1.4  80.   75.   60.    0.5   0.3   0.15
    12.814    1.65  1.6   1.6  80.   75.   55.    0.5   0.3   0.2 
    12.869    1.7   1.4   1.5  75.   80.   60.    0.5   0.15  0.15
    13.037    1.7  1.5  1.6 75.  80.  60.   0.5  0.2  0.2
    13.093    1.6   1.5   1.5  85.   85.   60.    0.5   0.25  0.2 
    13.133    1.65  1.5   1.6  80.   80.   55.    0.5   0.25  0.15
    13.155    1.65  1.6   1.6  75.   75.   65.    0.5   0.3   0.25
    13.205    1.65  1.5   1.6  80.   85.   55.    0.5   0.25  0.2 
    13.316    1.65  1.4   1.5  80.   75.   55.    0.5   0.2   0.15
    13.354    1.7   1.4   1.6  75.   80.   60.    0.5   0.15  0.2 
    13.420    1.6   1.5   1.5  85.   80.   65.    0.5   0.25  0.2 
    13.464    1.65  1.4   1.5  80.   80.   65.    0.5   0.15  0.25
    13.499    1.7   1.4   1.6  75.   85.   55.    0.5   0.15  0.2 
    13.676    1.6   1.6   1.5  85.   80.   55.    0.5   0.35  0.15
    13.703    1.6   1.6   1.6  85.   85.   55.    0.5   0.35  0.25
    13.756    1.65  1.6   1.6  85.   85.   55.    0.5   0.3   0.15
    13.894    1.7   1.4   1.6  75.   75.   65.    0.5   0.15  0.2 
    13.938    1.6   1.4   1.4  85.   85.   55.    0.5   0.2   0.15
    13.989    1.6   1.4   1.6  85.   80.   55.    0.5   0.2   0.25
    14.052    1.65  1.6   1.6  80.   75.   60.    0.5   0.3   0.25
    14.086    1.65  1.6   1.6  85.   80.   55.    0.5   0.3   0.15
    14.110    1.6   1.6   1.4  85.   80.   55.    0.5   0.35  0.15
    14.229    1.65  1.5   1.6  80.   75.   55.    0.5   0.2   0.3 
    14.234    1.6   1.6   1.5  85.   80.   55.    0.5   0.35  0.2 
    14.241    1.6   1.4   1.6  85.   80.   60.    0.5   0.2   0.25
    14.265    1.6   1.5   1.4  85.   80.   65.    0.5   0.25  0.15
    14.348    1.65  1.4   1.6  80.   75.   55.    0.5   0.2   0.2 
    14.354    1.6   1.6   1.6  80.   80.   55.    0.5   0.35  0.25
    14.391    1.7   1.5   1.4  85.   75.   65.    0.5   0.3   0.15
    14.407    1.65  1.6   1.5  80.   75.   55.    0.5   0.3   0.15
    14.420    1.7  1.5  1.5 85.  80.  65.   0.5  0.3  0.2
    14.531    1.65  1.6   1.5  85.   80.   60.    0.5   0.3   0.15
    14.547    1.7  1.5  1.6 75.  85.  55.   0.5  0.2  0.2
    14.683    1.65  1.6   1.5  75.   75.   65.    0.5   0.3   0.2 
    14.686    1.65  1.5   1.5  75.   85.   55.    0.5   0.25  0.15
    14.691    1.65  1.6   1.6  80.   80.   65.    0.5   0.3   0.2 
    14.784    1.7   1.6   1.6  75.   85.   65.    0.5   0.25  0.2 
    14.843    1.6   1.6   1.5  85.   75.   60.    0.5   0.35  0.2 
    14.900    1.65  1.4   1.6  85.   75.   65.    0.5   0.15  0.3 
    15.005    1.65  1.5   1.6  85.   75.   55.    0.5   0.25  0.2 
    15.024    1.65  1.5   1.6  75.   80.   55.    0.5   0.25  0.2 
    15.058    1.6   1.6   1.5  85.   85.   55.    0.5   0.3   0.25
    15.136    1.7   1.6   1.5  75.   75.   55.    0.5   0.3   0.15
    15.261    1.6   1.6   1.6  85.   75.   55.    0.5   0.35  0.25
    15.268    1.65  1.5   1.6  85.   75.   65.    0.5   0.2   0.3 
    15.333    1.6   1.5   1.6  85.   80.   65.    0.5   0.25  0.25
    15.335    1.65  1.5   1.5  75.   75.   65.    0.5   0.25  0.2 
    15.403    1.7   1.6   1.5  75.   85.   65.    0.5   0.25  0.15
    15.590    1.6  1.4  1.6 85.  85.  55.   0.5  0.2  0.2
    15.649    1.7   1.4   1.5  75.   85.   55.    0.5   0.15  0.15
    15.689    1.65  1.5   1.6  75.   75.   60.    0.5   0.25  0.25
    15.706    1.7   1.5   1.5  75.   85.   55.    0.5   0.2   0.15
    15.855    1.65  1.6   1.6  75.   85.   65.    0.5   0.3   0.2 
    15.875    1.7   1.5   1.5  80.   75.   65.    0.5   0.2   0.15
    15.936    1.7   1.4   1.5  75.   75.   65.    0.5   0.15  0.15
    16.032    1.65  1.4   1.6  80.   80.   55.    0.5   0.15  0.3 
    16.148    1.6   1.6   1.5  80.   80.   60.    0.5   0.35  0.2 
    16.213    1.65  1.6   1.6  80.   80.   55.    0.5   0.25  0.3 
    16.240    1.65  1.4   1.6  80.   80.   65.    0.5   0.15  0.3 
    16.242    1.6  1.4  1.5 85.  85.  55.   0.5  0.2  0.2
    16.451    1.6   1.6   1.6  80.   80.   60.    0.5   0.35  0.25
    16.459    1.7   1.6   1.6  75.   80.   65.    0.5   0.25  0.2 
    16.472    1.65  1.6   1.5  80.   75.   60.    0.5   0.3   0.2 
    16.474    1.65  1.6   1.6  75.   80.   55.    0.5   0.3   0.25
    16.478    1.7   1.5   1.4  85.   85.   65.    0.5   0.2   0.25
    16.491    1.65  1.6   1.6  80.   75.   55.    0.5   0.25  0.3 
    16.507    1.65  1.5   1.6  80.   85.   55.    0.5   0.25  0.15
    16.616    1.6   1.6   1.4  85.   75.   60.    0.5   0.35  0.15
    16.663    1.65  1.6   1.6  85.   85.   55.    0.5   0.3   0.2 
    16.798    1.65  1.6   1.6  85.   80.   60.    0.5   0.3   0.2 
    16.805    1.65  1.6   1.5  80.   80.   65.    0.5   0.3   0.15
    16.921    1.65  1.5   1.4  75.   75.   60.    0.5   0.25  0.15
    17.010    1.7   1.6   1.6  75.   75.   55.    0.5   0.3   0.15
    17.099    1.65  1.5   1.6  75.   80.   60.    0.5   0.25  0.25
    17.239    1.6   1.4   1.4  85.   80.   55.    0.5   0.2   0.15
    17.401    1.65  1.6   1.4  75.   75.   65.    0.5   0.3   0.15
    17.407    1.65  1.5   1.4  75.   80.   60.    0.5   0.25  0.15
    17.453    1.7   1.4   1.4  85.   85.   65.    0.5   0.15  0.25
    17.525    1.65  1.4   1.6  80.   75.   55.    0.5   0.15  0.3 
    17.622    1.7   1.6   1.5  75.   80.   65.    0.5   0.25  0.15
    17.764    1.65  1.4   1.6  80.   85.   65.    0.5   0.15  0.3 
    17.865    1.65  1.5   1.6  80.   80.   55.    0.5   0.2   0.3 
    17.883    1.6  1.4  1.6 85.  85.  60.   0.5  0.2  0.2
    18.023    1.65  1.5   1.5  80.   80.   65.    0.5   0.2   0.25
    18.089    1.7   1.5   1.5  75.   75.   60.    0.5   0.2   0.15
    18.178    1.6  1.4  1.5 85.  80.  55.   0.5  0.2  0.2
    18.182    1.65  1.6   1.5  75.   85.   60.    0.5   0.25  0.25
    18.225    1.6   1.6   1.4  80.   80.   60.    0.5   0.35  0.15
    18.253    1.65  1.4   1.6  85.   80.   65.    0.5   0.15  0.3 
    18.550    1.65  1.5   1.5  75.   75.   60.    0.5   0.25  0.2 
    18.642    1.65  1.6   1.4  80.   80.   65.    0.5   0.3   0.15
    18.680    1.65  1.6   1.6  85.   75.   55.    0.5   0.3   0.15
    18.685    1.65  1.4   1.5  80.   85.   65.    0.5   0.15  0.25
    19.018    1.65  1.6   1.6  75.   85.   55.    0.5   0.3   0.2 
    19.132    1.65  1.6   1.6  80.   80.   65.    0.5   0.3   0.25
    19.326    1.6   1.6   1.5  80.   80.   55.    0.5   0.35  0.2 
    19.346    1.65  1.6   1.6  75.   85.   60.    0.5   0.3   0.2 
    19.356    1.7  1.5  1.6 75.  75.  60.   0.5  0.2  0.2
    19.398    1.6   1.4   1.4  85.   80.   60.    0.5   0.2   0.15
    19.490    1.65  1.5   1.5  75.   80.   60.    0.5   0.25  0.2 
    19.498    1.65  1.5   1.4  75.   75.   65.    0.5   0.25  0.15
    19.592    1.6  1.4  1.5 85.  80.  60.   0.5  0.2  0.2
    19.682    1.7   1.5   1.4  85.   80.   65.    0.5   0.3   0.15
    19.918    1.65  1.6   1.5  75.   80.   55.    0.5   0.3   0.2 
    20.003    1.6   1.4   1.5  85.   85.   55.    0.5   0.2   0.15
    20.122    1.7   1.6   1.5  75.   85.   60.    0.5   0.25  0.15
    20.138    1.65  1.6   1.4  75.   80.   55.    0.5   0.3   0.15
    20.185    1.6   1.5   1.4  85.   85.   55.    0.5   0.25  0.15
    20.419    1.65  1.5   1.5  75.   80.   55.    0.5   0.25  0.15
    20.501    1.65  1.6   1.6  80.   75.   60.    0.5   0.25  0.3 
    20.538    1.6   1.6   1.6  80.   75.   65.    0.5   0.35  0.3 
    20.585    1.6  1.4  1.6 85.  80.  60.   0.5  0.2  0.2
    20.626    1.6   1.4   1.6  85.   75.   60.    0.5   0.2   0.25
    20.645    1.65  1.4   1.6  80.   85.   55.    0.5   0.15  0.3 
    20.703    1.65  1.5   1.6  85.   80.   65.    0.5   0.2   0.3 
    20.715    1.7   1.6   1.6  75.   85.   60.    0.5   0.25  0.2 
    20.776    1.65  1.6   1.5  75.   85.   65.    0.5   0.3   0.15
    20.842    1.65  1.5   1.5  80.   75.   65.    0.5   0.2   0.25
    20.991    1.6   1.5   1.6  85.   85.   55.    0.5   0.25  0.25
    21.056    1.65  1.5   1.6  80.   80.   65.    0.5   0.2   0.3 
    21.136    1.7  1.6  1.6 75.  75.  55.   0.5  0.3  0.2
    21.183    1.65  1.4   1.6  80.   75.   65.    0.5   0.15  0.3 
    21.251    1.65  1.6   1.6  85.   75.   65.    0.5   0.25  0.3 
    21.285    1.7   1.5   1.6  85.   85.   65.    0.5   0.3   0.25
    21.312    1.7   1.4   1.5  80.   75.   65.    0.5   0.15  0.15
    21.354    1.65  1.5   1.6  80.   75.   60.    0.5   0.2   0.3 
    21.459    1.65  1.4   1.5  80.   75.   65.    0.5   0.15  0.25
    21.465    1.7  1.5  1.6 75.  80.  55.   0.5  0.2  0.2
    21.480    1.6   1.6   1.6  85.   80.   60.    0.5   0.35  0.25
    21.518    1.7   1.5   1.5  75.   80.   55.    0.5   0.2   0.15
    21.522    1.6   1.6   1.5  85.   80.   55.    0.5   0.3   0.25
    21.639    1.7   1.4   1.6  75.   85.   55.    0.5   0.15  0.25
    21.810    1.65  1.5   1.6  75.   80.   65.    0.5   0.25  0.25
    21.949    1.6   1.6   1.4  85.   85.   55.    0.5   0.35  0.15
    22.026    1.7   1.4   1.6  75.   75.   60.    0.5   0.15  0.2 
    22.060    1.7   1.6   1.6  75.   75.   65.    0.5   0.25  0.2 
    22.090    1.6   1.4   1.5  85.   85.   60.    0.5   0.2   0.15
    22.098    1.6   1.5   1.6  85.   80.   65.    0.5   0.25  0.3 
    22.134    1.6   1.6   1.6  80.   75.   60.    0.5   0.35  0.25
    22.177    1.65  1.5   1.6  85.   80.   55.    0.5   0.25  0.15
    22.319    1.7  1.5  1.6 80.  75.  65.   0.5  0.2  0.2
    22.337    1.65  1.5   1.5  75.   85.   60.    0.5   0.2   0.25
    22.366    1.65  1.6   1.6  75.   85.   55.    0.5   0.25  0.3 
    22.373    1.6   1.6   1.5  85.   85.   55.    0.5   0.35  0.2 
    22.443    1.65  1.5   1.6  80.   75.   65.    0.5   0.2   0.3 
    22.535    1.65  1.6   1.5  80.   80.   65.    0.5   0.3   0.2 
    22.632    1.65  1.6   1.6  80.   80.   60.    0.5   0.3   0.25
    22.661    1.65  1.5   1.6  75.   75.   55.    0.5   0.25  0.25
    22.671    1.6   1.5   1.6  85.   80.   60.    0.5   0.25  0.25
    22.748    1.6   1.4   1.6  85.   85.   60.    0.5   0.2   0.25
    22.794    1.6   1.5   1.5  85.   85.   55.    0.5   0.25  0.2 
    22.802    1.6   1.6   1.4  80.   80.   55.    0.5   0.35  0.15
    22.806    1.65  1.6   1.5  75.   80.   60.    0.5   0.25  0.25
    22.809    1.6   1.6   1.5  80.   75.   65.    0.5   0.35  0.2 
    22.814    1.65  1.5   1.6  80.   75.   55.    0.5   0.25  0.25
    22.934    1.6   1.5   1.4  85.   80.   60.    0.5   0.25  0.15
    22.934    1.65  1.5   1.5  85.   75.   55.    0.5   0.2   0.2 
    22.942    1.7   1.4   1.6  80.   85.   60.    0.5   0.15  0.15
    22.967    1.7   1.4   1.5  75.   75.   60.    0.5   0.15  0.15
    22.998    1.65  1.6   1.6  85.   75.   60.    0.5   0.25  0.3 
    22.998    1.65  1.6   1.6  85.   75.   60.    0.5   0.3   0.15
    23.047    1.6   1.6   1.6  80.   85.   60.    0.5   0.35  0.25
    23.272    1.7   1.6   1.5  75.   80.   60.    0.5   0.25  0.15
    23.310    1.65  1.6   1.5  75.   85.   60.    0.5   0.3   0.15
    23.349    1.7   1.6   1.4  85.   85.   65.    0.5   0.25  0.25
    23.423    1.7   1.5   1.6  75.   85.   65.    0.5   0.2   0.15
    23.498    1.65  1.6   1.4  80.   80.   60.    0.5   0.3   0.15
    23.615    1.65  1.4   1.6  75.   75.   55.    0.5   0.2   0.25
    23.631    1.65  1.6   1.5  75.   85.   55.    0.5   0.3   0.15
    23.632    1.7   1.6   1.5  75.   75.   65.    0.5   0.25  0.15
    23.684    1.7   1.4   1.6  75.   80.   55.    0.5   0.15  0.2 
    23.800    1.65  1.4   1.6  80.   75.   60.    0.5   0.15  0.3 
    23.804    1.65  1.5   1.6  75.   85.   55.    0.5   0.2   0.3 
    23.942    1.6   1.6   1.5  80.   85.   60.    0.5   0.35  0.2 
    23.995    1.6   1.4   1.6  85.   80.   65.    0.5   0.2   0.25
    23.995    1.65  1.5   1.5  75.   80.   65.    0.5   0.25  0.2 
    24.042    1.7   1.4   1.5  80.   75.   60.    0.5   0.15  0.15
    24.098    1.6   1.6   1.5  85.   75.   55.    0.5   0.35  0.2 
    24.104    1.6   1.6   1.6  85.   75.   55.    0.5   0.35  0.2 
    24.175    1.65  1.6   1.5  80.   75.   65.    0.5   0.25  0.25
    24.286    1.6   1.5   1.5  85.   80.   60.    0.5   0.25  0.2 
    24.301    1.6  1.4  1.6 85.  80.  55.   0.5  0.2  0.2
    24.367    1.65  1.6   1.6  75.   75.   55.    0.5   0.35  0.2 
    24.404    1.6   1.6   1.5  80.   75.   60.    0.5   0.35  0.2 
    24.422    1.65  1.6   1.6  80.   80.   60.    0.5   0.25  0.3 
    24.439    1.7  1.5  1.5 85.  85.  65.   0.5  0.3  0.2
    24.461    1.6   1.4   1.4  80.   85.   55.    0.5   0.2   0.15
    24.530    1.7   1.4   1.6  75.   85.   60.    0.5   0.15  0.15
    24.554    1.65  1.6   1.6  75.   80.   65.    0.5   0.3   0.2 
    24.562    1.7   1.5   1.6  75.   80.   65.    0.5   0.2   0.15
    24.601    1.65  1.5   1.6  80.   85.   55.    0.5   0.2   0.3 
    24.720    1.65  1.6   1.5  80.   75.   60.    0.5   0.25  0.25
    24.723    1.65  1.6   1.6  75.   75.   60.    0.5   0.3   0.25
    24.728    1.6   1.6   1.6  75.   85.   55.    0.5   0.35  0.3 
    24.788    1.7   1.4   1.6  80.   80.   60.    0.5   0.15  0.15
    24.789    1.6   1.4   1.6  85.   75.   65.    0.5   0.2   0.25
    24.840    1.65  1.6   1.5  85.   75.   65.    0.5   0.3   0.15
    24.857    1.65  1.6   1.6  80.   85.   55.    0.5   0.3   0.15
    24.883    1.7   1.5   1.6  75.   75.   65.    0.5   0.2   0.15
    24.893    1.7   1.6   1.6  75.   80.   60.    0.5   0.25  0.2 
    24.988    1.6   1.6   1.6  85.   80.   60.    0.5   0.35  0.2 
    24.999    1.65  1.5   1.4  75.   80.   65.    0.5   0.25  0.15
    25.032    1.7   1.5   1.5  80.   75.   60.    0.5   0.2   0.15
    25.156    1.65  1.6   1.5  80.   80.   65.    0.5   0.25  0.25
    25.166    1.65  1.6   1.6  85.   80.   60.    0.5   0.3   0.15
    25.229    1.65  1.6   1.6  75.   80.   60.    0.5   0.3   0.2 
    25.307    1.7   1.4   1.5  75.   80.   55.    0.5   0.15  0.15
    25.527    1.65  1.5   1.6  80.   75.   60.    0.5   0.25  0.15
    25.558    1.7   1.4   1.6  80.   75.   60.    0.5   0.15  0.15
    25.684    1.7   1.4   1.6  75.   75.   65.    0.5   0.15  0.25
    25.732    1.65  1.5   1.5  85.   75.   65.    0.5   0.2   0.25
    25.843    1.65  1.5   1.6  80.   85.   65.    0.5   0.2   0.3 
    25.910    1.65  1.5   1.4  80.   75.   55.    0.5   0.25  0.15
    26.005    1.7   1.5   1.6  75.   85.   60.    0.5   0.2   0.15
    26.040    1.6  1.4  1.5 80.  85.  55.   0.5  0.2  0.2
    26.089    1.7   1.4   1.6  80.   85.   55.    0.5   0.15  0.15
    26.153    1.7   1.6   1.5  80.   75.   65.    0.5   0.25  0.15
    26.196    1.65  1.5   1.4  80.   75.   65.    0.5   0.25  0.15
    26.269    1.65  1.6   1.5  85.   75.   65.    0.5   0.25  0.25
    26.369    1.6   1.4   1.5  85.   80.   60.    0.5   0.2   0.15
    26.392    1.65  1.6   1.6  85.   75.   65.    0.5   0.3   0.2 
    26.398    1.65  1.4   1.6  80.   75.   55.    0.5   0.2   0.15
    26.419    1.65  1.6   1.6  75.   85.   60.    0.5   0.25  0.3 
    26.448    1.65  1.5   1.6  85.   75.   55.    0.5   0.2   0.3 
    26.491    1.6   1.6   1.4  80.   75.   65.    0.5   0.35  0.15
    26.560    1.6  1.6  1.6 85.  85.  65.   0.5  0.3  0.3
    26.596    1.65  1.5   1.4  80.   75.   60.    0.5   0.25  0.15
    26.597    1.6   1.6   1.6  80.   75.   65.    0.5   0.35  0.25
    26.737    1.6   1.6   1.6  85.   75.   60.    0.5   0.35  0.2 
    26.763    1.65  1.5   1.6  80.   75.   60.    0.5   0.25  0.25
    26.784    1.65  1.5   1.4  85.   75.   55.    0.5   0.2   0.15
    26.827    1.65  1.5   1.6  75.   80.   60.    0.5   0.25  0.2 
    26.836    1.6   1.6   1.4  80.   85.   60.    0.5   0.35  0.15
    26.853    1.65  1.6   1.5  75.   85.   55.    0.5   0.25  0.25
    26.978    1.65  1.6   1.4  75.   80.   60.    0.5   0.25  0.2 
    27.032    1.6  1.6  1.6 85.  85.  55.   0.5  0.3  0.3
    27.040    1.65  1.6   1.4  75.   75.   60.    0.5   0.3   0.15
    27.052    1.65  1.5   1.5  80.   75.   55.    0.5   0.25  0.2 
    27.137    1.65  1.6   1.4  75.   80.   65.    0.5   0.25  0.2 
    27.140    1.6   1.6   1.4  85.   85.   65.    0.5   0.3   0.15
    27.154    1.6  1.4  1.5 85.  75.  60.   0.5  0.2  0.2
    27.257    1.65  1.6   1.5  85.   75.   55.    0.5   0.25  0.2 
    27.400    1.6   1.6   1.5  85.   80.   60.    0.5   0.35  0.2 
    27.408    1.65  1.6   1.5  75.   80.   55.    0.5   0.25  0.25
    27.410    1.65  1.6   1.5  75.   75.   55.    0.5   0.35  0.15
    27.415    1.7   1.5   1.6  75.   75.   65.    0.5   0.2   0.25
    27.453    1.65  1.6   1.6  80.   85.   55.    0.5   0.25  0.3 
    27.482    1.7   1.5   1.4  75.   75.   65.    0.5   0.2   0.15
    27.535    1.6  1.4  1.5 85.  80.  65.   0.5  0.2  0.2
    27.591    1.7   1.4   1.5  75.   85.   55.    0.5   0.15  0.2 
    27.629    1.65  1.4   1.6  80.   80.   60.    0.5   0.15  0.3 
    27.634    1.65  1.6   1.5  75.   75.   60.    0.5   0.3   0.2 
    27.661    1.6   1.6   1.6  85.   80.   65.    0.5   0.3   0.35
    27.671    1.65  1.4   1.5  85.   75.   55.    0.5   0.15  0.2 
    27.720    1.6  1.4  1.5 85.  75.  65.   0.5  0.2  0.2
    27.758    1.7   1.4   1.4  75.   85.   55.    0.5   0.15  0.15
    27.869    1.65  1.6   1.6  80.   80.   60.    0.5   0.3   0.15
    27.903    1.7   1.5   1.6  80.   75.   60.    0.5   0.2   0.15
    27.941    1.6  1.6  1.5 85.  85.  65.   0.5  0.3  0.2
    28.192    1.65  1.6   1.4  75.   85.   65.    0.5   0.25  0.2 
    28.210    1.7   1.5   1.5  80.   80.   65.    0.5   0.2   0.15
    28.267    1.7   1.4   1.6  80.   75.   65.    0.5   0.15  0.2 
    28.289    1.65  1.5   1.5  80.   85.   65.    0.5   0.2   0.25
    28.345    1.65  1.6   1.6  80.   75.   65.    0.5   0.25  0.3 
    28.349    1.65  1.6   1.6  80.   80.   65.    0.5   0.25  0.3 
    28.373    1.7   1.4   1.5  75.   75.   65.    0.5   0.15  0.2 
    28.561    1.65  1.6   1.6  80.   85.   65.    0.5   0.3   0.2 
    28.620    1.6   1.6   1.4  85.   75.   55.    0.5   0.35  0.15
    28.621    1.7   1.6   1.5  80.   80.   65.    0.5   0.25  0.15
    28.724    1.65  1.5   1.6  80.   75.   65.    0.5   0.25  0.2 
    28.740    1.7   1.4   1.5  75.   75.   55.    0.5   0.15  0.2 
    28.755    1.7   1.4   1.5  80.   80.   65.    0.5   0.15  0.15
    28.757    1.65  1.4   1.6  75.   80.   55.    0.5   0.2   0.25
    28.791    1.7   1.4   1.4  80.   85.   65.    0.5   0.15  0.25
