   Chi^2    ('R1', 'R2', 'R3', 'Theta2', 'Theta3', 'Phi', 'q1', 'q2', 'q3')
    52.173    1.7   1.6   1.35 78.   75.5  60.    0.5   0.3   0.12
    52.392    1.7   1.55  1.4  81.   75.5  60.    0.5   0.3   0.12
    52.404    1.75  1.6   1.35 80.   75.5  60.    0.5   0.3   0.12
    52.565    1.75  1.6   1.35 79.   77.   60.    0.5   0.3   0.12
    52.646    1.65  1.55  1.4  82.   78.5  60.    0.5   0.3   0.12
    52.699    1.75  1.6   1.35 78.   80.   60.    0.5   0.3   0.12
    53.015    1.75  1.6   1.35 81.   75.5  60.    0.5   0.3   0.12
    53.100    1.75  1.55  1.4  79.   74.   60.    0.5   0.3   0.12
    53.335    1.75  1.6   1.35 81.   78.5  60.    0.5   0.3   0.12
    53.590    1.75  1.6   1.35 79.   80.   60.    0.5   0.3   0.12
    53.598    1.75  1.6   1.35 82.   75.5  60.    0.5   0.3   0.12
    53.699    1.75  1.6   1.35 80.   77.   60.    0.5   0.3   0.12
    54.081    1.75  1.55  1.35 78.   80.   60.    0.5   0.3   0.12
    54.425    1.75  1.6   1.35 81.   77.   60.    0.5   0.3   0.12
    54.539    1.75  1.55  1.4  78.   74.   60.    0.5   0.3   0.12
    54.712    1.7   1.55  1.35 79.   80.   60.    0.5   0.3   0.12
    54.732    1.7   1.55  1.4  80.   75.5  60.    0.5   0.3   0.12
    54.752    1.65  1.55  1.4  78.   80.   60.    0.5   0.3   0.12
    54.882    1.75  1.55  1.35 82.   78.5  60.    0.5   0.3   0.12
    55.114    1.75  1.6   1.35 82.   78.5  60.    0.5   0.3   0.12
    55.399    1.75  1.6   1.35 82.   77.   60.    0.5   0.3   0.12
    55.689    1.65  1.55  1.4  81.   78.5  60.    0.5   0.3   0.12
    55.740    1.75  1.55  1.35 81.   78.5  60.    0.5   0.3   0.12
    56.262    1.75  1.6   1.35 80.   80.   60.    0.5   0.3   0.12
    57.366    1.7   1.55  1.45 82.   78.5  60.    0.5   0.3   0.12
    57.760    1.7   1.55  1.4  79.   75.5  60.    0.5   0.3   0.12
    57.777    1.7   1.55  1.45 81.   78.5  60.    0.5   0.3   0.12
    57.930    1.75  1.55  1.35 80.   78.5  60.    0.5   0.3   0.12
    57.993    1.7   1.55  1.35 82.   78.5  60.    0.5   0.3   0.12
    57.994    1.7   1.55  1.4  82.   74.   60.    0.5   0.3   0.12
    58.017    1.65  1.6   1.35 82.   80.   60.    0.5   0.3   0.12
    58.709    1.75  1.6   1.35 81.   80.   60.    0.5   0.3   0.12
    59.450    1.7   1.6   1.35 82.   74.   60.    0.5   0.3   0.12
    59.576    1.7   1.6   1.35 81.   74.   60.    0.5   0.3   0.12
    59.578    1.65  1.6   1.35 81.   80.   60.    0.5   0.3   0.12
    59.636    1.65  1.55  1.4  80.   78.5  60.    0.5   0.3   0.12
    59.755    1.7   1.6   1.35 80.   74.   60.    0.5   0.3   0.12
    59.992    1.7   1.55  1.4  81.   74.   60.    0.5   0.3   0.12
    60.192    1.7   1.6   1.35 79.   74.   60.    0.5   0.3   0.12
    60.385    1.7   1.55  1.45 80.   78.5  60.    0.5   0.3   0.12
    60.778    1.7   1.6   1.35 78.   74.   60.    0.5   0.3   0.12
    60.810    1.7   1.55  1.35 81.   78.5  60.    0.5   0.3   0.12
    61.143    1.75  1.55  1.35 79.   78.5  60.    0.5   0.3   0.12
    61.145    1.75  1.55  1.45 80.   78.5  60.    0.5   0.3   0.12
    61.269    1.65  1.6   1.35 82.   78.5  60.    0.5   0.3   0.12
    61.386    1.7   1.55  1.4  78.   75.5  60.    0.5   0.3   0.12
    61.566    1.75  1.55  1.45 81.   78.5  60.    0.5   0.3   0.12
    61.715    1.75  1.6   1.35 82.   80.   60.    0.5   0.3   0.12
    61.755    1.65  1.55  1.35 82.   80.   60.    0.5   0.3   0.12
    61.861    1.65  1.6   1.35 80.   80.   60.    0.5   0.3   0.12
    62.513    1.65  1.6   1.35 81.   78.5  60.    0.5   0.3   0.12
    62.609    1.7   1.55  1.35 78.   80.   60.    0.5   0.3   0.12
    62.639    1.7   1.55  1.4  80.   74.   60.    0.5   0.3   0.12
    62.702    1.7   1.55  1.45 82.   80.   60.    0.5   0.3   0.12
    63.177    1.7   1.55  1.45 81.   80.   60.    0.5   0.3   0.12
    63.460    1.75  1.55  1.45 80.   77.   60.    0.5   0.3   0.12
    64.098    1.75  1.55  1.45 81.   77.   60.    0.5   0.3   0.12
    64.102    1.7   1.55  1.45 81.   77.   60.    0.5   0.3   0.12
    64.173    1.65  1.6   1.35 80.   78.5  60.    0.5   0.3   0.12
    64.238    1.7   1.55  1.45 82.   77.   60.    0.5   0.3   0.12
    64.357    1.75  1.55  1.45 79.   78.5  60.    0.5   0.3   0.12
    64.550    1.7   1.55  1.35 80.   78.5  60.    0.5   0.3   0.12
    64.678    1.65  1.55  1.4  79.   78.5  60.    0.5   0.3   0.12
    64.966    1.75  1.55  1.45 82.   78.5  60.    0.5   0.3   0.12
    65.133    1.65  1.6   1.35 79.   80.   60.    0.5   0.3   0.12
    65.276    1.7   1.55  1.4  79.   74.   60.    0.5   0.3   0.12
    65.638    1.7   1.55  1.45 79.   78.5  60.    0.5   0.3   0.12
    65.675    1.75  1.55  1.35 78.   78.5  60.    0.5   0.3   0.12
    65.779    1.7   1.55  1.45 80.   77.   60.    0.5   0.3   0.12
    66.073    1.75  1.55  1.45 79.   77.   60.    0.5   0.3   0.12
    66.082    1.7   1.55  1.45 80.   80.   60.    0.5   0.3   0.12
    66.083    1.65  1.6   1.35 79.   78.5  60.    0.5   0.3   0.12
    66.724    1.65  1.6   1.35 82.   77.   60.    0.5   0.3   0.12
    66.962    1.75  1.55  1.45 82.   77.   60.    0.5   0.3   0.12
    67.283    1.65  1.6   1.35 81.   77.   60.    0.5   0.3   0.12
    67.315    1.7   1.55  1.4  78.   74.   60.    0.5   0.3   0.12
    67.863    1.65  1.6   1.35 80.   77.   60.    0.5   0.3   0.12
    67.890    1.75  1.55  1.35 80.   77.   60.    0.5   0.3   0.12
    67.929    1.65  1.6   1.35 78.   78.5  60.    0.5   0.3   0.12
    68.215    1.65  1.55  1.35 81.   80.   60.    0.5   0.3   0.12
    68.496    1.65  1.6   1.35 79.   77.   60.    0.5   0.3   0.12
    69.070    1.65  1.55  1.4  82.   77.   60.    0.5   0.3   0.12
    69.213    1.65  1.6   1.35 78.   77.   60.    0.5   0.3   0.12
    69.342    1.65  1.6   1.35 78.   80.   60.    0.5   0.3   0.12
    69.680    1.7   1.55  1.35 79.   78.5  60.    0.5   0.3   0.12
    69.832    1.75  1.55  1.45 80.   80.   60.    0.5   0.3   0.12
    69.896    1.75  1.55  1.45 80.   75.5  60.    0.5   0.3   0.12
    70.284    1.75  1.55  1.45 78.   78.5  60.    0.5   0.3   0.12
    70.315    1.7   1.55  1.45 79.   77.   60.    0.5   0.3   0.12
    70.450    1.75  1.55  1.45 81.   75.5  60.    0.5   0.3   0.12
    70.468    1.7   1.55  1.45 79.   80.   60.    0.5   0.3   0.12
    70.750    1.65  1.55  1.45 82.   78.5  60.    0.5   0.3   0.12
    70.866    1.75  1.55  1.35 79.   77.   60.    0.5   0.3   0.12
    71.163    1.75  1.55  1.45 81.   80.   60.    0.5   0.3   0.12
    71.325    1.75  1.55  1.45 79.   80.   60.    0.5   0.3   0.12
    71.532    1.65  1.55  1.4  78.   78.5  60.    0.5   0.3   0.12
    71.610    1.65  1.55  1.45 82.   80.   60.    0.5   0.3   0.12
    71.714    1.75  1.55  1.45 78.   77.   60.    0.5   0.3   0.12
    72.130    1.75  1.55  1.45 79.   75.5  60.    0.5   0.3   0.12
    72.379    1.65  1.55  1.4  81.   77.   60.    0.5   0.3   0.12
    72.723    1.75  1.55  1.45 82.   75.5  60.    0.5   0.3   0.12
    72.802    1.75  1.55  1.35 82.   77.   60.    0.5   0.3   0.12
    73.429    1.75  1.55  1.35 81.   77.   60.    0.5   0.3   0.12
    73.451    1.7   1.55  1.45 78.   78.5  60.    0.5   0.3   0.12
    73.883    1.7   1.55  1.45 82.   75.5  60.    0.5   0.3   0.12
    73.905    1.7   1.55  1.45 81.   75.5  60.    0.5   0.3   0.12
    74.531    1.65  1.55  1.45 81.   78.5  60.    0.5   0.3   0.12
    75.054    1.75  1.55  1.45 78.   80.   60.    0.5   0.3   0.12
    75.080    1.75  1.55  1.35 78.   77.   60.    0.5   0.3   0.12
    75.095    1.75  1.55  1.45 82.   80.   60.    0.5   0.3   0.12
    75.490    1.7   1.55  1.45 80.   75.5  60.    0.5   0.3   0.12
    76.120    1.65  1.55  1.45 81.   80.   60.    0.5   0.3   0.12
    76.316    1.7   1.55  1.45 78.   80.   60.    0.5   0.3   0.12
    76.407    1.65  1.55  1.4  80.   77.   60.    0.5   0.3   0.12
    77.049    1.65  1.55  1.35 80.   80.   60.    0.5   0.3   0.12
    77.128    1.7   1.55  1.35 78.   78.5  60.    0.5   0.3   0.12
    77.388    1.75  1.55  1.45 78.   75.5  60.    0.5   0.3   0.12
    77.658    1.75  1.55  1.45 80.   74.   60.    0.5   0.3   0.12
    77.667    1.65  1.6   1.35 81.   75.5  60.    0.5   0.3   0.12
    77.764    1.75  1.55  1.45 81.   74.   60.    0.5   0.3   0.12
    77.966    1.65  1.6   1.35 82.   75.5  60.    0.5   0.3   0.12
    77.992    1.7   1.55  1.45 78.   77.   60.    0.5   0.3   0.12
    78.172    1.65  1.6   1.35 80.   75.5  60.    0.5   0.3   0.12
    78.981    1.65  1.6   1.35 79.   75.5  60.    0.5   0.3   0.12
    79.371    1.75  1.55  1.45 82.   74.   60.    0.5   0.3   0.12
    79.710    1.7   1.55  1.35 82.   77.   60.    0.5   0.3   0.12
    79.932    1.7   1.55  1.45 79.   75.5  60.    0.5   0.3   0.12
    80.160    1.75  1.55  1.45 79.   74.   60.    0.5   0.3   0.12
    80.187    1.65  1.6   1.35 78.   75.5  60.    0.5   0.3   0.12
    80.964    1.65  1.55  1.45 80.   78.5  60.    0.5   0.3   0.12
    81.292    1.65  1.55  1.35 82.   78.5  60.    0.5   0.3   0.12
    81.320    1.65  1.55  1.4  79.   77.   60.    0.5   0.3   0.12
    81.798    1.7   1.55  1.35 81.   77.   60.    0.5   0.3   0.12
    82.429    1.65  1.55  1.45 80.   80.   60.    0.5   0.3   0.12
    83.100    1.65  1.55  1.4  82.   75.5  60.    0.5   0.3   0.12
    83.187    1.75  1.55  1.35 82.   75.5  60.    0.5   0.3   0.12
    83.267    1.65  1.55  1.45 82.   77.   60.    0.5   0.3   0.12
    83.388    1.7   1.55  1.45 82.   74.   60.    0.5   0.3   0.12
    83.885    1.75  1.55  1.35 81.   75.5  60.    0.5   0.3   0.12
    83.900    1.7   1.55  1.45 81.   74.   60.    0.5   0.3   0.12
    84.643    1.7   1.55  1.35 80.   77.   60.    0.5   0.3   0.12
    85.188    1.75  1.55  1.45 78.   74.   60.    0.5   0.3   0.12
    85.853    1.7   1.55  1.45 80.   74.   60.    0.5   0.3   0.12
    85.940    1.75  1.55  1.35 80.   75.5  60.    0.5   0.3   0.12
    86.122    1.65  1.55  1.4  81.   75.5  60.    0.5   0.3   0.12
    86.277    1.65  1.55  1.45 81.   77.   60.    0.5   0.3   0.12
    87.294    1.65  1.55  1.4  78.   77.   60.    0.5   0.3   0.12
    87.450    1.65  1.55  1.35 81.   78.5  60.    0.5   0.3   0.12
    87.492    1.7   1.55  1.45 78.   75.5  60.    0.5   0.3   0.12
    88.096    1.75  1.55  1.35 79.   75.5  60.    0.5   0.3   0.12
    88.433    1.65  1.55  1.35 79.   80.   60.    0.5   0.3   0.12
    89.052    1.7   1.55  1.35 78.   77.   60.    0.5   0.3   0.12
    89.220    1.7   1.55  1.35 79.   77.   60.    0.5   0.3   0.12
    89.470    1.65  1.55  1.4  80.   75.5  60.    0.5   0.3   0.12
    90.198    1.65  1.55  1.45 79.   78.5  60.    0.5   0.3   0.12
    90.290    1.7   1.55  1.45 79.   74.   60.    0.5   0.3   0.12
    90.467    1.65  1.55  1.45 79.   80.   60.    0.5   0.3   0.12
    91.280    1.75  1.55  1.35 78.   75.5  60.    0.5   0.3   0.12
    91.863    1.65  1.55  1.45 80.   77.   60.    0.5   0.3   0.12
    92.636    1.6   1.55  1.4  82.   80.   60.    0.5   0.3   0.12
    92.720    1.65  1.55  1.4  79.   75.5  60.    0.5   0.3   0.12
    95.131    1.7   1.6   1.4  79.   80.   60.    0.5   0.3   0.12
    95.159    1.65  1.55  1.4  78.   75.5  60.    0.5   0.3   0.12
    95.669    1.7   1.6   1.4  80.   80.   60.    0.5   0.3   0.12
    95.847    1.65  1.55  1.35 80.   78.5  60.    0.5   0.3   0.12
    96.128    1.7   1.6   1.4  78.   80.   60.    0.5   0.3   0.12
    96.274    1.6   1.55  1.4  81.   80.   60.    0.5   0.3   0.12
    96.640    1.7   1.55  1.45 78.   74.   60.    0.5   0.3   0.12
    97.415    1.7   1.6   1.4  81.   80.   60.    0.5   0.3   0.12
    97.870    1.75  1.5   1.4  82.   80.   60.    0.5   0.3   0.12
    97.911    1.75  1.55  1.35 82.   74.   60.    0.5   0.3   0.12
    98.337    1.75  1.55  1.35 81.   74.   60.    0.5   0.3   0.12
    99.165    1.7   1.55  1.35 82.   75.5  60.    0.5   0.3   0.12
    99.444    1.65  1.55  1.45 78.   80.   60.    0.5   0.3   0.12
    99.622    1.65  1.55  1.4  82.   74.   60.    0.5   0.3   0.12
    99.747    1.75  1.55  1.35 80.   74.   60.    0.5   0.3   0.12
    99.893    1.65  1.55  1.45 82.   75.5  60.    0.5   0.3   0.12
   100.421    1.7   1.6   1.4  82.   80.   60.    0.5   0.3   0.12
   100.496    1.7   1.55  1.35 81.   75.5  60.    0.5   0.3   0.12
   100.680    1.65  1.55  1.45 79.   77.   60.    0.5   0.3   0.12
   100.723    1.75  1.55  1.35 79.   74.   60.    0.5   0.3   0.12
   101.428    1.65  1.55  1.45 78.   78.5  60.    0.5   0.3   0.12
   101.494    1.65  1.55  1.4  81.   74.   60.    0.5   0.3   0.12
   101.647    1.7   1.5   1.4  82.   80.   60.    0.5   0.3   0.12
   102.089    1.6   1.55  1.4  80.   80.   60.    0.5   0.3   0.12
   102.349    1.65  1.55  1.45 81.   75.5  60.    0.5   0.3   0.12
   102.480    1.65  1.55  1.35 78.   80.   60.    0.5   0.3   0.12
   102.812    1.7   1.6   1.4  80.   78.5  60.    0.5   0.3   0.12
   102.855    1.7   1.55  1.35 80.   75.5  60.    0.5   0.3   0.12
   102.999    1.65  1.55  1.4  80.   74.   60.    0.5   0.3   0.12
   103.085    1.7   1.6   1.4  79.   78.5  60.    0.5   0.3   0.12
   103.346    1.65  1.55  1.4  78.   74.   60.    0.5   0.3   0.12
   103.565    1.75  1.55  1.35 78.   74.   60.    0.5   0.3   0.12
   103.738    1.65  1.55  1.4  79.   74.   60.    0.5   0.3   0.12
   103.739    1.7   1.6   1.4  81.   78.5  60.    0.5   0.3   0.12
   104.211    1.75  1.5   1.4  81.   80.   60.    0.5   0.3   0.12
   104.240    1.7   1.6   1.4  78.   78.5  60.    0.5   0.3   0.12
   105.917    1.7   1.6   1.4  82.   78.5  60.    0.5   0.3   0.12
   107.080    1.7   1.55  1.35 79.   75.5  60.    0.5   0.3   0.12
   107.215    1.65  1.55  1.45 80.   75.5  60.    0.5   0.3   0.12
   107.306    1.65  1.55  1.35 79.   78.5  60.    0.5   0.3   0.12
   107.576    1.7   1.6   1.4  78.   74.   60.    0.5   0.3   0.12
   107.579    1.65  1.6   1.4  81.   80.   60.    0.5   0.3   0.12
   107.883    1.75  1.5   1.45 82.   78.5  60.    0.5   0.3   0.12
   107.889    1.65  1.6   1.4  80.   80.   60.    0.5   0.3   0.12
   108.096    1.75  1.5   1.4  82.   78.5  60.    0.5   0.3   0.12
   108.570    1.7   1.6   1.4  79.   74.   60.    0.5   0.3   0.12
   108.711    1.75  1.5   1.45 82.   80.   60.    0.5   0.3   0.12
   109.216    1.65  1.6   1.4  82.   80.   60.    0.5   0.3   0.12
   109.350    1.75  1.6   1.4  78.   80.   60.    0.5   0.3   0.12
   109.903    1.65  1.6   1.4  79.   80.   60.    0.5   0.3   0.12
   110.428    1.7   1.5   1.45 82.   80.   60.    0.5   0.3   0.12
   110.689    1.75  1.6   1.4  79.   80.   60.    0.5   0.3   0.12
   110.834    1.7   1.6   1.4  80.   74.   60.    0.5   0.3   0.12
   111.511    1.6   1.55  1.4  79.   80.   60.    0.5   0.3   0.12
   111.878    1.65  1.6   1.35 82.   74.   60.    0.5   0.3   0.12
   112.008    1.65  1.6   1.35 81.   74.   60.    0.5   0.3   0.12
   112.023    1.7   1.6   1.4  78.   77.   60.    0.5   0.3   0.12
   112.188    1.7   1.6   1.4  79.   77.   60.    0.5   0.3   0.12
   112.284    1.75  1.5   1.4  81.   78.5  60.    0.5   0.3   0.12
   112.318    1.65  1.55  1.45 78.   77.   60.    0.5   0.3   0.12
   112.434    1.7   1.6   1.4  80.   77.   60.    0.5   0.3   0.12
   112.612    1.65  1.6   1.35 80.   74.   60.    0.5   0.3   0.12
   113.057    1.75  1.6   1.4  80.   80.   60.    0.5   0.3   0.12
   113.093    1.7   1.6   1.4  81.   77.   60.    0.5   0.3   0.12
   113.228    1.7   1.6   1.4  78.   75.5  60.    0.5   0.3   0.12
   113.339    1.65  1.6   1.4  78.   80.   60.    0.5   0.3   0.12
   113.560    1.7   1.6   1.4  81.   74.   60.    0.5   0.3   0.12
   113.782    1.65  1.6   1.35 79.   74.   60.    0.5   0.3   0.12
   113.901    1.65  1.55  1.45 82.   74.   60.    0.5   0.3   0.12
   114.084    1.75  1.5   1.4  80.   80.   60.    0.5   0.3   0.12
   114.123    1.7   1.5   1.45 82.   78.5  60.    0.5   0.3   0.12
   114.196    1.65  1.55  1.35 82.   77.   60.    0.5   0.3   0.12
   114.311    1.65  1.55  1.45 79.   75.5  60.    0.5   0.3   0.12
   114.412    1.75  1.5   1.45 82.   77.   60.    0.5   0.3   0.12
   114.508    1.7   1.55  1.35 78.   75.5  60.    0.5   0.3   0.12
   114.674    1.7   1.6   1.4  79.   75.5  60.    0.5   0.3   0.12
   114.780    1.6   1.6   1.35 78.   78.5  60.    0.5   0.3   0.12
   114.849    1.7   1.6   1.4  82.   77.   60.    0.5   0.3   0.12
   114.882    1.7   1.5   1.4  81.   80.   60.    0.5   0.3   0.12
   114.898    1.65  1.55  1.45 81.   74.   60.    0.5   0.3   0.12
   115.402    1.65  1.6   1.35 78.   74.   60.    0.5   0.3   0.12
   115.545    1.6   1.6   1.35 79.   78.5  60.    0.5   0.3   0.12
   116.232    1.7   1.6   1.4  82.   74.   60.    0.5   0.3   0.12
   116.639    1.7   1.6   1.4  80.   75.5  60.    0.5   0.3   0.12
   116.674    1.75  1.6   1.4  78.   78.5  60.    0.5   0.3   0.12
   116.737    1.75  1.6   1.4  81.   80.   60.    0.5   0.3   0.12
   117.007    1.75  1.5   1.45 81.   78.5  60.    0.5   0.3   0.12
   117.097    1.65  1.55  1.45 80.   74.   60.    0.5   0.3   0.12
   117.228    1.6   1.6   1.35 80.   78.5  60.    0.5   0.3   0.12
   117.445    1.75  1.6   1.4  79.   78.5  60.    0.5   0.3   0.12
   117.484    1.75  1.55  1.5  82.   75.5  60.    0.5   0.3   0.12
   117.776    1.75  1.5   1.45 81.   80.   60.    0.5   0.3   0.12
   117.916    1.6   1.55  1.45 82.   80.   60.    0.5   0.3   0.12
   118.468    1.65  1.6   1.4  81.   78.5  60.    0.5   0.3   0.12
   118.567    1.7   1.6   1.4  81.   75.5  60.    0.5   0.3   0.12
   118.688    1.7   1.5   1.4  82.   78.5  60.    0.5   0.3   0.12
   118.770    1.65  1.55  1.35 81.   77.   60.    0.5   0.3   0.12
   118.844    1.65  1.6   1.4  82.   78.5  60.    0.5   0.3   0.12
   119.263    1.75  1.6   1.4  80.   78.5  60.    0.5   0.3   0.12
   119.340    1.6   1.6   1.35 81.   78.5  60.    0.5   0.3   0.12
   119.433    1.6   1.6   1.35 82.   78.5  60.    0.5   0.3   0.12
   119.516    1.65  1.6   1.4  80.   78.5  60.    0.5   0.3   0.12
   119.958    1.75  1.55  1.5  82.   74.   60.    0.5   0.3   0.12
   120.178    1.7   1.5   1.45 81.   80.   60.    0.5   0.3   0.12
   120.429    1.65  1.55  1.45 79.   74.   60.    0.5   0.3   0.12
   120.680    1.7   1.6   1.4  82.   75.5  60.    0.5   0.3   0.12
   120.857    1.7   1.55  1.5  82.   75.5  60.    0.5   0.3   0.12
   121.205    1.75  1.5   1.45 81.   77.   60.    0.5   0.3   0.12
   121.415    1.65  1.55  1.35 78.   78.5  60.    0.5   0.3   0.12
   121.617    1.75  1.6   1.4  82.   80.   60.    0.5   0.3   0.12
   121.762    1.65  1.6   1.4  79.   78.5  60.    0.5   0.3   0.12
   121.786    1.6   1.55  1.35 82.   80.   60.    0.5   0.3   0.12
   122.304    1.75  1.6   1.4  81.   78.5  60.    0.5   0.3   0.12
   122.378    1.6   1.6   1.35 82.   80.   60.    0.5   0.3   0.12
   122.899    1.6   1.55  1.45 81.   80.   60.    0.5   0.3   0.12
   123.218    1.65  1.55  1.45 78.   75.5  60.    0.5   0.3   0.12
   123.430    1.75  1.5   1.4  80.   78.5  60.    0.5   0.3   0.12
   123.956    1.6   1.55  1.4  82.   78.5  60.    0.5   0.3   0.12
   124.067    1.75  1.55  1.5  81.   74.   60.    0.5   0.3   0.12
   124.341    1.6   1.6   1.35 81.   80.   60.    0.5   0.3   0.12
